Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group
,,Euuvigerina,,,,miozea,,,,Euuvigerina miozea,benthic_forams
,,Euuvigerina,,,,rodleyi,,,,Euuvigerina rodleyi,benthic_forams
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_forams
Pleurostomellia indet.,,,,,,,,,,Pleurostomellia indet.,benthic_forams
Ostracoda indet.,,,,,,,,,,Ostracoda indet.,benthic_forams
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_forams
,,Nodosaria,,,,spp.,,,,Nodosaria spp.,benthic_forams
,,Cibicides,,,,spp.,,,,Cibicides spp.,benthic_forams
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_forams
Elphidiidae indet.,,,,,,,,,,Elphidiidae indet.,benthic_forams
Astrorhizidae indet.,,,,,,,,,,Astrorhizidae indet.,benthic_forams
Trochomminidae indet.,,,,,,,,,,Trochomminidae indet.,benthic_forams
Discorboidea indet.,,,,,,,,,,Discorboidea indet.,benthic_forams
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_forams
Nodosariidae indet.,,,,,,,,,,Nodosariidae indet.,benthic_forams
Nonionidae indet.,,,,,,,,,,Nonionidae indet.,benthic_forams
,,Abyssamina,,,,poagi,,,,Abyssamina poagi,benthic_forams
,,Abyssamina,,,,quadrata,,,,Abyssamina quadrata,benthic_forams
,,Abyssamina,,,,spp.,,,,Abyssamina spp.,benthic_forams
,,Acervulina,,,,mabahethi,,,,Acervulina mabahethi,benthic_forams
,,Adelosina,,,?,dubia,,,,Adelosina ? dubia,benthic_forams
,,Alabamina,,,cf.,dissonata,,,,Alabamina cf. dissonata,benthic_forams
,,Alabamina,,,,creta,,,,Alabamina creta,benthic_forams
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_forams
,,Alabamina,,,,sp.,,,,Alabamina sp.,benthic_forams
,,Alabamina,,,,tenuimarginata,,,,Alabamina tenuimarginata,benthic_forams
,,Alabaminella,,,,sp.,,,,Alabaminella sp.,benthic_forams
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_forams
,,Alabamina,,,,spp.,,,,Alabamina spp.,benthic_forams
,,Allomorphina,,,,conica,,,,Allomorphina conica,benthic_forams
,,Allomorphina,,,,pacifica,,,,Allomorphina pacifica,benthic_forams
,,Allomorphina,,,,polonica,,,,Allomorphina polonica,benthic_forams
,,Allomorphina,,,,velascoensis,,,,Allomorphina velascoensis,benthic_forams
,,Allomorphina,,,,whangaia,,,,Allomorphina whangaia,benthic_forams
,,Ammobaculites,,,,agglutinans,,,,Ammobaculites agglutinans,benthic_forams
,,Ammobaculites,,,,filiformis,,,,Ammobaculites filiformis,benthic_forams
,,Ammobaculites,,,,sp.,,,,Ammobaculites sp.,benthic_forams
,,Ammobaculites,,,,wallalensis,,,,Ammobaculites wallalensis,benthic_forams
,,Ammodiscus,,,,cretaceus,,,,Ammodiscus cretaceus,benthic_forams
,,Ammodiscus,,,,sp.,,,,Ammodiscus sp.,benthic_forams
,,Ammodiscus,,,,spp.,,,,Ammodiscus spp.,benthic_forams
,,Ammoelphidiella,,,,pustulosa,,,,Ammoelphidiella pustulosa,benthic_forams
,,Ammoelphidiella,,,,sp.,,,,Ammoelphidiella sp.,benthic_forams
,,Ammoelphidiella,,,,uniforamina,,,,Ammoelphidiella uniforamina,benthic_forams
,,Ammoglobigerina,,,,sp.,,,,Ammoglobigerina sp.,benthic_forams
,,Ammonia,,,,beccarii,,,,Ammonia beccarii,benthic_forams
,,Ammonia,,,,sp.,,,,Ammonia sp.,benthic_forams
,,Ammonia,,,,spp.,,,,Ammonia spp.,benthic_forams
,,Ammonia,,,,tepida,,,,Ammonia tepida,benthic_forams
,,Ammosphaeroidina,,,,sp.,,,,Ammosphaeroidina sp.,benthic_forams
,,Ammosphaeroidina,,,,pseudopauciloculata,,,,Ammosphaeroidina pseudopauciloculata,benthic_forams
,,Amphicoryna,,,,scalaris,,,,Amphicoryna scalaris,benthic_forams
,,Amphicoryna,,,,separans,,,,Amphicoryna separans,benthic_forams
,,Amphicoryna,,,,sp.,,,,Amphicoryna sp.,benthic_forams
,,Amphicoryna,,,,spp.,,,,Amphicoryna spp.,benthic_forams
,,Amphisorus,,,,hemprichii,,,,Amphisorus hemprichii,benthic_forams
,,Amphistegina,,,,bicirculata,,,,Amphistegina bicirculata,benthic_forams
,,Amphistegina,,,,hauerina,,,,Amphistegina hauerina,benthic_forams
,,Amphistegina,,,,lessonii,,,,Amphistegina lessonii,benthic_forams
,,Amphistegina,,,,lobifera,,,,Amphistegina lobifera,benthic_forams
,,Amphistegina,,,,papillosa,,,,Amphistegina papillosa,benthic_forams
,,Amphistegina,,,,radiata,,,,Amphistegina radiata,benthic_forams
,,Amphistegina,,,,sp.,,,,Amphistegina sp.,benthic_forams
,,Amphistegina,,,,spp.,,,,Amphistegina spp.,benthic_forams
,,Angulogerina,,,aff.,fueguina,,,,Angulogerina aff. fueguina,benthic_forams
,,Angulogerina,,,,angulosa,,,,Angulogerina angulosa,benthic_forams
,,Angulogerina,,,,earlandi,,,,Angulogerina earlandi,benthic_forams
,,Angulogerina,,,,fluens,,,,Angulogerina fluens,benthic_forams
,,Angulogerina,,,,pauperata,,,,Angulogerina pauperata,benthic_forams
,,Annectina,,,,sp.,,,,Annectina sp.,benthic_forams
,,Anomalina,,,,aotea,,,,Anomalina aotea,benthic_forams
,,Anomalina,,,,indica,,,,Anomalina indica,benthic_forams
,,Anomalina,,,,praeacuta,,,,Anomalina praeacuta,benthic_forams
,,Anomalina,,,,sp.,,,,Anomalina sp.,benthic_forams
,,Anomalina,,,,spp.,,,,Anomalina spp.,benthic_forams
,,Anomalina,,,,visenda,,,,Anomalina visenda,benthic_forams
,,Anomalinoides,,,,acutus,,,,Anomalinoides acutus,benthic_forams
,,Anomalinoides,,,,affinis,,,,Anomalinoides affinis,benthic_forams
,,Anomalinoides,,,,ammonoides,,,,Anomalinoides ammonoides,benthic_forams
,,Anomalinoides,,,,capitatus,,,,Anomalinoides capitatus,benthic_forams
,,Anomalinoides,,,,fasciatus,,,,Anomalinoides fasciatus,benthic_forams
,,Anomalinoides,,,,globosus,,,,Anomalinoides globosus,benthic_forams
,,Anomalinoides,,,,globulosus,,,,Anomalinoides globulosus,benthic_forams
,,Anomalinoides,,,,orbiculus,,,,Anomalinoides orbiculus,benthic_forams
,,Anomalinoides,,,,piripaua,,,,Anomalinoides piripaua,benthic_forams
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_forams
,,Anomalinoides,,,,semicribratus,,,,Anomalinoides semicribratus,benthic_forams
,,Anomalinoides,,,,sp.,,,,Anomalinoides sp.,benthic_forams
,,Anomalinoides,,,,sp. 1,,,,Anomalinoides sp. 1,benthic_forams
,,Anomalinoides,,,,spissiformis,,,,Anomalinoides spissiformis,benthic_forams
,,Anomalinoides,,,,spp.,,,,Anomalinoides spp.,benthic_forams
,,Antarcticella,,,,antarctica,,,,Antarcticella antarctica,benthic_forams
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_forams
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_forams
,,Aragonia,,,,materna,,kugleri,,Aragonia materna kugleri,benthic_forams
,,Aragonia,,,,ouezzanensis,,,,Aragonia ouezzanensis,benthic_forams
,,Aragonia,,,,sp. 1,,,,Aragonia sp. 1,benthic_forams
,,Aragonia,,,,tenera,,,,Aragonia tenera,benthic_forams
,,Aragonia,,,,zelandica,,,,Aragonia zelandica,benthic_forams
,?,Arenobulimina,,,,sp.,,,,? Arenobulimina sp.,benthic_forams
,,Arenobulimina,,,,sp.,,,,Arenobulimina sp.,benthic_forams
,,Arenobulimina,,,,truncata,,,,Arenobulimina truncata,benthic_forams
,,Arenodosaria,,,,antipoda,,,,Arenodosaria antipoda,benthic_forams
,,Articulina,,,,alticostata,,,,Articulina alticostata,benthic_forams
,,Articulina,,,cf.,tubulosa,,,,Articulina cf. tubulosa,benthic_forams
,,Articulina,,,,pacifica,,,,Articulina pacifica,benthic_forams
,,Aschemonella,,,,spp.,,,,Aschemonella spp.,benthic_forams
,,Astacolus,,,,crepidulus,,,,Astacolus crepidulus,benthic_forams
,,Astacolus,,,,parallelus,,,,Astacolus parallelus,benthic_forams
,,Astacolus,,,,sp.,,,,Astacolus sp.,benthic_forams
,,Astacolus,,,,spp.,,,,Astacolus spp.,benthic_forams
,,Astalocus,,,,bradyi,,,,Astalocus bradyi,benthic_forams
,,Asterigerina,,,,planorbis,,,,Asterigerina planorbis,benthic_forams
,,Asterigerina,,,,sp.,,,,Asterigerina sp.,benthic_forams
,,Asterigerina,,,,spp.,,,,Asterigerina spp.,benthic_forams
,,Asterigerinata,,,,sp.,,,,Asterigerinata sp.,benthic_forams
,,Asterorotalia,,,,gaimardii,,,,Asterorotalia gaimardii,benthic_forams
,,Astrononion,,,,antarcticus,,,,Astrononion antarcticus,benthic_forams
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_forams
,,Astrononion,,,,parki,,,,Astrononion parki,benthic_forams
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_forams
,,Awhea,,,,spp.,,,,Awhea spp.,benthic_forams
,,Baculogypsina,,,,sphaerulata,,,,Baculogypsina sphaerulata,benthic_forams
,,Bathysiphon,,,,sp.,,,,Bathysiphon sp.,benthic_forams
,,Berthelina,,,,intermedia,,,,Berthelina intermedia,benthic_forams
,,Berthelina,,,,sp. 2,,,,Berthelina sp. 2,benthic_forams
,,Bigenerina,,,,nodosaria,,,,Bigenerina nodosaria,benthic_forams
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_forams
,,Bigenerina,,,,spp.,,,,Bigenerina spp.,benthic_forams
,,Bigerenina,,,,sp.,,,,Bigerenina sp.,benthic_forams
,,Biloculina,,,,sp.,,,,Biloculina sp.,benthic_forams
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_forams
,,Bolivina,,,,alata,,,,Bolivina alata,benthic_forams
,,Bolivina,,,,aliformis,,,,Bolivina aliformis,benthic_forams
,,Bolivina,,,,argentea,,,,Bolivina argentea,benthic_forams
,,Bolivina,,,,byramensis,,,,Bolivina byramensis,benthic_forams
,,Bolivina,,,cf.,robusta,,,,Bolivina cf. robusta,benthic_forams
,,Bolivina,,,,decussata,,,,Bolivina decussata,benthic_forams
,,Bolivina,,,,glutinata,,,,Bolivina glutinata,benthic_forams
,,Bolivina,,,,huneri,,,,Bolivina huneri,benthic_forams
,,Bolivina,,,,incrassata,,,,Bolivina incrassata,benthic_forams
,,Bolivina,,,,interjuncta,var.,bicostata,,Bolivina interjuncta var. bicostata,benthic_forams
,,Bolivina,,,,lapsus,,,,Bolivina lapsus,benthic_forams
,,Bolivina,,,,minuta,,,,Bolivina minuta,benthic_forams
,,Bolivina,,,,ordinaria,,,,Bolivina ordinaria,benthic_forams
,,Bolivina,,,,pacifica,,,,Bolivina pacifica,benthic_forams
,,Bolivina,,,,pusilla,,,,Bolivina pusilla,benthic_forams
,,Bolivina,,,,reticulata,,,,Bolivina reticulata,benthic_forams
,,Bolivina,,,,robusta,,,,Bolivina robusta,benthic_forams
,,Bolivina,,,,seminuda,,,,Bolivina seminuda,benthic_forams
,,Bolivina,,,,semitruncata,,,,Bolivina semitruncata,benthic_forams
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_forams
,,Bolivina,,,cf. ,crenulata,,,crenulate,Bolivina cf. crenulata (crenulate),benthic_forams
,,Bolivina,,,,sp.,,,smooth flat,Bolivina sp. (smooth flat),benthic_forams
,,Bolivina,,,,spathulata,,,,Bolivina spathulata,benthic_forams
,,Bolivina,,,,spissa,,,,Bolivina spissa,benthic_forams
,,Bolivina,,,,spp.,,,,Bolivina spp.,benthic_forams
,,Bolivina,,,,striatula,,,,Bolivina striatula,benthic_forams
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_forams
,,Bolivina,,,,translucens,,,,Bolivina translucens,benthic_forams
,,Bolivinella,,,,elegans,,,,Bolivinella elegans,benthic_forams
,,Bolivinellina,,,,translucens,,,,Bolivinellina translucens,benthic_forams
,,Bolivinita,,,,elegantissima,,,,Bolivinita elegantissima,benthic_forams
,,Bolivinita,,,,pliozea,,,,Bolivinita pliozea,benthic_forams
,,Bolivinita,,,,pohana,,,,Bolivinita pohana,benthic_forams
,,Bolivinita,,,,quadrilatera,,,,Bolivinita quadrilatera,benthic_forams
,,Bolivinopsis,,,,compta,,,,Bolivinopsis compta,benthic_forams
,,Bolivina,,,,pseudoplicata,,,,Bolivina pseudoplicata,benthic_forams
,,Borelis,,,,melo,,,,Borelis melo,benthic_forams
,,Borelis,,,,spp.,,,,Borelis spp.,benthic_forams
,,Brizalina,,,,alata,,,,Brizalina alata,benthic_forams
,,Brizalina,,,cf.,difformis,,,,Brizalina cf. difformis,benthic_forams
,,Brizalina,,,cf.,dilatata,,,,Brizalina cf. dilatata,benthic_forams
,,Brizalina,,,,dilatata,,,,Brizalina dilatata,benthic_forams
,,Brizalina,,,,earlandi,,,,Brizalina earlandi,benthic_forams
,,Brizalina,,,,pacifica,,,,Brizalina pacifica,benthic_forams
,,Brizalina,,,,pusilla,,,,Brizalina pusilla,benthic_forams
,,Brizalina,,,,semilineata,,,,Brizalina semilineata,benthic_forams
,,Brizalina,,,,sp.,,,,Brizalina sp.,benthic_forams
,,Brizalina,,,,spathulata,,,,Brizalina spathulata,benthic_forams
,,Brizalina,,,,striatula,,,,Brizalina striatula,benthic_forams
,,Buccella,,,,frigida,,,,Buccella frigida,benthic_forams
,,Buccella,,,,inusitata,,,,Buccella inusitata,benthic_forams
,,Buccella ,,,,sp.,,,,Buccella sp.,benthic_forams
,?,Bulbobaculites,,,,sp.,,,,? Bulbobaculites sp.,benthic_forams
,,Bulbobaculites,,,,problematicus,,,,Bulbobaculites problematicus,benthic_forams
,,Bulbobaculites,,,,sp.,,,,Bulbobaculites sp.,benthic_forams
,,Bulimina,,,,acanthia,,,,Bulimina acanthia,benthic_forams
,,Bulimina,,,,aculeata,,,,Bulimina aculeata,benthic_forams
,,Bulimina,,,,alazanensis,,,,Bulimina alazanensis,benthic_forams
,,Bulimina,,,,barbata,,,,Bulimina barbata,benthic_forams
,,Bulimina,,,,bortonica,,,,Bulimina bortonica,benthic_forams
,,Bulimina,,,cf.,alazanensis,,,,Bulimina cf. alazanensis,benthic_forams
,,Bulimina,,,,costata,,,,Bulimina costata,benthic_forams
,,Bulimina,,,,elongata,,,,Bulimina elongata,benthic_forams
,,Bulimina,,,,forticosta,,,,Bulimina forticosta,benthic_forams
,,Bulimina,,,,gibba,,,,Bulimina gibba,benthic_forams
,,Bulimina,,,,glomarchallengeri,,,,Bulimina glomarchallengeri,benthic_forams
,,Bulimina,,,,impendens,,,,Bulimina impendens,benthic_forams
,,Bulimina,,,,inflata,,,,Bulimina inflata,benthic_forams
,,Bulimina,,,,jarvisi,,,,Bulimina jarvisi,benthic_forams
,,Bulimina,,,,macilenta,,,,Bulimina macilenta,benthic_forams
,,Bulimina,,,,marginata,,,,Bulimina marginata,benthic_forams
,,Bulimina,,,,mexicana,,,,Bulimina mexicana,benthic_forams
,,Bulimina,,,,midwayensis,,,,Bulimina midwayensis,benthic_forams
,,Bulimina,,,,miolaevis,,,,Bulimina miolaevis,benthic_forams
,,Bulimina,,,,pupoides,,,,Bulimina pupoides,benthic_forams
,,Bulimina,,,,pupula,,,,Bulimina pupula,benthic_forams
,,Bulimina,,,,rostrata,,,,Bulimina rostrata,benthic_forams
,,Bulimina,,,,serratospina,,,,Bulimina serratospina,benthic_forams
,,Bulimina,,,,sp.,,,,Bulimina sp.,benthic_forams
,,Bulimina,,,,spp.,,,,Bulimina spp.,benthic_forams
,,Bulimina,,,,striata,,,,Bulimina striata,benthic_forams
,,Bulimina,,,,striata,,group,,Bulimina striata group,benthic_forams
,,Bulimina,,,,subbortonica,,,,Bulimina subbortonica,benthic_forams
,,Bulimina,,,,thanetensis,,,,Bulimina thanetensis,benthic_forams
,,Bulimina,,,,translucens,,,,Bulimina translucens,benthic_forams
,,Bulimina,,,,triangularis,,,,Bulimina triangularis,benthic_forams
,,Bulimina,,,,trihedra,,,,Bulimina trihedra,benthic_forams
,,Bulimina,,,,trinitatensis,,,,Bulimina trinitatensis,benthic_forams
,,Bulimina,,,,truncanella,,,,Bulimina truncanella,benthic_forams
,,Bulimina,,,,tuxpamensis,,,,Bulimina tuxpamensis,benthic_forams
,,Buliminella,,,,browni,,,,Buliminella browni,benthic_forams
,,Buliminella,,,,elegantissima,,,,Buliminella elegantissima,benthic_forams
,,Buliminella,,,,grata,,,,Buliminella grata,benthic_forams
,,Buliminella,,,,parvula,,,,Buliminella parvula,benthic_forams
,,Buliminella,,,,sp.,,,,Buliminella sp.,benthic_forams
,,Buliminella,,,,spp.,,,,Buliminella spp.,benthic_forams
,,Buliminella,,,,tenuata,,,,Buliminella tenuata,benthic_forams
,,Calcarina,,,,calcar,,,,Calcarina calcar,benthic_forams
,,Calcarina,,,,sp.,,,,Calcarina sp.,benthic_forams
,?,Cancris,,,,sp.,,,,? Cancris sp.,benthic_forams
,,Cancris,,,,auricula,,,,Cancris auricula,benthic_forams
,,Cancris,,,,auriculus,,,,Cancris auriculus,benthic_forams
,,Cancris,,,,inflatus,,,,Cancris inflatus,benthic_forams
,,Cancris,,,,oblonga,,,,Cancris oblonga,benthic_forams
,,Cancris,,,,sp.,,,,Cancris sp.,benthic_forams
,,Cancris,,,,spp.,,,,Cancris spp.,benthic_forams
,,Cassidulina,,,,californica,,,,Cassidulina californica,benthic_forams
,,Cassidulina,,,,carinata,,,,Cassidulina carinata,benthic_forams
,,Cassidulina,,,,crassa,,,,Cassidulina crassa,benthic_forams
,,Cassidulina,,,,cuneata,,,,Cassidulina cuneata,benthic_forams
,,Cassidulina,,,,cushmani,,,,Cassidulina cushmani,benthic_forams
,,Cassidulina,,,,delicata,,,,Cassidulina delicata,benthic_forams
,,Cassidulina,,,,japonica,,,,Cassidulina japonica,benthic_forams
,,Cassidulina,,,,laevigata,,,,Cassidulina laevigata,benthic_forams
,,Cassidulina,,,,minuta,,,,Cassidulina minuta,benthic_forams
,,Cassidulina,,,,norvangi,,,,Cassidulina norvangi,benthic_forams
,,Cassidulina,,,,sp.,,,,Cassidulina sp.,benthic_forams
,,Cassidulina,,,,spp.,,,,Cassidulina spp.,benthic_forams
,,Cassidulina,,,,subglobosa,,,,Cassidulina subglobosa,benthic_forams
,,Cassidulina,,,,sulcata,,,,Cassidulina sulcata,benthic_forams
,,Cassidulina,,,,teretis,,,,Cassidulina teretis,benthic_forams
,,Cassidulina,,,,translucens,,,,Cassidulina translucens,benthic_forams
,,Cassidulina,,,,tumida,,,,Cassidulina tumida,benthic_forams
,,Cassidulinoides,,,,parkerianus,,,,Cassidulinoides parkerianus,benthic_forams
,,Cassidulinoides,,,,porrectus,,,,Cassidulinoides porrectus,benthic_forams
,,Cassidulinoides,,,,sp.,,,,Cassidulinoides sp.,benthic_forams
,,Cassidulinoides,,,,spp.,,,,Cassidulinoides spp.,benthic_forams
,,Cassidulinoides,,,,tenuis,,,,Cassidulinoides tenuis,benthic_forams
,,Caudammina,,,,spp.,,,,Caudammina spp.,benthic_forams
,,Caudammina,,,,ovula,,,,Caudammina ovula,benthic_forams
,,Ceratobulimina,,,,jonesiana,,,,Ceratobulimina jonesiana,benthic_forams
,,Ceratocancris,,,,sp.,,,,Ceratocancris sp.,benthic_forams
