leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
28,266,,1,1,0.0,150.0,0.00,0.00,1.50,, DIATOM OOZE," 5YR7/2-YELLOWISH GRAY,5Y5/6-LIGHT OL IVE BROWN,10Y8/2-PALE GREENISH YELLOW"," PEBBLE (0.5 CM ACROSS) 62 CM,MODERATELY MOTTLED OF PALE GREENISH YELLOW,RARE PEBBLES (GRANULES?) (0.25-0.5 CM DIAMET ER) 144 CM"," BRECCIATED 0-90,SLIGHT DEFORMATION  90- 150 CM",,,," YELLOWISH GRAY 0-90 CM,LIGHT OLIVE BROWN 90 -150 CM"," SOUPY TO SLIGHTLY BRECCIATED 0-90 CM,SOFT 90-150 CM", 00000000
28,266,,1,2,0.0,150.0,0.00,1.50,3.00,, HEMATITE BEARING DIATOM OOZE," 5Y5/6-LIGHT OLIVE B ROWN,1/Y8/2-PALE GREENISH YELLOW,5Y8/4-GRAYISH YELLO W", MODERATE MOTTLING OF PALE GREENISH YELLOW," MODE RATE DEFORMATION 0-100 CM,SLIGHT DEFORMATION 100-150 CM",,,," LIGHT OLIVE BROWN 0-100 CM,GREYISH YELLOW 100- 150 CM", SOFT, 00000000
28,266,,1,3,0.0,150.0,0.00,3.00,4.50,, DIATOM OOZE," 10Y8/2-PALE GREENISH YELLOW,5Y5/6-LI GHT OLIVE BROWN,5Y7/2-YELLOWISH GRAY"," MODERATELY MO TTLED,MOTTLES STREAKED OUT"," MODERATE DEFORMATION 0- 88 CM,SLIGHT DEFORMATION 88-150 CM",,,," PALE GREENISH Y ELLOW 0-88 CM,YELLOWISH GRAY GRADING DOWNWARD INTO P ALE YELLOWISH ZONE 88-142 CM,LIGHT OLIVE GRAY CLAY B EARING ZONE 142-150 CM", SOFT, 00000000
28,266,,1,4,0.0,150.0,0.00,4.50,6.00,, DIATOM OOZE," 5Y8/4-GRAYISH YELLOW,-LIGHT OLIVE BR OWN,-PALE GREENISH YELLOW"," SLIGHTLY MOTTLED,MOTTLES STREAKED OUT PARALLEL TO LINER EDGE"," SLIGHT DEFORM ATION 0-110 CM,INTENSE DEFORMATION 110-150 CM",,,," GRAY ISH YELLOW WITH LIGHT OLIVE BROWN MOTTLING,2% CLAY A ND PALE GREENISH YELLOW 144-150 CM"," SOUPY TO SOFT 0 -144 CM,STIFF 144-150 CM", 00000000
28,266,,1,CC,0.0,0.0,0.00,6.10,6.10,, MICARB BEARING DIATOM OOZE, 5Y8/4-GRAYISH YELLOW,,,,,, TRACE FRIABLE CLAY,, 00000000
28,266,,2,1,111.0,150.0,25.00,26.11,26.50,, CLAY-RICH DIATOM OOZE," 10Y4/2-GRAYISH OLIVE,-WHIT E,-YELLOWISH GRAY"," MODERATELY MOTTLED YELLOWISH GRA Y,FINE WHITE GRANULES", INTENSE DEFORMATION,,,,, SOFT, 00000000
28,266,,2,2,0.0,150.0,25.00,26.50,28.00,, DIATOM OOZE," N8-VERY LIGHT GRAY,N7-LIGHT GRAY,-PI NKISH GRAY,5Y4/1-OLIVE GRAY", MODERATELY MOTTLED VER Y LIGHT GRAY TO WHITE WITH THREAD-LIKE APPEARENCE OF DIATOM COTTON, SLIGHT DEFORMATION,,,,, SOFT, 00000000
28,266,,2,3,0.0,70.0,25.00,28.00,28.70,, COCCOLITH AND RAD-BEARING MICARB-RICH DIATOM OOZE," 10Y4/2-GRAYISH OLIVE,N8-VERY LIGHT GRAY", VERY SLI GHT MOTTLING, SLIGHT DEFORMATION,,,, GRAYISH OLIVE GR ADING DOWN TO VERY LIGHT GRAY, SOFT, 00000000
28,266,,2,3,70.0,145.0,25.00,28.70,29.45,, MICARB BEARING DIATOM OOZE," 10Y4/2-GRAYISH OLIVE, -YELLOWISH GRAY", DARK INTERVALS DISTINGUISHING LOWE R CARBONATE CONTENT, SLIGHT DEFORMATION,,,, GRAYISH O LIVE GRADING DOWN INTO YELLOWISH GRAY, SOFT, 00000000
28,266,,2,CC,0.0,0.0,25.00,29.60,29.60,, DIATOM OOZE, 5Y7/2-YELLOWISH GRAY,,,,,, RUST FRAGMENT S, SOUPY, 00000000
