Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary geometry+definition [read only],Bottom contact or boundary attitude,Layer or bedding thickness,Lithology lithification,Lithology max. grain size class,Lithology max. grain size rank [read only],Grading,Sorting,Upper boundary ave. grain size class,Lowerr boundary ave. grain size class,General interval comment,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Primary trace fossils,Secondary trace fossils,Minor trace fossils,Lithological asseccories,Diagenetic structure,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,Clasts (>2 mm) 2ND ORDER,DOMINANT clast roundness,Clast comments,Matrix comments,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
362-U1480F-78X-1-A,77.5,99,611.575,611.79,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,moderate,clay,silt,"mottled dark gray clay. 1-2 cm, normally-graded, cross-laminated silty beds throughout the core. Locally moderately plant debris.",planar lamination,slight,3,Planolites,Nereites,,,,plant fragment,,,,,,,,,,362,U1480,F,78,X,1,A,,,,642
362-U1480F-78X-1-A,99,103,611.79,611.83,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10Y (dark greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,alternating clay to fine sand beds; often parallel and cross laminated are evident.,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,78,X,1,A,,,,643
362-U1480F-78X-1-A,103,111,611.83,611.91,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,moderate,clay,silt,"mottled dark gray clay. 1-2 cm, normally-graded, cross-laminated silty beds throughout the core. Locally moderately plant debris.",planar lamination,slight,3,Planolites,Nereites,,,,plant fragment,,,,,,,,,,362,U1480,F,78,X,1,A,,,,644
362-U1480F-78X-2-A,0,26,612.1,612.36,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,thin bed,partially lithified,silt,2,normal grading,well,clay,silt,"mottled dark gray clay. 1-2 cm, normally-graded, cross-laminated silty beds throughout the core.",lenticular bedded,absent,1,,,,,,,,,,,,,,,,362,U1480,F,78,X,2,A,,,,645
362-U1480F-78X-2-A,40,50,612.5,612.6,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,medium sand,slight,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,78,X,2,A,,,,646
362-U1480F-78X-CC-A,0,38.5,612.6,612.985,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,"heavily bioturbated mottled dark greenish gray clay. 1-2 cm, normally-graded, cross-laminated silty beds throughout the core. some micro faults cut the beds.",planar lamination,heavy,4,Phycosiphon,Nereites,,,,,,,,,,,,,,362,U1480,F,78,X,CC,A,,,,647
362-U1480F-79X-1-A,0,11,620.5,620.61,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 5/10GY (greenish gray),planar,sharp,planar sharp,horizontal,medium bed,unlithified,silt,2,non-graded,moderate,,,Bed distubed by drilliing,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,79,X,1,A,,,,648
362-U1480F-79X-1-A,11,130.5,620.61,621.805,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,"heavily bioturbated mottled dark gray clay. 1-2 cm, normally-graded, parallel and cross laminated silty beds throughout the core.",planar lamination,heavy,4,Phycosiphon,Planolites,Nereites,,,,,,,,,,,,,362,U1480,F,79,X,1,A,,,,649
362-U1480F-79X-2-A,0,96.5,622,622.965,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,"heavily bioturbated mottled dark gray clay. 1-2 cm, normally-graded, parallel and cross laminated silty beds throughout the core.",planar lamination,heavy,4,Phycosiphon,Planolites,Nereites,,,,,,,,,,,,,362,U1480,F,79,X,2,A,,,,650
362-U1480F-79X-CC-A,0,20,623.18,623.38,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,"moderately bioturbated mottled dark gray clay. 1-2 cm, normally-graded, parallel and cross laminated silty beds throughout the core.",planar lamination,moderate,4,Phycosiphon,,,,,,,,,,,,,,,362,U1480,F,79,X,CC,A,,,,651
362-U1480F-79X-CC-A,20,35,623.38,623.53,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 5/N (gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed,unlithified,fine sand,4,normal grading,moderate,clay,fine sand,"silty sand. 1-2 cm, normally-graded, parallel and cross laminated silty beds throughout the core.",cross-lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,79,X,CC,A,,,,652
362-U1480F-80X,0,3,630.2,630.23,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material due to coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,80,X,,,,,,653
362-U1480F-80X-CC-A,3,52,630.23,630.72,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 3/n (very dark gray),irregular,sharp,irregular sharp,inclined,thin bed,partially lithified,silt,2,non-graded,moderate,,,"Planar to cross laminated, very thin silt beds at 29, 48 cm. Cemented very thin silt bed at 13-14 cm. Sand injection, mm-wide, cm-long at 33-40 cm.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,80,X,CC,A,,,,654
362-U1480F-80X-CC-A,52,57,630.72,630.77,IIB,,fine sand,,fine sand,fine sand,fine sand,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,,partially lithified,fine sand,4,non-graded,well,,,This sand bed is likely the source of the sand pipes at 33-40 cm and 50 cm,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,80,X,CC,A,,,,655
362-U1480F-80X-CC-A,57,64,630.77,630.84,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 3/n (very dark gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,non-graded,moderate,,,"Planar to cross laminated, very thin silt beds at 59 cm.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,80,X,CC,A,,,,656
362-U1480F-80X-CC-A,64,69,630.84,630.89,IIB,,fine sand,,fine sand,fine sand,fine sand,,gley 1 4/n (dark gray),planar,sharp,planar sharp,horizontal,thick lamina,partially lithified,fine sand,4,non-graded,moderate,,,Several silt lamina intercalated within the sand,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,80,X,CC,A,,,,657
362-U1480F-80X-CC-A,69,75,630.89,630.95,IIB,,silt,,silt,silt,silt,,gley 1 3/n (very dark gray),,,,,thin lamina,partially lithified,silt,2,non-graded,moderate,,,,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,80,X,CC,A,,,,658
362-U1480F-81X-CC-A,0,6,639.9,639.96,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,mixed up material from coring disturbance,,,,,,,,,,,,,,,,,,,362,U1480,F,81,X,CC,A,,,,659
362-U1480F-81X-CC-A,6,34,639.96,640.24,IIB,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,gley 1 4/n (dark gray),,,,,thick lamina,partially lithified,fine sand,4,non-graded,moderate,,,alternating fine sand and silt lamina. The 6-13 cm interval may be homogenized fine sand due to coring disturbance.,planar lamination,absent,1,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,81,X,CC,A,,,,660
362-U1480F-82X-1-A,0,6,649.7,649.76,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material from coring disturbance.,,,,,,,,,,,,,,,,,,,362,U1480,F,82,X,1,A,,,,661
362-U1480F-82X-1-A,6,17,649.76,649.87,IIB,,fine sand,,fine sand,fine sand,fine sand,,gley 1 4/n (dark gray),,,,,medium bed,partially lithified,fine sand,4,non-graded,moderate,,,Possible homogenized sand due to coring,structureless,absent,1,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,82,X,1,A,,,,662
362-U1480F-82X-1-A,17,56,649.87,650.26,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,very thin bed,partially lithified,fine sand,4,non-graded,moderate,,,"Alternation of very thin beds of fine sand with rare plant fragments and silt. The sands are planar to cross laminated. Calcaraceous ooze rounded clast (0.5 wide, 1.5 cm long) in a sand bed at 36 cm. Angular clay clasts ( 2 mm wide, 5 mm long) in sand beds at 51 and 54 cm.",planar lamination,absent,1,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,82,X,1,A,,,,663
362-U1480F-82X-CC-A,0,48,650.28,650.76,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,gley 1 4/n (dark gray),,,,,very thin bed,partially lithified,fine sand,4,non-graded,moderate,,,"Alternation of very thin beds of fine sand with rare plant fragments and silt. The sands are planar to cross laminated. Calcaraceous ooze rounded clast (0.5 wide, 1.5 cm long) in a sand bed at 36 cm. Angular clay clasts ( 2 mm wide, 5 mm long) in sand beds at 51 and 54 cm.",planar lamination,absent,1,,,,,,plant fragment,R,,,,,,,,,362,U1480,F,82,X,CC,A,,,,664
362-U1480F-83X-CC-A,0,10,659.4,659.5,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material from coring,,,,,,,,,,,,,,,,,,,362,U1480,F,83,X,CC,A,,,,665
362-U1480F-83X-CC-A,10,20,659.5,659.6,IIB,,fine sand,,fine sand,fine sand,fine sand,,gley 1 3/10y (very dark greenish gray),,,,,thick lamina,partially lithified,fine sand,4,non-graded,moderate,,,,planar lamination,absent,1,,,,,,plant fragment,Tr,,,,,,,,,362,U1480,F,83,X,CC,A,,,,666
362-U1480F-84X-CC-A,0,4,669.1,669.14,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material from coring,,,,,,,,,,,,,,,,,,,362,U1480,F,84,X,CC,A,,,,667
362-U1480F-84X-CC-A,4,8,669.14,669.18,IIB,,fine sand,,fine sand,fine sand,fine sand,,gley 1 3/10y (very dark greenish gray),,,,,thick lamina,partially lithified,fine sand,4,non-graded,moderate,,,,planar lamination,absent,1,,,,,,plant fragment,Tr,,,,,,,,,362,U1480,F,84,X,CC,A,,,,668
362-U1480F-85X-CC-A,0,17,678.8,678.97,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material from coring,,,,,,,,,,,,,,,,,,,362,U1480,F,85,X,CC,A,,,,669
362-U1480F-86X-CC-A,0,10,688.6,688.7,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material from coring,,,,,,,,,,,,,,,,,,,362,U1480,F,86,X,CC,A,,,,670
362-U1480F-86X-CC-A,10,23,688.7,688.83,IIB,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/10Y (very dark greenish gray),,,,,thin lamina,partially lithified,fine sand,4,non-graded,moderate,,,,planar lamination,absent,1,,,,,,plant fragment,Tr,,,,,,,,,362,U1480,F,86,X,CC,A,,,,671
362-U1480F-88X-CC-A,0,6,708,708.06,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,Mixed up material from coring,,,,,,,,,,,,,,,,,,,362,U1480,F,88,X,CC,A,,,,672
362-U1480F-88X-CC-A,6,16,708.06,708.16,IIB,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/10Y (very dark greenish gray),,,,,,unlithified,fine sand,4,non-graded,moderate,,,,structureless,absent,1,,,,,,plant fragment,Tr,,,,,,,,,362,U1480,F,88,X,CC,A,,,,673
362-U1480F-88X-CC-A,16,27,708.16,708.27,IIB,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 3/10Y (very dark greenish gray),,,,,thin lamina,partially lithified,fine sand,4,non-graded,moderate,,,,planar lamination,absent,1,,,,,,plant fragment,Tr,,,,,,,,,362,U1480,F,88,X,CC,A,,,,674
362-U1480F-89X-CC-A,0,1,717.8,717.81,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 5/10Y (greenish gray),planar,sharp,planar sharp,sub-horizontal,very thin bed,unlithified,silt,2,non-graded,moderate,,,fall in from top,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,89,X,CC,A,,,,675
362-U1480F-89X-CC-A,1,23,717.81,718.03,IIB,,very fine sand,,very fine sand,very fine sand,very fine sand,,GLEY 1 4/10Y (dark greenish gray),planar,gradational,planar gradational,horizontal,medium bed,unlithified,medium sand,5,non-graded,poor,,,,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,89,X,CC,A,,,,676
362-U1480F-89X-CC-A,23,27.5,718.03,718.075,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,medium sand,5,normal grading,moderate,silt,fine sand,"very thin normally-graded, cross and parallel laminated silty beds.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,89,X,CC,A,,,,677
362-U1480F-89X-CC-A,27.5,35,718.075,718.15,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 4/N (dark gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,moderate,clay,silt,"very thin normally-graded, cross and parallel laminated silty beds.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,89,X,CC,A,,,,678
362-U1480F-90X-CC-A,0,15,727.5,727.65,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,GLEY 1 4/N (dark gray),irregular,gradational,irregular gradational,sub-horizontal,thick bed,unlithified,medium sand,5,non-graded,poor,,,Mixed up material of mm-cm size of angular mud fragments in the silty sand matrix from coring.,structureless,absent,1,,,,,,,,mudstone,,angular,,,,,,362,U1480,F,90,X,CC,A,,,,679
362-U1480F-90X-CC-A,15,40,727.65,727.9,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10Y (dark greenish gray),curviplanar,sharp,curviplanar sharp,horizontal,very thin bed,unlithified,medium sand,5,normal grading,moderate,silt,fine sand,"very thin normally-graded, cross and parallel laminated silty beds.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,90,X,CC,A,,,,680
362-U1480F-90X-CC-A,40,42.5,727.9,727.925,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,fine sand,4,normal grading,moderate,clay,silt,"very thin normally-graded, cross and parallel laminated silty beds.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,90,X,CC,A,,,,681
362-U1480F-91X-1-A,0,10.5,737.2,737.305,IIB,,clay,,clay,clay,clay,,GLEY 1 6/10GY (greenish gray),irregular,sharp,irregular sharp,horizontal,medium bed,unlithified,silt,2,non-graded,moderate,,,Mixed up material of mm-cm size of angular-sub rounded mud fragments in the silty clay matrix from coring.,structureless,absent,1,,,,,,,,mudstone,,angular,,,,,,362,U1480,F,91,X,1,A,,,,682
362-U1480F-91X-1-A,10.5,17,737.305,737.37,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 3/5GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,silt,2,non-graded,moderate,,,,structureless,heavy,4,Phycosiphon,Planolites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,683
362-U1480F-91X-1-A,17,18,737.37,737.38,IIB,,clay,,clay,clay,clay,,GLEY 1 4/10GY (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,clay,1,non-graded,well,,,unlithified very thin clay layer possibly mixed up material from coring.,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,684
362-U1480F-91X-1-A,18,34.5,737.38,737.545,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 3/5GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,silt,2,non-graded,moderate,,,,structureless,heavy,4,Phycosiphon,Planolites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,685
362-U1480F-91X-1-A,34.5,37.5,737.545,737.575,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/5GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,silt,2,normal grading,well,clay,silt,"very thin normally-graded, parallel laminated silty beds.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,686
362-U1480F-91X-1-A,37.5,39.5,737.575,737.595,IIB,,clay,,clay,clay,clay,,GLEY 1 3/N (very dark gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,clay,1,non-graded,well,,,clay with biogenic material,structureless,absent,1,,,,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,687
362-U1480F-91X-1-A,39.5,72,737.595,737.92,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 3/5GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,silt,2,non-graded,moderate,,,,structureless,heavy,4,Phycosiphon,Planolites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,688
362-U1480F-91X-1-A,72,76.5,737.92,737.965,IIB,,alternating sand/mud layers,,alternating sand/mud layers,alternating sand/mud layers,alternating sand/mud layers,,GLEY 1 4/10Y (dark greenish gray),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,very fine sand,3,normal grading,moderate,clay,very fine sand,"very thin normally-graded, cross and parallel laminated silty sand beds.",planar lamination,moderate,4,Phycosiphon,,,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,689
362-U1480F-91X-1-A,76.5,82.5,737.965,738.025,IIB,,silty clay,,silty clay,silty clay,silty clay,,GLEY 1 3/5GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,silt,2,non-graded,moderate,,,,structureless,heavy,4,Phycosiphon,Planolites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,690
362-U1480F-91X-1-A,82.5,98,738.025,738.18,IIB,,clay,with carbonate allochems,clay,clay with carbonate allochems,clay with carbonate allochems,,5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,clay,1,non-graded,well,,,,structureless,moderate,4,Phycosiphon,,,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,691
362-U1480F-91X-1-A,98,100,738.18,738.2,IIB,,alternating silt and clay layers,with carbonate allochems,alternating silt and clay layers,alternating silt and clay layers with carbonate allochems,alternating silt and clay layers with carbonate allochems,,5Y 4/1 (dark gray),wavy,sharp,wavy sharp,horizontal,very thin bed,partially lithified,fine sand,4,normal grading,well,,,"very thin normally-graded, cross and parallel laminated silty sand beds.",planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,91,X,1,A,,,,692
362-U1480F-91X-CC-A,0,8,738.2,738.28,IIB,,clay,with carbonate allochems,clay,clay with carbonate allochems,clay with carbonate allochems,,5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,clay,1,non-graded,well,,,,structureless,moderate,4,Phycosiphon,Nereites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,CC,A,,,,693
362-U1480F-91X-CC-A,8,8.5,738.28,738.285,IIB,,clay,,clay,clay,clay,,5Y 3/1 (very dark gray),irregular,sharp,irregular sharp,horizontal,very thin bed,partially lithified,silt,2,non-graded,well,,,pyrite nodule,lenticular bedded,absent,1,,,,,pyrite framboid,,,,,,,,,,,362,U1480,F,91,X,CC,A,,,,694
362-U1480F-91X-CC-A,8.5,19.5,738.285,738.395,IIB,,clay,with carbonate allochems,clay,clay with carbonate allochems,clay with carbonate allochems,,5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,clay,1,non-graded,well,,,,structureless,moderate,4,Phycosiphon,Nereites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,CC,A,,,,695
362-U1480F-91X-CC-A,19.5,20,738.395,738.4,IIB,,fine sand,,fine sand,fine sand,fine sand,,GLEY 1 2.5/N (black),planar,sharp,planar sharp,horizontal,thin lamina,partially lithified,fine sand,4,non-graded,well,,,,structureless,slight,3,Thalassinoides,,,,,,,,,,,,,,,362,U1480,F,91,X,CC,A,,,,696
362-U1480F-91X-CC-A,20,24.5,738.4,738.445,IIB,,clay,with carbonate allochems,clay,clay with carbonate allochems,clay with carbonate allochems,,5Y 2.5/1 (black),planar,sharp,planar sharp,horizontal,thick bed,partially lithified,clay,1,non-graded,well,,,,structureless,moderate,4,Phycosiphon,Nereites,Thalassinoides,,,,,,,,,,,,,362,U1480,F,91,X,CC,A,,,,697
362-U1480F-91X-CC-A,24.5,39.5,738.445,738.595,IIB,,alternating sand/mud layers,with carbonate allochems,alternating sand/mud layers,alternating sand/mud layers with carbonate allochems,alternating sand/mud layers with carbonate allochems,,GLEY 1 4/N (dark gray),planar,sharp,planar sharp,horizontal,very thin bed,unlithified,fine sand,4,normal grading,poor,clay,fine sand,"very thin normally-graded, cross and parallel laminated silty sand beds.",cross-lamination,absent,1,,,,,,plant fragment,C,,,,,,,,,362,U1480,F,91,X,CC,A,,,,698
362-U1480F-92X-1-A,0,36,746.9,747.26,IIB,,fine sand,with silt,fine sand,fine sand with silt,fine sand with silt,,gley 1 2.5/10y (greenish black),planar,sharp,planar sharp,horizontal,very thin bed,partially lithified,fine sand,4,non-graded,moderate,,,presence of cross laminated fine sand at 32-36 cm.,planar lamination,absent,1,,,,,,,,,,,,,,,,362,U1480,F,92,X,1,A,,,,699
362-U1480F-92X-1-A,36,150,747.26,748.4,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),,,,,very thin bed,partially lithified,silt,2,non-graded,well,,,"cross-laminated very thin silt beds at 42, 58, 79, 108.5, 118 cm with planar sharp horizontal basal boundaries.",planar lamination,slight,3,Planolites,Nereites,Zoophycos,,,,,,,,,,,,,362,U1480,F,92,X,1,A,,,,700
362-U1480F-92X-2-A,0,130,748.4,749.7,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),,,,,very thin bed,partially lithified,silt,2,non-graded,well,,,"cross-laminated very thin silt beds at 12, 24, 27, 40.5, 48, 53, 75, 79, 87, 100.5, 126 cm with planar sharp horizontal basal boundaries.",planar lamination,slight,3,Nereites,Zoophycos,Planolites,,,,,,,,,,,,,362,U1480,F,92,X,2,A,,,,701
362-U1480F-92X-3-A,0,127,749.9,751.17,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),,,,,very thin bed,partially lithified,silt,2,non-graded,well,,,"cross-laminated very thin silt beds at 4, 25, 31, 37, 55, 60, 66, 72, 77, 85, 102 cm with planar sharp horizontal basal boundaries.",planar lamination,slight,3,Nereites,Planolites,Zoophycos,,,,,,,,,,,,,362,U1480,F,92,X,3,A,,,,702
362-U1480F-92X-CC-A,0,46,751.37,751.83,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 4/n (dark gray),,,,,very thin bed,partially lithified,silt,2,non-graded,well,,,cross-laminated very thin silt beds at 46 cm with planar sharp horizontal basal boundaries.,planar lamination,slight,3,Nereites,Planolites,Zoophycos,,,,,,,,,,,,,362,U1480,F,92,X,CC,A,,,,703
362-U1480F-93X-1-A,0,6,756.7,756.76,IIB,,sand-silt-clay,,sand-silt-clay,sand-silt-clay,sand-silt-clay,,,,,,,,,,,,,,,mixed up material with drilling mud,,,,,,,,,,,,,,,,,,,362,U1480,F,93,X,1,A,,,,704
362-U1480F-93X-1-A,6,16.5,756.76,756.865,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/10GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,non-graded,well,,,"Normally graded silt to clay beds. As a whole, the unit is planar laminated, but individual silt beds are cross laminated. Silt bed at 14 cm. Other silt are lamina.",planar lamination,slight,3,Nereites,,,,,foraminifer,Tr,,,,,,,,,362,U1480,F,93,X,1,A,,,,705
362-U1480F-93X-1-A,16.5,38,756.865,757.08,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,gley 1 3/n (very dark gray),irregular,gradational,irregular gradational,horizontal,thin bed,partially lithified,silt,2,non-graded,well,,,"Normally graded silt to clay beds. As a whole, the unit is planar laminated. Silt are lamina.",planar lamination,slight,3,Nereites,,,,,,,,,,,,,,,362,U1480,F,93,X,1,A,,,,706
362-U1480F-93X-1-A,38,71,757.08,757.41,IIB,,alternating silt and clay layers,,alternating silt and clay layers,alternating silt and clay layers,alternating silt and clay layers,,GLEY 1 3/10GY (very dark greenish gray),planar,sharp,planar sharp,horizontal,thin bed,partially lithified,silt,2,non-graded,well,,,"Normally graded silt to clay beds. As a whole, the unit is planar laminated, but individual silt beds are cross laminated. Silt bed at 48 cm. Other silt are lamina.",planar lamination,slight,3,Nereites,,,,,foraminifer,Tr,,,,,,,,,362,U1480,F,93,X,1,A,,,,707
