Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File data,row_index
339-U1386B-1H-3-A,339,U1386,B,1,1-3,H,3,A,86,150,3.86,4.5,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,10
339-U1386B-1H-4-A,339,U1386,B,1,1-4,H,4,A,0,150,4.5,6,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,11
339-U1386B-1H-5-A,339,U1386,B,1,1-5,H,5,A,0,105,6,7.05,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,12
339-U1386B-1H-CC-A,339,U1386,B,1,1-CC,H,CC,A,0,27,7.05,7.32,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,contact not recovered,,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,13
339-U1386B-2H-1-A,339,U1386,B,2,2-1,H,1,A,0,16,7.3,7.46,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,absent_339 ,1,rare ,,,100,100,,14
339-U1386B-2H-1-A,339,U1386,B,2,2-1,H,1,A,16,150,7.46,8.8,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,15
339-U1386B-2H-2-A,339,U1386,B,2,2-2,H,2,A,0,120,8.8,10,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,16
339-U1386B-2H-2-A,339,U1386,B,2,2-2,H,2,A,120,143,10,10.23,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,17
339-U1386B-2H-2-A,339,U1386,B,2,2-2,H,2,A,143,150,10.23,10.3,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,18
339-U1386B-2H-3-A,339,U1386,B,2,2-3,H,3,A,0,95,10.3,11.25,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,common ,,Shell fragments common,100,100,,19
339-U1386B-2H-3-A,339,U1386,B,2,2-3,H,3,A,95,132,11.25,11.62,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,20
339-U1386B-2H-3-A,339,U1386,B,2,2-3,H,3,A,132,150,11.62,11.8,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,21
339-U1386B-2H-4-A,339,U1386,B,2,2-4,H,4,A,0,15,11.8,11.95,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,22
339-U1386B-2H-4-A,339,U1386,B,2,2-4,H,4,A,15,49,11.95,12.29,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,common ,,Shell fragments common,100,100,,23
339-U1386B-2H-4-A,339,U1386,B,2,2-4,H,4,A,49,72,12.29,12.52,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,24
339-U1386B-2H-4-A,339,U1386,B,2,2-4,H,4,A,72,111,12.52,12.91,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,coarsening upward trend,,,,,sparse_339 ,2,common ,,Shell fragments common,100,100,,25
339-U1386B-2H-4-A,339,U1386,B,2,2-4,H,4,A,111,150,12.91,13.3,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,26
339-U1386B-2H-5-A,339,U1386,B,2,2-5,H,5,A,0,34,13.3,13.64,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,27
339-U1386B-2H-5-A,339,U1386,B,2,2-5,H,5,A,34,61,13.64,13.91,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,28
339-U1386B-2H-5-A,339,U1386,B,2,2-5,H,5,A,61,151,13.91,14.81,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,29
339-U1386B-2H-6-A,339,U1386,B,2,2-6,H,6,A,0,131,14.81,16.12,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,30
339-U1386B-2H-7-A,339,U1386,B,2,2-7,H,7,A,0,68,16.12,16.8,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,31
339-U1386B-2H-CC-A,339,U1386,B,2,2-CC,H,CC,A,0,48,16.8,17.28,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,contact not recovered,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,32
339-U1386B-3H-1-A,339,U1386,B,3,3-1,H,1,A,0,27,16.8,17.07,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,rare ,,Shell fragments,100,100,,33
339-U1386B-3H-1-A,339,U1386,B,3,3-1,H,1,A,27,40,17.07,17.2,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,common ,,Shell fragments common,100,100,,34
339-U1386B-3H-1-A,339,U1386,B,3,3-1,H,1,A,40,150,17.2,18.3,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,35
339-U1386B-3H-2-A,339,U1386,B,3,3-2,H,2,A,0,150,18.3,19.8,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,36
339-U1386B-3H-3-A,339,U1386,B,3,3-3,H,3,A,0,150,19.8,21.3,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,37
339-U1386B-3H-4-A,339,U1386,B,3,3-4,H,4,A,0,31,21.3,21.61,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,38
339-U1386B-3H-4-A,339,U1386,B,3,3-4,H,4,A,31,116,21.61,22.46,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,39
339-U1386B-3H-4-A,339,U1386,B,3,3-4,H,4,A,116,151,22.46,22.81,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,40
339-U1386B-3H-5-A,339,U1386,B,3,3-5,H,5,A,0,151,22.81,24.32,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,41
339-U1386B-3H-5-A,339,U1386,B,3,3-5,H,5,A,0,151,22.81,24.32,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,42
339-U1386B-3H-6-A,339,U1386,B,3,3-6,H,6,A,0,152,24.32,25.84,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,43
339-U1386B-3H-7-A,339,U1386,B,3,3-7,H,7,A,0,66,25.84,26.5,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,44
339-U1386B-3H-7-A,339,U1386,B,3,3-7,H,7,A,0,66,25.84,26.5,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,45
339-U1386B-3H-CC-A,339,U1386,B,3,3-CC,H,CC,A,0,28,26.5,26.78,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,46
339-U1386B-4H-1-A,339,U1386,B,4,4-1,H,1,A,0,24,26.3,26.54,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,gradational contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,47
339-U1386B-4H-1-A,339,U1386,B,4,4-1,H,1,A,24,67,26.54,26.97,nannofossil ,mud ,,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,48
339-U1386B-4H-1-A,339,U1386,B,4,4-1,H,1,A,67,113,26.97,27.43,calcareous ,silty mud ,,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay ,1,medium sand ,5,,,,,,,,,,,,,100,irregular contact,massive ,,,,,sparse_339 ,2,few ,,Shell fragments,100,100,,49
339-U1386B-4H-1-A,339,U1386,B,4,4-1,H,1,A,113,151,27.43,27.81,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,50
339-U1386B-4H-2-A,339,U1386,B,4,4-2,H,2,A,0,10,27.81,27.91,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,51
339-U1386B-4H-2-A,339,U1386,B,4,4-2,H,2,A,10,24,27.91,28.05,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,52
339-U1386B-4H-2-A,339,U1386,B,4,4-2,H,2,A,24,152,28.05,29.33,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,53
339-U1386B-4H-3-A,339,U1386,B,4,4-3,H,3,A,0,153,29.33,30.86,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,54
339-U1386B-4H-4-A,339,U1386,B,4,4-4,H,4,A,0,31,30.86,31.17,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,55
339-U1386B-4H-4-A,339,U1386,B,4,4-4,H,4,A,31,101,31.17,31.87,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,56
339-U1386B-4H-4-A,339,U1386,B,4,4-4,H,4,A,101,152,31.87,32.38,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,common [A48],,Shell fragments common,100,100,,57
339-U1386B-4H-5-A,339,U1386,B,4,4-5,H,5,A,0,10,32.38,32.48,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 4/1 (dark greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,common [A48],,Shell fragments common,100,100,,58
339-U1386B-4H-5-A,339,U1386,B,4,4-5,H,5,A,10,50,32.48,32.88,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,59
339-U1386B-4H-5-A,339,U1386,B,4,4-5,H,5,A,50,153,32.88,33.91,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,60
339-U1386B-4H-6-A,339,U1386,B,4,4-6,H,6,A,0,51,33.91,34.42,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,5Y 4/1 (dark gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,irregular contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,61
339-U1386B-4H-6-A,339,U1386,B,4,4-6,H,6,A,51,77,34.42,34.68,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,62
339-U1386B-4H-6-A,339,U1386,B,4,4-6,H,6,A,77,104,34.68,34.95,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,63
339-U1386B-4H-7-A,339,U1386,B,4,4-7,H,7,A,0,57,34.95,35.52,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,64
339-U1386B-4H-CC-A,339,U1386,B,4,4-CC,H,CC,A,0,55,35.52,36.07,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,contact not recovered,massive [BJ84],,,,,sparse_339 [DB91],2,few [A48],,Shell fragments,100,100,,65
339-U1386B-5H-1-A,339,U1386,B,5,5-1,H,1,A,0,150,35.8,37.3,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,66
339-U1386B-5H-1-A,339,U1386,B,5,5-1,H,1,A,0,150,35.8,37.3,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,massive [BJ84],,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,67
339-U1386B-5H-1-A,339,U1386,B,5,5-1,H,1,A,0,150,35.8,37.3,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 5/1 (greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,68
339-U1386B-5H-2-A,339,U1386,B,5,5-2,H,2,A,0,150,37.3,38.8,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,bioturbated boundary or contact,,,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,69
339-U1386B-5H-2-A,339,U1386,B,5,5-2,H,2,A,0,150,37.3,38.8,nannofossil [Leg339],mud [Leg339],,nannofossil   mud ,nannofossil  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,medium sand [W22_2],5,,,,,,,,,,,,,100,,massive [BJ84],,,,,slight_339 [DB91],3,few [A48],,Shell fragments,100,100,,70
339-U1386B-5H-2-A,339,U1386,B,5,5-2,H,2,A,0,150,37.3,38.8,,silty sand [Leg339],with biogenic carbonate [Leg339],silty sand ,silty sand  with biogenic carbonate ,silty sand   with biogenic carbonate ,100,10Y 5/1 (greenish gray),fine sand [W22_2],4,medium sand [W22_2],5,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,common [A48],,Shell fragments (gastropods & bivalves) common. Concentrated in 15-20 cm.,100,100,,71
