Sample,Exp,Site,Hole,Core,Type,Core-Sect,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix + name,MAJ Lith. prefix+name+suffix,MAJ Lith. name+suffix,MAJ Lith. abundance [%],MAJ Lith. color,MAJ Lith. ave. grain size ,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. abundance [%],MIN Lith. color,MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,"Layer, boundary, lamination, grading",Layer or bedding thickness,Clasts abundance,Diagenetic constituent,Diagenetic structure,Bioturbation intensity,Bioturbation intensity rank,Macrofossil abundance name,Deformational structures,General interval comment,MAJ Lith. Prefix abundance Plot [%],MAJ Lith. Principal name abundance Plot [%],File Data,row_index
339-U1391C-18R-2-A,339,U1391,C,18,R,18-2,2,A,140,150,491.9,492,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,,100,100,,144
339-U1391C-18R-3-A,339,U1391,C,18,R,18-3,3,A,0,75,492,492.75,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,145
339-U1391C-18R-3-A,339,U1391,C,18,R,18-3,3,A,75,150,492.75,493.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,146
339-U1391C-18R-4-A,339,U1391,C,18,R,18-4,4,A,0,150,493.5,495,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,147
339-U1391C-18R-5-A,339,U1391,C,18,R,18-5,5,A,0,6,495,495.06,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,148
339-U1391C-18R-5-A,339,U1391,C,18,R,18-5,5,A,6,78,495.06,495.78,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,149
339-U1391C-18R-5-A,339,U1391,C,18,R,18-5,5,A,78,150,495.78,496.5,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,150
339-U1391C-18R-6-A,339,U1391,C,18,R,18-6,6,A,0,30,496.5,496.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,151
339-U1391C-18R-6-A,339,U1391,C,18,R,18-6,6,A,30,68,496.8,497.18,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,,,,100,100,,152
339-U1391C-18R-6-A,339,U1391,C,18,R,18-6,6,A,68,151,497.18,498.01,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,153
339-U1391C-18R-7-A,339,U1391,C,18,R,18-7,7,A,0,65,498.01,498.66,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,154
339-U1391C-18R-CC-A,339,U1391,C,18,R,18-CC,CC,A,0,9,498.66,498.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,rare [A48],,"Rare small shell fragments, forams and pyrite burrows present.",100,100,,155
339-U1391C-19R-1-A,339,U1391,C,19,R,19-1,1,A,0,150,498.6,500.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,few [A48],,"Shell fragments, forams and pyrite burrows present. Faint laminations between 40 and 42 cm.",100,100,,156
339-U1391C-19R-2-A,339,U1391,C,19,R,19-2,2,A,0,150,500.1,501.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,157
339-U1391C-19R-3-A,339,U1391,C,19,R,19-3,3,A,0,135,501.6,502.95,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,158
339-U1391C-19R-3-A,339,U1391,C,19,R,19-3,3,A,135,150,502.95,503.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,159
339-U1391C-19R-4-A,339,U1391,C,19,R,19-4,4,A,0,150,503.1,504.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,160
339-U1391C-19R-5-A,339,U1391,C,19,R,19-5,5,A,0,42,504.6,505.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,161
339-U1391C-19R-5-A,339,U1391,C,19,R,19-5,5,A,42,47,505.02,505.07,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,162
339-U1391C-19R-5-A,339,U1391,C,19,R,19-5,5,A,47,150,505.07,506.1,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,163
339-U1391C-19R-6-A,339,U1391,C,19,R,19-6,6,A,0,111,506.1,507.21,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,164
339-U1391C-19R-7-A,339,U1391,C,19,R,19-7,7,A,0,74,507.21,507.95,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,present [A48],,"Shell fragments, forams and pyrite burrows present.",100,100,,165
339-U1391C-20R-1-A,339,U1391,C,20,R,20-1,1,A,0,150,508.1,509.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,moderate_339 [DB91],4,,,Forams and pyrite filled burrows present. ,100,100,,166
339-U1391C-20R-2-A,339,U1391,C,20,R,20-2,2,A,0,31,509.6,509.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,gradational contact,,,,,,moderate_339 [DB91],4,,,Forams and pyrite filled burrows present. ,100,100,,167
339-U1391C-20R-2-A,339,U1391,C,20,R,20-2,2,A,31,122,509.91,510.82,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present. ,100,100,,168
339-U1391C-20R-3-A,339,U1391,C,20,R,20-3,3,A,0,53,510.82,511.35,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present. ,100,100,,169
339-U1391C-20R-CC-A,339,U1391,C,20,R,20-CC,CC,A,0,17,511.35,511.52,calcareous [Leg339],silty mud [Leg339],,calcareous   silty mud ,calcareous  silty mud ,silty mud ,100,10Y 4/1 (dark greenish gray),silt [W22_1],2,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present. ,100,100,,170
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,0,15,517.7,517.85,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,171
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,15,34,517.85,518.04,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10GY 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,172
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,34,65,518.04,518.35,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,173
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,65,79,518.35,518.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10GY 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,174
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,79,92,518.49,518.62,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,175
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,92,106,518.62,518.76,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10GY 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,176
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,106,121,518.76,518.91,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,177
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,121,131,518.91,519.01,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10GY 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,178
339-U1391C-21R-1-A,339,U1391,C,21,R,21-1,1,A,131,150,519.01,519.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,179
339-U1391C-21R-2-A,339,U1391,C,21,R,21-2,2,A,0,29,519.2,519.49,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,180
339-U1391C-21R-2-A,339,U1391,C,21,R,21-2,2,A,29,49,519.49,519.69,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10GY 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,181
339-U1391C-21R-2-A,339,U1391,C,21,R,21-2,2,A,49,150,519.69,520.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,182
339-U1391C-21R-3-A,339,U1391,C,21,R,21-3,3,A,0,100,520.7,521.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,183
339-U1391C-21R-3-A,339,U1391,C,21,R,21-3,3,A,100,150,521.7,522.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,184
339-U1391C-21R-4-A,339,U1391,C,21,R,21-4,4,A,0,28,522.2,522.48,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,185
339-U1391C-21R-4-A,339,U1391,C,21,R,21-4,4,A,28,150,522.48,523.7,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,186
339-U1391C-21R-5-A,339,U1391,C,21,R,21-5,5,A,0,150,523.7,525.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,187
339-U1391C-21R-6-A,339,U1391,C,21,R,21-6,6,A,0,40,525.2,525.6,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,188
339-U1391C-21R-6-A,339,U1391,C,21,R,21-6,6,A,40,111,525.6,526.31,biosiliceous [Leg339],mud [Leg339],,biosiliceous   mud ,biosiliceous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,189
339-U1391C-21R-7-A,339,U1391,C,21,R,21-7,7,A,0,56,526.31,526.87,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,190
339-U1391C-21R-CC-A,339,U1391,C,21,R,21-CC,CC,A,0,14,526.87,527.01,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite burrows present. ,100,100,,191
339-U1391C-22R-1-A,339,U1391,C,22,R,22-1,1,A,0,90,527.3,528.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,192
339-U1391C-22R-1-A,339,U1391,C,22,R,22-1,1,A,90,150,528.2,528.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,193
339-U1391C-22R-2-A,339,U1391,C,22,R,22-2,2,A,0,44,528.8,529.24,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,194
339-U1391C-22R-2-A,339,U1391,C,22,R,22-2,2,A,44,95,529.24,529.75,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,195
339-U1391C-22R-2-A,339,U1391,C,22,R,22-2,2,A,95,150,529.75,530.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,196
339-U1391C-22R-3-A,339,U1391,C,22,R,22-3,3,A,0,18,530.3,530.48,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,197
339-U1391C-22R-3-A,339,U1391,C,22,R,22-3,3,A,18,150,530.48,531.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,198
339-U1391C-22R-4-A,339,U1391,C,22,R,22-4,4,A,0,150,531.8,533.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,199
339-U1391C-22R-5-A,339,U1391,C,22,R,22-5,5,A,0,78,533.3,534.08,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,200
339-U1391C-22R-5-A,339,U1391,C,22,R,22-5,5,A,78,150,534.08,534.8,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,201
339-U1391C-22R-6-A,339,U1391,C,22,R,22-6,6,A,0,34,534.8,535.14,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 5/1 (greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,202
339-U1391C-22R-6-A,339,U1391,C,22,R,22-6,6,A,34,150,535.14,536.3,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,203
339-U1391C-22R-7-A,339,U1391,C,22,R,22-7,7,A,0,68,536.3,536.98,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,204
339-U1391C-22R-CC-A,339,U1391,C,22,R,22-CC,CC,A,0,24,536.98,537.22,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,205
339-U1391C-23R-1-A,339,U1391,C,23,R,23-1,1,A,0,20,537,537.2,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Greenish mottled mud. Forams present.,100,100,,206
339-U1391C-23R-1-A,339,U1391,C,23,R,23-1,1,A,20,64,537.2,537.64,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams present.,100,100,,207
339-U1391C-23R-1-A,339,U1391,C,23,R,23-1,1,A,64,94,537.64,537.94,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Greenish mottled mud. Forams present.,100,100,,208
339-U1391C-23R-1-A,339,U1391,C,23,R,23-1,1,A,94,121,537.94,538.21,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,209
339-U1391C-23R-1-A,339,U1391,C,23,R,23-1,1,A,121,152,538.21,538.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Greenish mottled mud. Forams present.,100,100,,210
339-U1391C-23R-2-A,339,U1391,C,23,R,23-2,2,A,0,19,538.52,538.71,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,5GY 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,color contact,,,,,,slight_339 [DB91],3,,,Greenish mottled mud. Forams present.,100,100,,211
339-U1391C-23R-2-A,339,U1391,C,23,R,23-2,2,A,19,150,538.71,540.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,212
339-U1391C-23R-3-A,339,U1391,C,23,R,23-3,3,A,0,150,540.02,541.52,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,213
339-U1391C-23R-4-A,339,U1391,C,23,R,23-4,4,A,0,150,541.52,543.02,calcareous [Leg339],mud [Leg339],,calcareous   mud ,calcareous  mud ,mud ,100,10Y 4/1 (dark greenish gray),clay [W22_1],1,silt [W22_1],2,,,,,,,,,,,,,100,,,,,,,slight_339 [DB91],3,,,Forams and pyrite filled burrows present.,100,100,,214
