Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,MAJ Lith. prefix+name [read only],Sediment structures,MAJ Lith. color,Bioturbation intensity,Clast abundance,Macrofossil,MAJ Lith. ave. grain size ,Diagenetic constituent,Diagenetic constituent composition,General interval comment,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Lithology Suffix,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name,row_index
363-U1482D-3H-2-A,0,11,138.5,138.61,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,2,A,,,,,11
363-U1482D-3H-2-A,11,60,138.61,139.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,2,A,,,,,12
363-U1482D-3H-2-A,60,97,139.1,139.47,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide concretion (1 cm-diameter),,,,,,,,,,,,,363,U1482,D,3,H,2,A,,,,,13
363-U1482D-3H-2-A,97,150,139.47,140,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,2,A,,,,,14
363-U1482D-3H-3-A,0,108,140,141.08,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,3,A,,,,,15
363-U1482D-3H-3-A,108,126,141.08,141.26,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,3,A,,,,,16
363-U1482D-3H-3-A,126,150,141.26,141.5,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,3,A,,,,,17
363-U1482D-3H-4-A,0,75,141.5,142.25,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,4,A,,,,,18
363-U1482D-3H-4-A,75,126,142.25,142.76,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,4,A,,,,,19
363-U1482D-3H-4-A,126,150,142.76,143,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,4,A,,,,,20
363-U1482D-3H-5-A,0,38,143,143.38,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,5,A,,,,,21
363-U1482D-3H-5-A,38,90,143.38,143.9,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,5,A,,,,,22
363-U1482D-3H-5-A,90,130,143.9,144.3,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,5,A,,,,,23
363-U1482D-3H-5-A,130,150,144.3,144.5,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,5,A,,,,,24
363-U1482D-3H-6-A,0,121,144.5,145.71,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide concretion (2 cm-diameter),,,,,,,,,,,,,363,U1482,D,3,H,6,A,,,,,25
363-U1482D-3H-7-A,0,68,145.71,146.39,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,3,H,7,A,,,,,26
363-U1482D-4H-1-A,0,142,146.5,147.92,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,1,A,,,,,27
363-U1482D-4H-2-A,0,100,147.92,148.92,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,2,A,,,,,28
363-U1482D-4H-2-A,100,142,148.92,149.34,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,2,A,,,,,29
363-U1482D-4H-3-A,0,142,149.34,150.76,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,3,A,,,,,30
363-U1482D-4H-4-A,0,40,150.76,151.16,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,4,A,,,,,31
363-U1482D-4H-4-A,40,142,151.16,152.18,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,crack (1 cm-width) at 96 cm,,,,,,,,,,,,,363,U1482,D,4,H,4,A,,,,,32
363-U1482D-4H-5-A,0,142,152.18,153.6,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,5,A,,,,,33
363-U1482D-4H-6-A,0,142,153.6,155.02,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,6,A,,,,,34
363-U1482D-4H-7-A,0,20,155.02,155.22,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,7,A,,,,,35
363-U1482D-4H-7-A,20,60,155.22,155.62,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,7,A,,,,,36
363-U1482D-4H-7-A,60,125,155.62,156.27,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,7,A,,,,,37
363-U1482D-4H-CC-A,0,25,156.27,156.52,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,4,H,CC,A,,,,,38
363-U1482D-5H-1-A,0,142,156,157.42,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,1,A,,,,,39
363-U1482D-5H-2-A,0,60,157.42,158.02,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,2,A,,,,,40
363-U1482D-5H-2-A,60,113,158.02,158.55,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,2,A,,,,,41
363-U1482D-5H-2-A,113,141,158.55,158.83,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,2,A,,,,,42
363-U1482D-5H-3-A,0,28,158.83,159.11,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,3,A,,,,,43
363-U1482D-5H-3-A,28,63,159.11,159.46,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,3,A,,,,,44
363-U1482D-5H-3-A,63,107,159.46,159.9,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,3,A,,,,,45
363-U1482D-5H-3-A,107,142,159.9,160.25,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,3,A,,,,,46
363-U1482D-5H-4-A,0,13,160.25,160.38,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,4,A,,,,,47
363-U1482D-5H-4-A,13,77,160.38,161.02,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,4,A,,,,,48
363-U1482D-5H-4-A,77,114,161.02,161.39,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,4,A,,,,,49
363-U1482D-5H-4-A,114,142,161.39,161.67,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,4,A,,,,,50
363-U1482D-5H-5-A,0,11,161.67,161.78,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,5,A,,,,,51
363-U1482D-5H-5-A,11,111,161.78,162.78,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,5,A,,,,,52
363-U1482D-5H-5-A,111,141,162.78,163.08,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,5,A,,,,,53
363-U1482D-5H-6-A,0,8,163.08,163.16,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,6,A,,,,,54
363-U1482D-5H-6-A,8,55,163.16,163.63,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,6,A,,,,,55
363-U1482D-5H-6-A,55,105,163.63,164.13,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,6,A,,,,,56
363-U1482D-5H-6-A,105,142,164.13,164.5,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,6,A,,,,,57
363-U1482D-5H-7-A,0,31,164.5,164.81,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,7,A,,,,,58
363-U1482D-5H-7-A,31,60,164.81,165.1,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 6/1 (greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,7,A,,,,,59
363-U1482D-5H-7-A,60,118,165.1,165.68,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,7,A,,,,,60
363-U1482D-5H-CC-A,0,32,165.68,166,clay-bearing [X363],nannofossil ooze [Leg339],clay-bearing nannofossil ooze,,5G 7/1 (light greenish gray),heavy [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,5,H,CC,A,,,,,61
363-U1482D-6H-1-A,0,140,165.5,166.9,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,1,A,,,,,62
363-U1482D-6H-2-A,0,41,166.9,167.31,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,2,A,,,,,63
363-U1482D-6H-2-A,41,90,167.31,167.8,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,2,A,,,,,64
363-U1482D-6H-2-A,90,143,167.8,168.33,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,2,A,,,,,65
363-U1482D-6H-3-A,0,13,168.33,168.46,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,3,A,,,,,66
363-U1482D-6H-3-A,13,142,168.46,169.75,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,3,A,,,,,67
363-U1482D-6H-4-A,0,123,169.75,170.98,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,4,A,,,,,68
363-U1482D-6H-4-A,123,142,170.98,171.17,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,layering,5G 5/1 (greenish gray),none [DB86],,,,,,intercalated with light layer (10Y 7/1),,,,,,,,,,,,,363,U1482,D,6,H,4,A,,,,,69
363-U1482D-6H-5-A,0,28,171.17,171.45,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,layering,5G 5/1 (greenish gray),none [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,5,A,,,,,70
363-U1482D-6H-5-A,28,64,171.45,171.81,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),slight [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,5,A,,,,,71
363-U1482D-6H-5-A,64,143,171.81,172.6,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,l,5G 5/1 (greenish gray),none [DB86],,,,,,deformed layer,,,,,,,,,,,,,363,U1482,D,6,H,5,A,,,,,72
363-U1482D-6H-6-A,0,49,172.6,173.09,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),slight [DB86],,,,,,bioturbated,,,,,,,,,,,,,363,U1482,D,6,H,6,A,,,,,73
363-U1482D-6H-6-A,49,68,173.09,173.28,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),none [DB86],,,,,,deformed layer,,,,,,,,,,,,,363,U1482,D,6,H,6,A,,,,,74
363-U1482D-6H-6-A,68,134,173.28,173.94,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),slight [DB86],,,,,,bioturbated,,,,,,,,,,,,,363,U1482,D,6,H,6,A,,,,,75
363-U1482D-6H-6-A,134,143,173.94,174.03,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),none [DB86],,,,,,intercalated with light layer (10Y 7/1),,,,,,,,,,,,,363,U1482,D,6,H,6,A,,,,,76
363-U1482D-6H-7-A,0,51,174.03,174.54,clay-rich and foramaniferal-bearing [X363],nannofossil ooze [Leg339],clay-rich and foramaniferal-bearing nannofossil ooze,,5G 5/1 (greenish gray),none [DB86],,,,,,intercalated with light layer (10Y 7/1),,,,,,,,,,,,,363,U1482,D,6,H,7,A,,,,,77
363-U1482D-6H-7-A,51,115,174.54,175.18,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,5GY 8/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,7,A,,,,,78
363-U1482D-6H-CC-A,0,34,175.18,175.52,clay-bearing foraminiferal-bearing [X363],nannofossil ooze [Leg339],clay-bearing foraminiferal-bearing nannofossil ooze,,10GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,6,H,CC,A,,,,,79
363-U1482D-7H-1-A,0,14,175,175.14,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,7,H,1,A,,,,,80
363-U1482D-7H-1-A,14,142,175.14,176.42,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,7,H,1,A,,,,,81
363-U1482D-7H-2-A,0,131,176.42,177.73,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,7,H,2,A,,,,,82
363-U1482D-7H-2-A,131,142,177.73,177.84,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,microfault,,,,,,,,,,,,,363,U1482,D,7,H,2,A,,,,,83
363-U1482D-7H-3-A,0,16,177.84,178,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,irregular lower boundary,,,,,,,,,,,,,363,U1482,D,7,H,3,A,,,,,84
363-U1482D-7H-3-A,16,75,178,178.59,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,7,H,3,A,,,,,85
363-U1482D-7H-3-A,75,124,178.59,179.08,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5G 6/1 (greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,7,H,3,A,,,,,86
363-U1482D-7H-3-A,124,142,179.08,179.26,clay-rich [X363],nannofossil ooze [Leg339],clay-rich nannofossil ooze,,5GY 7/1 (light greenish gray),moderate [DB86],,,,,,sulfide patches,,,,,,,,,,,,,363,U1482,D,7,H,3,A,,,,,87
