Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,Amphisphaera coronata s.l.,Amphisphaera goruna,Axoprunum pierinae group,Bekoma bidartensis,Bekoma campechensis,Bekoma divaricata,Buryella clinata,Buryella pentadica,Buryella tetradica,Calocycloma ampulla,Calocycloma castum,Clathrocyclas australis,Dictyoprora mongolfieri,Eusyringium fistuligerum,Eusyringium lagena,"Heliodiscus asteriscus Haeckel, 1887",Lamptonium fabaeforme chaunothorax ,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme ,Lamptonium pennatum,Lithochytris vespertilio,Lophocyrtis (Cyclampterium) hadra,Lophocyrtis (Lophocyrtis) jacchia,Lophocyrtis aspera,Lophocyrtis biaurita,Lophocyrtis semipolita group,Lychnocanoma amphitrite,Lychnocanoma auxilla ,Lychnocanoma bellum,Lychnocanoma conica,Lychnocanoma elongata ,Periphaena decora,Periphaena heliasteriscus,Periphaena tripyramis triangula,Peritiviator(?) dumitricai,Phormocyrtis striata exquisita,Phormocyrtis striata praexquisita,Phormocyrtis striata striata,Phormocyrtis turgida,Podocyrtis aphorma,Podocyrtis diamesa,Podocyrtis papalis ,Pterocodon (?) ampla ,Pterocodon (?) anteclinata,Pterocodon (?) poculum ,Rhopalocanium ornatum,Sethochyrtis chrysalli,Sethochytris bablylonis ,Sethochytris triconiscus,Spongatractus balbis ,Spongatractus pachystylus,Stylotrochus nitidus ,Theocorys acroria,Theocorys anaclasta ,Theocotyle conica,Theocotyle cryptocephala,Theocotyle nigriniae,Theocotylissa ficus ,Thyrsocyrtis hirsuta,Thyrsocyrtis rhizodon ,Thyrsocyrtis tensa ,Comments,File Data,Ship File Links,Shore File Links,Exp,Site,Hole,Core,Type,Section,A/W
342-U1407A-11H-CC-PAL,0,10,101.99,102.09,RP11,RP11 - Dictyoprora mongolfieri,"B Dictyoprora mongolfieri (Gradstein et al., 2012)",G,A,F,,,,,,R,,,,P,,?,,,,,,P,,,,,,F,,,P,F,,,,P,,,,,,,,,F,,,,,,R,,,,,,,,,R,R,R,F,,,,,,342,U1407,A,11,H,CC,PAL
342-U1407A-12H-CC-PAL,0,8,102.8,102.88,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,342,U1407,A,12,H,CC,PAL
342-U1407A-15H-CC-PAL,0,3,121.8,121.83,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,342,U1407,A,15,H,CC,PAL
342-U1407A-16X-CC-PAL,0,10,124.56,124.66,RP7,RP07 - Bekoma bidartensis,,G,A,F,F,,C,,P,,,C,R,,,,,,,,,,R,,,,,,,,R,,,,,,,,R,,R,P,,,R,,,R,,,R,,,,,,,,,,,,,,,,,,342,U1407,A,16,X,CC,PAL
342-U1407A-17X-CC-PAL,0,11,127.51,127.62,RP7,RP07 - Bekoma bidartensis,,G,A,F,F,,C,,,,,C,,,,,,,,,,,R,,,,,,,,R,,,,,,,,R,,,P,,,R,,,R,,,R,,,,F,,,,,,,,,,,,,,342,U1407,A,17,X,CC,PAL
342-U1407A-18X-CC-PAL,0,10,142.85,142.95,RP7,RP07 - Bekoma bidartensis,"X Bekoma campechensis - B. bidartensis (Gradstein et al., 2012)",G,A,F,F,,C,,,,,C,,,P,,,,,,,,R,,,,,,,,R,,,,,,,,R,,P,,,,R,,,R,,,R,,P,,F,,,,,,,,,,,,,,342,U1407,A,18,X,CC,PAL
342-U1407A-19X-CC-PAL,0,11,149.19,149.3,RP06b,RP06b - Orbula discipulus,,G,A,F,F,,,C,,,P,C,,,,,,,,,,P,,,,,,,,,R,,,,,,,R,F,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,342,U1407,A,19,X,CC,PAL
342-U1407A-20X-CC-PAL,0,5,164.82,164.87,RP06a,RP06a - Peritiviator? dumitricai,,G,A,F,F,,,C,,,P,C,,,,,,,,,,,,,,,,,,,?,,,,,P,,R,F,,,,,,,,,,,,P,,,,F,,,,,,,,,,,,,,342,U1407,A,20,X,CC,PAL
342-U1407A-21X-3-W 8/12-RADS,0,4,167.78,167.82,RP06a,RP06a - Peritiviator? dumitricai,,G,A,F,F,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,P,,F,,,,,,,,,,,,,,342,U1407,A,21,X,3,W
342-U1407A-21X-CC-PAL,0,5,172.21,172.26,RP06a,RP06a - Peritiviator? dumitricai,,G,A,F,F,,,C,,,P,C,,,,,,,,,,,P,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,342,U1407,A,21,X,CC,PAL
342-U1407A-22X-1-W 24/25-RADS,0,1,174.54,174.55,RP06a,RP06a - Peritiviator? dumitricai,,G,A,,F,,,F,,,,C,,,,,,,,,,,P,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,342,U1407,A,22,X,1,W
342-U1407A-22X-CC-PAL,0,5,182.24,182.29,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,22,X,CC,PAL
342-U1407A-23X-CC-PAL,0,5,193.1,193.15,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,23,X,CC,PAL
342-U1407A-24X-CC-PAL,0,6,199.37,199.43,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,24,X,CC,PAL
342-U1407A-25X-CC-PAL,0,8,206.57,206.65,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,25,X,CC,PAL
342-U1407A-27X-CC-PAL,0,8,230.84,230.92,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,27,X,CC,PAL
342-U1407A-28X-1-W 18/20-RADS,0,2,232.08,232.1,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,28,X,1,W
342-U1407A-28X-CC-PAL,0,5,239.81,239.86,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,28,X,CC,PAL
342-U1407A-29X-CC-PAL,0,5,250.23,250.28,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,29,X,CC,PAL
342-U1407A-30X-CC-PAL,0,5,259.32,259.37,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,30,X,CC,PAL
342-U1407A-31X-CC-PAL,0,12,268.54,268.66,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,31,X,CC,PAL
342-U1407A-32X-CC-PAL,0,2,270.34,270.36,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,32,X,CC,PAL
342-U1407A-33X-CC-PAL,0,7,280.0,280.07,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,33,X,CC,PAL
342-U1407A-35X-CC-PAL,0,1,299.1,299.11,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,U1407,A,35,X,CC,PAL
