Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Thalassiosira spp.,Thalassionema spp.,Rossiella symmetrica,Rocella vigilans,Rhaphoneis sp.,Melosira architecturalis,Hemiaulus sp.,Hemiaulus longicornis,Diatom resting spores,Coscinodiscus spp.,Coscinodiscus rhombicus,Cestodiscus spp.,Cestodiscus sp. 4,Cestodiscus japonicus,Azpeitia tabularis,Thalassiosira sp.,Thalassiosira media/convexa,Synedra jouseana,Sceptroneis sp.,Rouxia quadrangula,Rhizosolenia sp. aff. alata,Hemiaulus subacutus,Grammatophora sp.,Ethmodiscus sp.,Coscinodiscus marginatus,Coscinodiscus lewisianus var. rhomboides,Baxteriopsis brunii,Azpeitia spp.,Azpeitia oligocenica,Asteromphalus oligocenicus,Actinocyclus senarius,Rocella princeps,Cestodiscus sp. 3,Bogorovia veniamini / Rossiella symmetrica,Bogorovia veniamini,Azpeitia aff. Thalassiosira bukryi,Asterolampra sp.,Asterolampra aff. acutiloba,Stephanopyxis sp.,Asteromphalus sp.,Asterolampra marylandica,Melosira granulata s.l. (freshwater),Hemiaulus sp. 1,Stellarima sp.,Dimerogramma sp. aff. D. fulvum,Craspedodiscus barronii,Lisitzinia ornata,Coscinodiscus lewisianus,Azpeitia salisburyana,Azpeitia praenodulifera,Rhizosolenia sp. aff. Rhizosolenia hebetata,Cestodiscus kugleri,Thalassiosira primalabiata,Thalassiosira aff. irregulata,Rossiella paleacea,Raphidodiscus marylandicus,Cestodiscus ovalis,Rossiella magna,Actinocyclus octonarius,Azpeitia nodulifer var.,Asterolampra insignis group,Thalassiosira spinosa,Thalassiosira leptopus,Craspedodiscus elegans,Thalassiosira spumellaroides,Thalassiosira sp. aff. T. fraga (fine),Paralia sulcata,Bogorovia sp. 1 (small forms),Rhizosolenia firma,Craspedodiscus elegans var. assymmetricus,Bacteriastrum sp.,Actinocyclus aff. ellipticus,Cestodiscus sp. 1,Nitzschia pusilla,Thalassiosira fraga,Coscinodiscus sawamurae,Nitzschia aff. maleinterpretaria,Thalassiothrix longissima,Thalassionema nitzschioides,Rhizosolenia bergonii,Nitzschia fossilis,Freshwater diatoms,Ethmodiscus rex,Thalassiosira oestrupii,Thalassiosira lineata (group),Thalassiosira eccentrica,Thalassiosira convexa var. aspinosa,Thalassionema nitzschioides  var. parva,Thalassionema bacillaris,Rhizosolenia praebergonii var. robusta,Rhizosolenia praebergonii var. praebergonii,Nitzschia reinholdii,Nitzschia marina,Nitzschia interrupta,Hemidiscus cuneiformis,Azpeitia nodulifer,Azpeitia africana,Actinocyclus ellipticus,Dictyocha spp.,Benthic diatoms,Triceratium cinnamomeum,Cyclotella sp.,Coscinodiscus spp.,Asteromphalus arachne,Asteromphalus aff. hepactis,Rhizosolenia styliformis,Pseudoeunotia doliolus,Phytholiths (unspecified taxon),Nitzschia sicula,Roperia tesselata,Thalassiosira lacustris (group),Actinocyclus curvatulus,Rhizosolenia alata,Azpeitia endoi,Actinocyclus ellipticus var. elongatus,Actinocyclus spp.,Comment
  SR,                 ,                 ,                  ,              ,121, 758,A, 22,X, 3,  65.00,    202.6500,Fourtanier,Diatoms                                      ,F              ,M                 ,F                 ,F                 ,                    ,F               ,              ,R                       ,             ,F                    ,                     ,                  ,F                      ,                ,                 ,R                    ,R                 ,                 ,                           ,C               ,               ,R                 ,                           ,F                  ,R                ,               ,                        ,F                                       ,                   ,F            ,R                   ,R                         ,                     ,F               ,F                ,                                          ,F                  ,                                  ,                ,                           ,                 ,                 ,                        ,F                                   ,R              ,              ,                               ,R                      ,F                ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 758,A, 22,X,CC,  36.00,    204.0800,Fourtanier,Diatoms                                      ,C              ,M                 ,F                 ,C                 ,                    ,F               ,              ,R                       ,R            ,C                    ,                     ,                  ,F                      ,F               ,                 ,                     ,F                 ,                 ,                           ,C               ,               ,F                 ,                           ,                   ,                 ,F              ,F                       ,                                        ,R                  ,             ,F                   ,                          ,                     ,F               ,                 ,                                          ,F                  ,                                  ,                ,                           ,R                ,F                ,                        ,                                    ,R              ,R             ,F                              ,R                      ,                 ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 758,A, 23,X, 1,  65.00,    209.3500,Fourtanier,Diatoms                                      ,R              ,P                 ,F                 ,F                 ,F                   ,R               ,              ,R                       ,             ,R                    ,                     ,                  ,R                      ,F               ,R                ,F                    ,                  ,                 ,                           ,F               ,               ,R                 ,                           ,R                  ,                 ,R              ,R                       ,                                        ,                   ,             ,                    ,                          ,                     ,R               ,R                ,                                          ,R                  ,                                  ,                ,                           ,                 ,                 ,                        ,R                                   ,R              ,              ,                               ,                       ,                 ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 758,A, 23,X, 3,  65.00,    212.3500,Fourtanier,Diatoms                                      ,F              ,M                 ,R                 ,F                 ,F                   ,R               ,              ,F                       ,             ,R                    ,                     ,F                 ,R                      ,F               ,R                ,F                    ,                  ,                 ,R                          ,F               ,               ,R                 ,R                          ,                   ,                 ,R              ,R                       ,                                        ,R                  ,F            ,R                   ,R                         ,                     ,                ,F                ,?                                         ,?                  ,                                  ,                ,                           ,R                ,R                ,R                       ,                                    ,               ,              ,                               ,                       ,                 ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 758,A, 23,X, 5,  65.00,    215.3500,Fourtanier,Diatoms                                      ,C              ,G                 ,F                 ,F                 ,F                   ,F               ,R             ,C                       ,             ,F                    ,                     ,F                 ,R                      ,                ,                 ,F                    ,R                 ,                 ,R                          ,C               ,               ,F                 ,R                          ,                   ,R                ,R              ,F                       ,F                                       ,R                  ,F            ,R                   ,R                         ,                     ,F               ,R                ,?                                         ,R                  ,R                                 ,R               ,R                          ,                 ,                 ,                        ,                                    ,               ,              ,                               ,                       ,                 ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 758,A, 23,X,CC,  37.00,    217.1400,Fourtanier,Diatoms                                      ,C              ,MG                ,F                 ,F                 ,F                   ,F               ,R             ,F                       ,R            ,F                    ,                     ,F                 ,F                      ,F               ,R                ,F                    ,R                 ,R                ,R                          ,F               ,R              ,F                 ,R                          ,R                  ,R                ,R              ,C                       ,?                                       ,F                  ,F            ,R                   ,R                         ,R                    ,                ,                 ,                                          ,                   ,                                  ,                ,                           ,                 ,                 ,                        ,                                    ,               ,              ,                               ,                       ,                 ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,121, 758,A, 24,X, 1,  65.00,    218.9500,Fourtanier,Diatoms                                      ,F              ,P                 ,R                 ,R                 ,R                   ,F               ,R             ,F                       ,R            ,R                    ,R                    ,F                 ,F                      ,R               ,R                ,F                    ,R                 ,                 ,                           ,                ,               ,                  ,                           ,                   ,                 ,               ,                        ,                                        ,                   ,             ,                    ,                          ,                     ,                ,                 ,                                          ,                   ,                                  ,                ,                           ,                 ,                 ,                        ,                                    ,               ,              ,                               ,                       ,                 ,                        ,                     ,                       ,                                           ,                   ,                          ,                             ,                  ,                          ,                  ,               ,                       ,                       ,                           ,                     ,                      ,                      ,                            ,                                      ,               ,                             ,                  ,                                         ,                 ,                            ,                 ,                 ,                   ,                       ,                                ,                         ,                           ,                     ,                  ,                  ,               ,                       ,                             ,                        ,                                   ,                                       ,                        ,                                      ,                                           ,                    ,                ,                    ,                      ,                  ,                 ,                       ,              ,               ,                       ,              ,                  ,                     ,                           ,                        ,                      ,                               ,                ,                 ,                               ,                       ,                  ,              ,                                      ,                 ,from ODP Leg 121 SR Chapter 7 Table 3 p 196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
