leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
48,399,,1,1,0.0,45.0,0.00,0.00,0.45,, NANNO OOZE," 5Y8/1-YELLOWISH GRAY,5Y4/1-OLIVE GRAY"," 27-33 CM MARLY CALC OOZE OLIVE GRAY,0-27 CM YELLO WISH GRAY GENERALLY HOMOGENEOUS WITH FEW GRAY STREAK S", 0-22 CM MODERATELY DISTURBED 35-45 CM INTENSELY DISTURBED,,,,, SOFT*,
48,399,,1,1,45.0,150.0,0.00,0.45,1.50,, MARLY CALC OOZE," 5Y4/1-OLIVE GRAY,5Y8/1-YELLOWISH GRAY", 110-115 CM AND  133-140CM PODS OF YELLOWISH GRAY NANNO OOZE, INTENSELY DISTURBED,,,, HOMOGENEOUS- SLOPPY MUCH DISTURBED IN SLICING, SOFT, 11111110.3908
48,399,,1,2,0.0,150.0,0.00,1.50,3.00,, MARLY CALC OOZE," 5Y4/1-OLIVE GRAY,N3-DARK GRAY", 50-100 CM OLIVE GRAY AS ABOVE WITH STREAKS AND PODS OF DARK GRAY, SLIGHTLY DISTURBED, 104-107 CM SEMI CONSOLIDATED MUD PEBBLE MARLY CALC OOZE, 50-100 CM BLACK STREAKS AND PODS ? IRON SULFIDE,," 0-50 CM AND 100-150 CM OLIVE GRAY,GENERALLY HOMOGENEOUS SLOPPY A ND STICKY", SOFT*,
48,399,,1,3,0.0,150.0,0.00,3.00,4.50,, MARLY CALC OOZE, 5Y4/1-OLIVE GRAY,, INTENSELY DIS TURBED,,,, HOMOGENEOUS SLOPPY DISTURBED IN OPENING, S OFT*,
48,399,,1,4,0.0,145.0,0.00,4.50,5.95,, MARLY CALC OOZE," 5Y4/1-OLIVE GRAY,N2-GRAYISH GRAY", HOMOGENEOUS EXCEPT FOR STREAKS OF BLACK 0-20 CM A ND 84-145 CM OLIVE GRAY WITH STREAKS OF GRAYISH BLAC K, 0-130 CM MODERATELY DISTURBED,,,, 20-84 CM OLIVE G RAY (NO STREAKS), SOFT*,
48,399,,1,5,0.0,150.0,0.00,6.00,7.50,, MARLY CALC OOZE," 5Y4/1-OLIVE GRAY,N2-BLACK", ENTI RE CORE OLIVE GRAY WITH STREAKS OF BLACK 11 CM AND 1 2 CM SANDY MOTTLES (PROBABLE BURROWS), SLIGHTLY DIS TURBED, 75-84 CM PEBBLE ANGULAR SUBLITHARENITE,,,, SO FT*,
48,399,,1,6,0.0,30.,0.00,7.50,7.80,, MARLY CALC OOZE," 5Y4/1-OLIV E GRAY,N2-BLACK", ENTIRE CORE OLIVE GRAY WITH STREAK S OF BLACK 11CM AND 12CM SANDY MOTTLES  (PROBABLE BU ROWS), INTENSELY DISTURBED, 75-84CM PEBBLE ANGULAR SUBLITHARENITE,,,, SOFT,
48,399,,1,CC,0.0,0.0,0.00,7.90,7.90,, MARLY CALC OOZE,,,,,,,, SOFT*,
48,399,,2,1,0.0,63.0,63.00,63.00,63.63,, MARLY CALC OOZE," 5Y4/1-OLIVE GRAY,5G8/1-LIGHT GRE ENISH GRAY,5Y6/1-LIGHT OLIVE GRAY,5GY6/1-GREENISH GR AY",, 0-25 CM INTENSELY DISTURBED,,,," 0-25 CM OLIVE GRA Y PODS OF LIGHT GREENISH GRAY CALC OOZE,25-30 CM AND 50-57CM OLIVE GRAY 30-50 CM LIGHT OLIVE GRAY 57-63 CM GREENISH GRAY,COLOR VARIATION REFLECT CHANGES IN CLAY/CARBONATE RATIO", SOFT*,
48,399,,2,2,0.0,7.0,63.00,64.50,64.57,, MARLY CALC OOZE, 5Y4/1-OLIVE GRAY, SHARP BASAL C ONTACT, SLIGHTLY DISTURBED,,,,, SOFT*,
48,399,,2,2,7.0,20.0,63.00,64.57,64.70,, CALC NANNO OOZE," 5GY6/1-GREENISH GRAY,5Y4/1-OLIVE GRAY 5GY4/1-DARK GREENISH GRAY*"," 13 CM BURROWS,14-16 CM OLIVE GRAY MARLY CALC OOZE",,,,, 7-14 CM GREENISH GRAY 16-20 CM 5GY4/1, SOFT,
48,399,,2,2,20.0,150.0,63.00,64.70,66.00,, MARLY CALC OOZE," 5YR4/1-BROWNISH GRAY,5Y6/1-LIGHT OLIVE GRAY,5GY4/1-DARK GREENISH GRAY,N3-DARK GRAY,5 Y4/1-OLIVE GRAY"," 20-52 CM DOMINANT BROWNISH GRAY WI TH LAMINAE OF LIGHT OLIVE GRAY 52-86 CM DARK GREENIS H GRAY WITH MOTTLES AND STREAKS OF DARK GRAY-SUGGEST ION OF CYCLES WHICH INCLUDE CALC OOZE AND MARL 8-10 CM,86-150 CM OLIVE GRAY WITH MM LAMINATIONS (?) OF D ARK GRAY, ALTERNATING LAMINAE ON MM SCALE NO TEXTURAL DIFFER ENCE APPEARS TO REFLECT VARIATION IN IRON SULFIDE CO NTENT ORIGINALLY RELATED TO VARIATIONS IN TERRIGENOU S/ORGANIC RATIOS SOME CONTORTED LAMINAE WHICH MAY RE FLECT LIQUEFACTION OR MINOR SLUMPING",,,,,, SOFT*,
48,399,,2,3,0.0,71.0,63.00,66.00,66.71,, MARLY CALC OOZE," 5Y4/1-OLIVE GRAY,5Y6/1-LIGHT OLI VE GRAY,5GY8/1-LIGHT GREENISH GRAY", 0-15 CM OLIVE G RAY WITH IRREGULAR STREAKS OF LIGHT OLIVE GRAY 32-71 CM LIGHT OLIVE GRAY WITH MOTTLES OF LIGHT GREENISH GRAY, 0-15 CM AND 53-71 CM INTENSELY DISTURBED 15-5 3 CM MODERATELY DISTURBED,,,, 15-26 CM LIGHT OLIVE GRA Y 26-32 CM OLIVE GRAY, SOFT, 11111110.3908
48,399,,2,3,71.0,80.0,63.00,66.71,66.80,, CALC NANNO OOZE," 5GY8/1-LIGHT GREENISH GRAY,5GY6/ 1-GREENISH GRAY",, MODERATELY DISTURBED,,,,, SOFT*,
48,399,,2,3,80.0,150.0,63.00,66.80,67.50,, MARLY CALC OOZE," 5YR4/1-BROWNISH GRAY,5Y4/2-LIGHT OLIVE GRAY", 94 CM MOTTLE OF CALC OOZE, 80-88 CM MODERATELY DISTURBED 88-150 C M INTENSELY DISTURBED,,,, 80-88 CM BROWNISH GRAY 88-150 CM LIGHT OLIVE GRAY OC CASIONAL BLACK SPECS, SOFT, 11111110.3908
48,399,,2,CC,0.0,0.0,63.00,67.60,67.60,, MARLY CALC OOZE,,,,,,," AS LOWER SECTION 3,CORE LOG SHOW NO SECTION 4 HAS TO BE CORE CATCHER", SOFT, 11111110.3908
