Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,initial_comments,comments
Textulariia indet.,,,,,,,,,,Textulariia indet.,benthic_foraminfera,Agglutinated spp. (indeterminate),not a specific taxa,
,,Cibicides,,,,spp.,,,,Cibicides spp.,benthic_foraminfera,Cibicides/Cibicidoides spp.,multiple taxa names,
Foraminifera indet.,,,,,,,,,,Foraminifera indet.,benthic_foraminfera,Calcareous gen. et sp. indet.,not a taxa name,
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_foraminfera,Bolivina/Brizalina spp.,multiple taxa names,
Elphidiidae indet.,,,,,,,,,,Elphidiidae indet.,benthic_foraminfera,Elphidid taxa,,
Astrorhizidae indet.,,,,,,,,,,Astrorhizidae indet.,benthic_foraminfera,Astrorhizids,,
Trochomminidae indet.,,,,,,,,,,Trochomminidae indet.,benthic_foraminfera,Trochamminids,,
Discorboidea indet.,,,,,,,,,,Discorboidea indet.,benthic_foraminfera,Discorbids,,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_foraminfera,Miliolid taxa,,
Miliolidae indet.,,,,,,,,,,Miliolidae indet.,benthic_foraminfera,Miliolids,,
Nodosariidae indet.,,,,,,,,,,Nodosariidae indet.,benthic_foraminfera,Nodosariidae indet.,,
Nonionidae indet.,,,,,,,,,,Nonionidae indet.,benthic_foraminfera,Nonionidae indet.,,
,,Abyssamina,,,,poagi,,,,Abyssamina poagi,benthic_foraminfera,Abyssamina poagi,,
,,Abyssamina,,,,quadrata,,,,Abyssamina quadrata,benthic_foraminfera,Abyssamina quadrata,,
,,Abyssamina,,,,spp.,,,,Abyssamina spp.,benthic_foraminfera,Abyssammina spp.,,
,,Acervulina,,,,mabahethi,,,,Acervulina mabahethi,benthic_foraminfera,Acervulina mabahethi,,
,,Adelosina,,,?,dubia,,,,Adelosina ? dubia,benthic_foraminfera,Adelosina dubia?,,
,,Alabamina,,,cf.,dissonata,,,,Alabamina cf. dissonata,benthic_foraminfera,Alabamina cf. dissonata,,
,,Alabamina,,,,creta,,,,Alabamina creta,benthic_foraminfera,Alabamina creta,,
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_foraminfera,Alabamina dissonata,,
,,Alabamina,,,,sp.,,,,Alabamina sp.,benthic_foraminfera,Alabamina sp.,,
,,Alabamina,,,,tenuimarginata,,,,Alabamina tenuimarginata,benthic_foraminfera,Alabamina tenuimarginata,,
,,Alabaminella,,,,sp.,,,,Alabaminella sp.,benthic_foraminfera,Alabaminella sp.,,
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_foraminfera,Alabaminella weddellensis,,
,,Alabamina,,,,dissonata,,,,Alabamina dissonata,benthic_foraminfera,Alabammina dissonata,,
,,Alabamina,,,,spp.,,,,Alabamina spp.,benthic_foraminfera,Alabammina spp.,,
,,Alabaminella,,,,weddellensis,,,,Alabaminella weddellensis,benthic_foraminfera,Alabamminella weddellensis,,
,,Allomorphina,,,,conica,,,,Allomorphina conica,benthic_foraminfera,Allomorphina conica,,
,,Allomorphina,,,,pacifica,,,,Allomorphina pacifica,benthic_foraminfera,Allomorphina pacifica,,
,,Allomorphina,,,,polonica,,,,Allomorphina polonica,benthic_foraminfera,Allomorphina polonica,,
,,Allomorphina,,,,velascoensis,,,,Allomorphina velascoensis,benthic_foraminfera,Allomorphina velascoensis,,
,,Allomorphina,,,,whangaia,,,,Allomorphina whangaia,benthic_foraminfera,Allomorphina whangaia,,
,,Ammobaculites,,,,agglutinans,,,,Ammobaculites agglutinans,benthic_foraminfera,Ammobaculites agglutinans,,
,,Ammobaculites,,,,filiformis,,,,Ammobaculites filiformis,benthic_foraminfera,Ammobaculites filiformis,,
,,Ammobaculites,,,,sp.,,,,Ammobaculites sp.,benthic_foraminfera,Ammobaculites sp.,,
,,Ammobaculites,,,,wallalensis,,,,Ammobaculites wallalensis,benthic_foraminfera,Ammobaculites wallalensis,,
,,Ammodiscus,,,,cretaceus,,,,Ammodiscus cretaceus,benthic_foraminfera,Ammodiscus cretaceus,,
,,Ammodiscus,,,,sp.,,,,Ammodiscus sp.,benthic_foraminfera,Ammodiscus sp.,,
,,Ammodiscus,,,,spp.,,,,Ammodiscus spp.,benthic_foraminfera,Ammodiscus spp.,,
,,Ammoelphidiella,,,,pustulosa,,,,Ammoelphidiella pustulosa,benthic_foraminfera,Ammoelphidiella pustulosa,,
,,Ammoelphidiella,,,,sp.,,,,Ammoelphidiella sp.,benthic_foraminfera,Ammoelphidiella sp.,,
,,Ammoelphidiella,,,,uniforamina,,,,Ammoelphidiella uniforamina,benthic_foraminfera,Ammoelphidiella uniforamina,,
,,Ammoglobigerina,,,,sp.,,,,Ammoglobigerina sp.,benthic_foraminfera,Ammoglobigerina sp.,,
,,Ammonia,,,,beccarii,,,,Ammonia beccarii,benthic_foraminfera,Ammonia beccarii,,
,,Ammonia,,,,sp.,,,,Ammonia sp.,benthic_foraminfera,Ammonia sp.,,
,,Ammonia,,,,spp.,,,,Ammonia spp.,benthic_foraminfera,Ammonia spp.,,
,,Ammonia,,,,tepida,,,,Ammonia tepida,benthic_foraminfera,Ammonia tepida,,
,,Ammosphaeroidina,,,,sp.,,,,Ammosphaeroidina sp.,benthic_foraminfera,Ammoshpaeroidina,,
,,Ammosphaeroidina,,,,pseudopauciloculata,,,,Ammosphaeroidina pseudopauciloculata,benthic_foraminfera,Ammosphaeroidina pseudopauciloculata,,
,,Amphicoryna,,,,scalaris,,,,Amphicoryna scalaris,benthic_foraminfera,Amphicoryna scalaris,,
,,Amphicoryna,,,,separans,,,,Amphicoryna separans,benthic_foraminfera,Amphicoryna separans,,
,,Amphicoryna,,,,sp.,,,,Amphicoryna sp.,benthic_foraminfera,Amphicoryna sp.,,
,,Amphicoryna,,,,spp.,,,,Amphicoryna spp.,benthic_foraminfera,Amphicoryna spp.,,
,,Amphisorus,,,,hemprichii,,,,Amphisorus hemprichii,benthic_foraminfera,Amphisorus hemprichii,,
,,Amphistegina,,,,bicirculata,,,,Amphistegina bicirculata,benthic_foraminfera,Amphistegina bicirculata,,
,,Amphistegina,,,,hauerina,,,,Amphistegina hauerina,benthic_foraminfera,Amphistegina hauerina,,
,,Amphistegina,,,,lessonii,,,,Amphistegina lessonii,benthic_foraminfera,Amphistegina lessonii,,
,,Amphistegina,,,,lobifera,,,,Amphistegina lobifera,benthic_foraminfera,Amphistegina lobifera,,
,,Amphistegina,,,,papillosa,,,,Amphistegina papillosa,benthic_foraminfera,Amphistegina papillosa,,
,,Amphistegina,,,,radiata,,,,Amphistegina radiata,benthic_foraminfera,Amphistegina radiata,,
,,Amphistegina,,,,sp.,,,,Amphistegina sp.,benthic_foraminfera,Amphistegina sp.,,
,,Amphistegina,,,,spp.,,,,Amphistegina spp.,benthic_foraminfera,Amphistegina spp.,,
,,Angulogerina,,,aff.,fueguina,,,,Angulogerina aff. fueguina,benthic_foraminfera,Angulogerina aff. fueguina,,
,,Angulogerina,,,,angulosa,,,,Angulogerina angulosa,benthic_foraminfera,Angulogerina angulosa,,
,,Angulogerina,,,,earlandi,,,,Angulogerina earlandi,benthic_foraminfera,Angulogerina earlandi,,
,,Angulogerina,,,,fluens,,,,Angulogerina fluens,benthic_foraminfera,Angulogerina fluens,,
,,Angulogerina,,,,pauperata,,,,Angulogerina pauperata,benthic_foraminfera,Angulogerina pauperata,,
,,Annectina,,,,sp.,,,,Annectina sp.,benthic_foraminfera,Annectina sp.,,
,,Anomalina,,,,aotea,,,,Anomalina aotea,benthic_foraminfera,Anomalina aotea,,
,,Anomalina,,,,indica,,,,Anomalina indica,benthic_foraminfera,Anomalina indica,,
,,Anomalina,,,,praeacuta,,,,Anomalina praeacuta,benthic_foraminfera,Anomalina praeacuta,,
,,Anomalina,,,,sp.,,,,Anomalina sp.,benthic_foraminfera,Anomalina sp.,,
,,Anomalina,,,,spp.,,,,Anomalina spp.,benthic_foraminfera,Anomalina spp.,,
,,Anomalina,,,,visenda,,,,Anomalina visenda,benthic_foraminfera,Anomalina visenda,,
,,Anomalinoides,,,,acutus,,,,Anomalinoides acutus,benthic_foraminfera,Anomalinoides acutus,,
,,Anomalinoides,,,,affinis,,,,Anomalinoides affinis,benthic_foraminfera,Anomalinoides affinis,,
,,Anomalinoides,,,,ammonoides,,,,Anomalinoides ammonoides,benthic_foraminfera,Anomalinoides ammonoides,,
,,Anomalinoides,,,,capitatus,,,,Anomalinoides capitatus,benthic_foraminfera,Anomalinoides capitatus,,
,,Anomalinoides,,,,fasciatus,,,,Anomalinoides fasciatus,benthic_foraminfera,Anomalinoides fasciatus,,
,,Anomalinoides,,,,globosus,,,,Anomalinoides globosus,benthic_foraminfera,Anomalinoides globosus,,
,,Anomalinoides,,,,globulosus,,,,Anomalinoides globulosus,benthic_foraminfera,Anomalinoides globulosus,,
,,Anomalinoides,,,,orbiculus,,,,Anomalinoides orbiculus,benthic_foraminfera,Anomalinoides orbiculus,,
,,Anomalinoides,,,,piripaua,,,,Anomalinoides piripaua,benthic_foraminfera,Anomalinoides piripaua,,
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_foraminfera,Anomalinoides rubiginosus,,
,,Anomalinoides,,,,rubiginosus,,,,Anomalinoides rubiginosus,benthic_foraminfera,Anomalinoides rubignosus,,
,,Anomalinoides,,,,semicribratus,,,,Anomalinoides semicribratus,benthic_foraminfera,Anomalinoides semicribratus,,
,,Anomalinoides,,,,sp.,,,,Anomalinoides sp.,benthic_foraminfera,Anomalinoides sp.,,
,,Anomalinoides,,,,sp. 1,,,,Anomalinoides sp. 1,benthic_foraminfera,Anomalinoides sp. 1,,
,,Anomalinoides,,,,spissiformis,,,,Anomalinoides spissiformis,benthic_foraminfera,Anomalinoides spissiformis,,
,,Anomalinoides,,,,spp.,,,,Anomalinoides spp.,benthic_foraminfera,Anomalinoides spp.,,
,,Antarcticella,,,,antarctica,,,,Antarcticella antarctica,benthic_foraminfera,Antarcticella antarctica,,
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_foraminfera,Aragonia,,
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_foraminfera,Aragonia aragonensis,,
,,Aragonia,,,,materna,,kugleri,,Aragonia materna kugleri,benthic_foraminfera,Aragonia materna kugleri,,
,,Aragonia,,,,ouezzanensis,,,,Aragonia ouezzanensis,benthic_foraminfera,Aragonia ouezzanensis,,
,,Aragonia,,,,sp.,,,,Aragonia sp.,benthic_foraminfera,Aragonia sp.,,
,,Aragonia,,,,sp. 1,,,,Aragonia sp. 1,benthic_foraminfera,Aragonia sp. 1,,
,,Aragonia,,,,tenera,,,,Aragonia tenera,benthic_foraminfera,Aragonia tenera,,
,,Aragonia,,,,zelandica,,,,Aragonia zelandica,benthic_foraminfera,Aragonia zelandica,,
,?,Arenobulimina,,,,sp.,,,,? Arenobulimina sp.,benthic_foraminfera,Arenobulimina ?,,
,,Arenobulimina,,,,sp.,,,,Arenobulimina sp.,benthic_foraminfera,Arenobulimina sp.,,
,,Arenobulimina,,,,truncata,,,,Arenobulimina truncata,benthic_foraminfera,Arenobulimina truncata,,
,,Arenodosaria,,,,antipoda,,,,Arenodosaria antipoda,benthic_foraminfera,Arenodosaria antipoda,,
,,Articulina,,,,alticostata,,,,Articulina alticostata,benthic_foraminfera,Articulina alticostata,,
,,Articulina,,,cf.,tubulosa,,,,Articulina cf. tubulosa,benthic_foraminfera,Articulina cf. tubulosa,,
,,Articulina,,,,pacifica,,,,Articulina pacifica,benthic_foraminfera,Articulina pacifica,,
,,Aschemonella,,,,spp.,,,,Aschemonella spp.,benthic_foraminfera,Aschemonella spp.,,
,,Astacolus,,,,crepidulus,,,,Astacolus crepidulus,benthic_foraminfera,Astacolus crepidulus,,
,,Astacolus,,,,parallelus,,,,Astacolus parallelus,benthic_foraminfera,Astacolus parallelus,,
,,Astacolus,,,,sp.,,,,Astacolus sp.,benthic_foraminfera,Astacolus sp.,,
,,Astacolus,,,,spp.,,,,Astacolus spp.,benthic_foraminfera,Astacolus spp.,,
,,Astalocus,,,,bradyi,,,,Astalocus bradyi,benthic_foraminfera,Astalocus bradyi,,
,,Asterigerina,,,,planorbis,,,,Asterigerina planorbis,benthic_foraminfera,Asterigerina planorbis,,
,,Asterigerina,,,,sp.,,,,Asterigerina sp.,benthic_foraminfera,Asterigerina sp.,,
,,Asterigerina,,,,spp.,,,,Asterigerina spp.,benthic_foraminfera,Asterigerina spp.,,
,,Asterigerinata,,,,sp.,,,,Asterigerinata sp.,benthic_foraminfera,Asterigerinata sp.,,
,,Asterorotalia,,,,gaimardii,,,,Asterorotalia gaimardii,benthic_foraminfera,Asterorotalia gaimardii,,
,,Astrononion,,,,antarcticus,,,,Astrononion antarcticus,benthic_foraminfera,Astrononion antarcticus,,
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_foraminfera,Astrononion echolsi,,
,,Astrononion,,,,parki,,,,Astrononion parki,benthic_foraminfera,Astrononion parki,,
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_foraminfera,Astrononion sp.,,
,,Astrononion,,,,spp.,,,,Astrononion spp.,benthic_foraminfera,Astrononion spp.,,
,,Awhea,,,,spp.,,,,Awhea spp.,benthic_foraminfera,Awhea spp.,,
,,Baculogypsina,,,,sphaerulata,,,,Baculogypsina sphaerulata,benthic_foraminfera,Baculogypsina sphaerulata,,
,,Bathysiphon,,,,sp.,,,,Bathysiphon sp.,benthic_foraminfera,Bathysiphon sp.,,
,,Berthelina,,,,intermedia,,,,Berthelina intermedia,benthic_foraminfera,Berthelina  intermedia,,
,,Berthelina,,,,sp. 2,,,,Berthelina sp. 2,benthic_foraminfera,Berthelina sp. 2,,
,,Bigenerina,,,,nodosaria,,,,Bigenerina nodosaria,benthic_foraminfera,Bigenerina nodosaria,,
,,Bigenerina,,,,sp.,,,,Bigenerina sp.,benthic_foraminfera,Bigenerina sp.,,
,,Bigenerina,,,,spp.,,,,Bigenerina spp.,benthic_foraminfera,Bigenerina spp.,,
,,Bigerenina,,,,sp.,,,,Bigerenina sp.,benthic_foraminfera,Bigerenina sp.,,
,,Biloculina,,,,sp.,,,,Biloculina sp.,benthic_foraminfera,Biloculina sp.,,
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_foraminfera,Biloculinella sp.,,
,,Bolivina,,,,alata,,,,Bolivina alata,benthic_foraminfera,Bolivina alata,,
,,Bolivina,,,,aliformis,,,,Bolivina aliformis,benthic_foraminfera,Bolivina aliformis,,
,,Bolivina,,,,argentea,,,,Bolivina argentea,benthic_foraminfera,Bolivina argentea,,
,,Bolivina,,,,byramensis,,,,Bolivina byramensis,benthic_foraminfera,Bolivina byramensis,,
,,Bolivina,,,cf.,robusta,,,,Bolivina cf. robusta,benthic_foraminfera,Bolivina cf. robusta,,
,,Bolivina,,,,decussata,,,,Bolivina decussata,benthic_foraminfera,Bolivina decussata,,
,,Bolivina,,,,glutinata,,,,Bolivina glutinata,benthic_foraminfera,Bolivina glutinata,,
,,Bolivina,,,,huneri,,,,Bolivina huneri,benthic_foraminfera,Bolivina huneri,,
,,Bolivina,,,,incrassata,,,,Bolivina incrassata,benthic_foraminfera,Bolivina incrassata,,
,,Bolivina,,,,interjuncta,var.,bicostata,,Bolivina interjuncta var. bicostata,benthic_foraminfera,Bolivina interjuncta var. bicostata,,
,,Bolivina,,,,lapsus,,,,Bolivina lapsus,benthic_foraminfera,Bolivina lapsus,,
,,Bolivina,,,,minuta,,,,Bolivina minuta,benthic_foraminfera,Bolivina minuta,,
,,Bolivina,,,,ordinaria,,,,Bolivina ordinaria,benthic_foraminfera,Bolivina ordinaria,,
,,Bolivina,,,,pacifica,,,,Bolivina pacifica,benthic_foraminfera,Bolivina pacifica,,
,,Bolivina,,,,pusilla,,,,Bolivina pusilla,benthic_foraminfera,Bolivina pusilla,,
,,Bolivina,,,,reticulata,,,,Bolivina reticulata,benthic_foraminfera,Bolivina reticulata,,
,,Bolivina,,,,robusta,,,,Bolivina robusta,benthic_foraminfera,Bolivina robusta,,
,,Bolivina,,,,seminuda,,,,Bolivina seminuda,benthic_foraminfera,Bolivina seminuda,,
,,Bolivina,,,,semitruncata,,,,Bolivina semitruncata,benthic_foraminfera,Bolivina semitruncata,,
,,Bolivina,,,,sp.,,,,Bolivina sp.,benthic_foraminfera,Bolivina sp.,,
,,Bolivina,,,cf. ,crenulata,,,crenulate,Bolivina cf. crenulata (crenulate),benthic_foraminfera,Bolivina sp. (crenulate),,
,,Bolivina,,,,sp.,,,smooth flat,Bolivina sp. (smooth flat),benthic_foraminfera,Bolivina sp. (smooth flat),,
,,Bolivina,,,,spathulata,,,,Bolivina spathulata,benthic_foraminfera,Bolivina spathulata,,
,,Bolivina,,,,spissa,,,,Bolivina spissa,benthic_foraminfera,Bolivina spissa,,
,,Bolivina,,,,spp.,,,,Bolivina spp.,benthic_foraminfera,Bolivina spp.,,
,,Bolivina,,,,striatula,,,,Bolivina striatula,benthic_foraminfera,Bolivina striatula,,
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_foraminfera,Bolivina subaenariensis,,
,,Bolivina,,,,translucens,,,,Bolivina translucens,benthic_foraminfera,Bolivina translucens,,
,,Bolivinella,,,,elegans,,,,Bolivinella elegans,benthic_foraminfera,Bolivinella elegans,,
,,Bolivinellina,,,,translucens,,,,Bolivinellina translucens,benthic_foraminfera,Bolivinellina translucens,,
,,Bolivinita,,,,elegantissima,,,,Bolivinita elegantissima,benthic_foraminfera,Bolivinita elegantissima,,
,,Bolivinita,,,,pliozea,,,,Bolivinita pliozea,benthic_foraminfera,Bolivinita pliozea,,
,,Bolivinita,,,,pohana,,,,Bolivinita pohana,benthic_foraminfera,Bolivinita pohana,,
,,Bolivinita,,,,quadrilatera,,,,Bolivinita quadrilatera,benthic_foraminfera,Bolivinita quadrilatera,,
,,Bolivinopsis,,,,compta,,,,Bolivinopsis compta,benthic_foraminfera,Bolivinopsis compta,,
,,Bolivina,,,,pseudoplicata,,,,Bolivina pseudoplicata,benthic_foraminfera,Bolvina pseudoplicata,,
,,Bolivina,,,,subaenariensis,,,,Bolivina subaenariensis,benthic_foraminfera,Bolvina subaenariensis,,
,,Borelis,,,,melo,,,,Borelis melo,benthic_foraminfera,Borelis melo,,
,,Borelis,,,,spp.,,,,Borelis spp.,benthic_foraminfera,Borelis spp.,,
,,Brizalina,,,,alata,,,,Brizalina alata,benthic_foraminfera,Brizalina alata,,
,,Brizalina,,,cf.,difformis,,,,Brizalina cf. difformis,benthic_foraminfera,Brizalina cf. difformis,,
,,Brizalina,,,cf.,dilatata,,,,Brizalina cf. dilatata,benthic_foraminfera,Brizalina cf. dilatata,,
,,Brizalina,,,,dilatata,,,,Brizalina dilatata,benthic_foraminfera,Brizalina dilatata,,
,,Brizalina,,,,earlandi,,,,Brizalina earlandi,benthic_foraminfera,Brizalina earlandi,,
,,Brizalina,,,,pacifica,,,,Brizalina pacifica,benthic_foraminfera,Brizalina pacifica,,
,,Brizalina,,,,pusilla,,,,Brizalina pusilla,benthic_foraminfera,Brizalina pusilla,,
,,Brizalina,,,,semilineata,,,,Brizalina semilineata,benthic_foraminfera,Brizalina semilineata,,
,,Brizalina,,,,sp.,,,,Brizalina sp.,benthic_foraminfera,Brizalina sp.,,
,,Brizalina,,,,spathulata,,,,Brizalina spathulata,benthic_foraminfera,Brizalina spathulata,,
,,Brizalina,,,,spp.,,,,Brizalina spp.,benthic_foraminfera,Brizalina spp.,,
,,Brizalina,,,,striatula,,,,Brizalina striatula,benthic_foraminfera,Brizalina striatula,,
,,Buccella,,,,frigida,,,,Buccella frigida,benthic_foraminfera,Buccella frigida,,
,,Buccella,,,,inusitata,,,,Buccella inusitata,benthic_foraminfera,Buccella inusitata,,
,,Buccella ,,,,sp.,,,,Buccella sp.,benthic_foraminfera,Buccella sp.,,
,?,Bulbobaculites,,,,sp.,,,,? Bulbobaculites sp.,benthic_foraminfera,Bulbobaculites ?,,
,,Bulbobaculites,,,,problematicus,,,,Bulbobaculites problematicus,benthic_foraminfera,Bulbobaculites problematicus,,
,,Bulbobaculites,,,,sp.,,,,Bulbobaculites sp.,benthic_foraminfera,Bulbobaculites sp.,,
,,Bulimina,,,,acanthia,,,,Bulimina acanthia,benthic_foraminfera,Bulimina acanthia,,
,,Bulimina,,,,aculeata,,,,Bulimina aculeata,benthic_foraminfera,Bulimina aculeata,,
,,Bulimina,,,,alazanensis,,,,Bulimina alazanensis,benthic_foraminfera,Bulimina alazanensis,,
,,Bulimina,,,,barbata,,,,Bulimina barbata,benthic_foraminfera,Bulimina barbata,,
,,Bulimina,,,,bortonica,,,,Bulimina bortonica,benthic_foraminfera,Bulimina bortonica,,
,,Bulimina,,,cf.,alazanensis,,,,Bulimina cf. alazanensis,benthic_foraminfera,Bulimina cf. alazanensis,,
,,Bulimina,,,,costata,,,,Bulimina costata,benthic_foraminfera,Bulimina costata,,
,,Bulimina,,,,elongata,,,,Bulimina elongata,benthic_foraminfera,Bulimina elongata,,
,,Bulimina,,,,forticosta,,,,Bulimina forticosta,benthic_foraminfera,Bulimina forticosta,,
,,Bulimina,,,,gibba,,,,Bulimina gibba,benthic_foraminfera,Bulimina gibba,,
,,Bulimina,,,,glomarchallengeri,,,,Bulimina glomarchallengeri,benthic_foraminfera,Bulimina glomarchallengeri,,
,,Bulimina,,,,impendens,,,,Bulimina impendens,benthic_foraminfera,Bulimina impendens,,
,,Bulimina,,,,inflata,,,,Bulimina inflata,benthic_foraminfera,Bulimina inflata,,
,,Bulimina,,,,jarvisi,,,,Bulimina jarvisi,benthic_foraminfera,Bulimina jarvisi,,
,,Bulimina,,,,macilenta,,,,Bulimina macilenta,benthic_foraminfera,Bulimina macilenta,,
,,Bulimina,,,,marginata,,,,Bulimina marginata,benthic_foraminfera,Bulimina marginata,,
,,Bulimina,,,,mexicana,,,,Bulimina mexicana,benthic_foraminfera,Bulimina mexicana,,
,,Bulimina,,,,midwayensis,,,,Bulimina midwayensis,benthic_foraminfera,Bulimina midwayensis,,
,,Bulimina,,,,miolaevis,,,,Bulimina miolaevis,benthic_foraminfera,Bulimina miolaevis,,
,,Bulimina,,,,pupoides,,,,Bulimina pupoides,benthic_foraminfera,Bulimina pupoides,,
,,Bulimina,,,,pupula,,,,Bulimina pupula,benthic_foraminfera,Bulimina pupula,,
,,Bulimina,,,,rostrata,,,,Bulimina rostrata,benthic_foraminfera,Bulimina rostrata,,
,,Bulimina,,,,serratospina,,,,Bulimina serratospina,benthic_foraminfera,Bulimina serratospina,,
,,Bulimina,,,,sp.,,,,Bulimina sp.,benthic_foraminfera,Bulimina sp.,,
,,Bulimina,,,,spp.,,,,Bulimina spp.,benthic_foraminfera,Bulimina spp.,,
,,Bulimina,,,,striata,,,,Bulimina striata,benthic_foraminfera,Bulimina striata,,
,,Bulimina,,,,striata,,group,,Bulimina striata group,benthic_foraminfera,Bulimina striata gr.,,
,,Bulimina,,,,subbortonica,,,,Bulimina subbortonica,benthic_foraminfera,Bulimina subbortonica,,
,,Bulimina,,,,thanetensis,,,,Bulimina thanetensis,benthic_foraminfera,Bulimina thanetensis,,
,,Bulimina,,,,translucens,,,,Bulimina translucens,benthic_foraminfera,Bulimina translucens,,
,,Bulimina,,,,triangularis,,,,Bulimina triangularis,benthic_foraminfera,Bulimina triangularis,,
,,Bulimina,,,,trihedra,,,,Bulimina trihedra,benthic_foraminfera,Bulimina trihedra,,
,,Bulimina,,,,trinitatensis,,,,Bulimina trinitatensis,benthic_foraminfera,Bulimina trinitatensis,,
,,Bulimina,,,,truncanella,,,,Bulimina truncanella,benthic_foraminfera,Bulimina truncanella,,
,,Bulimina,,,,tuxpamensis,,,,Bulimina tuxpamensis,benthic_foraminfera,Bulimina tuxpamensis,,
,,Buliminella,,,,browni,,,,Buliminella browni,benthic_foraminfera,Buliminella browni,,
,,Buliminella,,,,elegantissima,,,,Buliminella elegantissima,benthic_foraminfera,Buliminella elegantissima,,
,,Buliminella,,,,grata,,,,Buliminella grata,benthic_foraminfera,Buliminella grata,,
,,Buliminella,,,,parvula,,,,Buliminella parvula,benthic_foraminfera,Buliminella parvula,,
,,Buliminella,,,,sp.,,,,Buliminella sp.,benthic_foraminfera,Buliminella sp.,,
,,Buliminella,,,,spp.,,,,Buliminella spp.,benthic_foraminfera,Buliminella spp.,,
,,Buliminella,,,,tenuata,,,,Buliminella tenuata,benthic_foraminfera,Buliminella tenuata,,
,,Calcarina,,,,calcar,,,,Calcarina calcar,benthic_foraminfera,Calcarina calcar,,
,,Calcarina,,,,sp.,,,,Calcarina sp.,benthic_foraminfera,Calcarina sp.,,
,?,Cancris,,,,sp.,,,,? Cancris sp.,benthic_foraminfera,Cancris ?,,
,,Cancris,,,,auricula,,,,Cancris auricula,benthic_foraminfera,Cancris auricula,,
,,Cancris,,,,auriculus,,,,Cancris auriculus,benthic_foraminfera,Cancris auriculus,,
,,Cancris,,,,inflatus,,,,Cancris inflatus,benthic_foraminfera,Cancris inflatus,,
,,Cancris,,,,oblonga,,,,Cancris oblonga,benthic_foraminfera,Cancris oblonga,,
,,Cancris,,,,sp.,,,,Cancris sp.,benthic_foraminfera,Cancris sp.,,
,,Cancris,,,,spp.,,,,Cancris spp.,benthic_foraminfera,Cancris spp.,,
,,Cassidulina,,,,californica,,,,Cassidulina californica,benthic_foraminfera,Cassidulina californica,,
