Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample
361,U1474,A,1,1-1,H,1,Mudline,NANNO,0,5,0.0,0.05,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,,A,F,,C,,,,C,,C,,,,,,C,,,F,,,,C,,,,,,,,C,,P,C,F,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,F,,F,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-1H-1-Mudline
361,U1474,A,1,1-1,H,1,W,50/50-NANNO,0,0,0.5,0.5,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A,,A,,A,F,,,,,,,,C,,,,C,,C,,,A,,,,C,,C,,,,F,,F,,,C,C,C,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,A,,,,,,,,361-U1474A-1H-1-W
361,U1474,A,1,1-2,H,2,W,70/70-NANNO,0,0,2.2,2.2,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,C,A,A,,A,,,,,C,C,,,,F,,C,,,C,,,,C,,C,,,,,,C,,,C,C,C,,C,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,A,,,,,,,,361-U1474A-1H-2-W
361,U1474,A,1,1-3,H,3,W,70/70-NANNO,0,0,3.7,3.7,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,C,A,A,,A,,,,,C,C,,,F,,,C,,,C,F,,,,,,,,,F,,C,,,C,C,C,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,F,,,,,361-U1474A-1H-3-W
361,U1474,A,1,1-4,H,4,W,70/70-NANNO,0,0,4.71,4.71,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,C,A,A,A,A,,,,,,C,,,,F,,C,,,C,,,,C,,F,,,,,P,F,,,C,C,C,,F,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,F,,,,,,,,,,,A,,,F,,,,,361-U1474A-1H-4-W
361,U1474,A,1,1-CC,H,CC,PAL,NANNO,0,5,5.38,5.43,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,,A,C,,A,,,,,,,,,,,,C,,,F,,,,C,,F,,,,,R,F,,,C,F,F,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,A,,,P,,,,,361-U1474A-1H-CC-PAL
361,U1474,A,2,2-1,H,1,W,110/110-NANNO,0,0,6.5,6.5,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,C,C,A,C,,A,,,,,,,,,F,F,,C,,,C,,,,F,,F,,,,F,,C,,,,F,C,,,F,F,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,F,,,,,,,,,,,A,,,F,,,,,361-U1474A-2H-1-W
361,U1474,A,2,2-2,H,2,W,70/70-NANNO,0,0,7.6,7.6,,,,NN21 [G12],"NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,C,A,A,,A,,,,,,A,,,,,,C,,,F,,,,C,,F,,F,,,,C,,,,C,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-2H-2-W
361,U1474,A,2,2-3,H,3,W,70/70-NANNO,0,0,9.1,9.1,"B Emiliania huxleyi (Gradstein et al., 2012)",B,0.29,NN20 - NN21 [G12],"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012) to NN21 - Emiliania huxleyi (Gradstein et al., 2012)",G [P41],A [A112],,A,F,A,C,,A,,,,,,,,,P,,,C,,,C,,,,C,,,,,,,,C,,,F,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,F,,,,,,361-U1474A-2H-3-W
361,U1474,A,2,2-4,H,4,W,70/70-NANNO,0,0,10.6,10.6,,,,NN20 [G12],"NN20 - Gephyrocapsa oceanica (Gradstein et al., 2012)",G [P41],A [A112],,,C,A,A,,A,,,,,,,,,,F,,C,,,C,,,,C,,,,F,,,,,,,F,C,C,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,A,,,,,,,,361-U1474A-2H-4-W
