Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Preservation,Group abundance,Percentage of nannos in total assemblage [%],Emiliania huxleyi,Gephyrocapsa caribbeanica,Gephyrocapsa oceanica,Gephyrocapsa sp. (<4 microns),Gephyrocapsa sp. (closed >4 microns),Gephyrocapsa sp. (4-5.5 microns),Gephyrocapsa sp. (>5.5 microns),Pseudoemiliania lacunosa,Reticulofenestra sp. (>7 microns),Reticulofenestra sp. (5-7 microns),Reticulofenestra sp. (3-5 microns),Reticulofenestra sp. (<3 microns),Reticulofenestra asanoi,Reticulofenestra pseudoumbilicus,Cyclicargolithus floridanus,Coccolithus pelagicus,Coccolithus pliopelagicus,Calcidiscus leptoporus,Calcidiscus macintyrei,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Coronocyclus nitescens,Hayaster perplexus,Oolithotus sp.,Helicosphaera carteri,Helicosphaera sellii,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera wallichii,Helicosphaera spp.,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera sp.,Scyphosphaera globulata,Scyphosphaera spp.,Rhabdosphaera clavigera,Syracosphaera pulchra,Syracosphaera spp.,Braarudosphaera bigelowii,Discosphaera tubifera,Umbellosphaera irregularis,Umbellosphaera tenuis,Calciosolenia murrayi,Discoaster brouweri,Discoaster asymmetricus,Discoaster tamalis,Discoaster triradiatus,Discoaster surculus,Discoaster variabilis,Discoaster pentaradiatus,Discoaster quinqueramus,Discoaster berggrenii,Discoaster blackstockae,Discoaster challengeri,Discoaster decorus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster quadramus,Discoaster tristellifer,Discoaster loeblichii,Discoaster spp.,Sphenolithus abies,Sphenolithus grandis,Sphenolithus neoabies,Sphenolithus spp.,Sphenolithus verensis,Ceratolithus cristatus,Ceratolithus armatus,Ceratolithus acutus,Ceratolithus larrymayeri,Ceratolithus rugosus,Ceratolithus spp.,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus tricorniculatus,Amaurolithus primus,Amaurolithus spp.,Nicklithus amplificus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus spp.,Minylitha convallis,Florisphaera profunda,Thoracosphaera sp.,Ascidian spicules,Reworked species,Nannofossil comment,File Data,Ship File Links,Shore File Links,Sample
361,U1478,A,15,15-4,H,4,W,70/70-NANNO,0,0,135.4,135.4,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,C,,C,C,C,R,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There is Braarudosphaera :),,,,361-U1478A-15H-4-W 70/70-NANNO
361,U1478,A,15,15-CC,H,CC,PAL,NANNO,0,5,139.4,139.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,C,,,,,F,,,,C,,F,A,A,,,,,,F,F,,C,,,,C,F,,,,,,,F,,P,C,C,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-15H-CC-PAL-NANNO
361,U1478,A,16,16-3,H,3,W,135/135-NANNO,0,0,144.07,144.07,"T Calcidiscus macintyrei (Gradstein et al., 2012)",T,1.6,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,F,F,C,R,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Another Braarudosphaera!,,,,361-U1478A-16H-3-W 135/135-NANNO
361,U1478,A,16,16-4,H,4,W,97/97-NANNO,0,0,145.2,145.2,"B Gephyrocapsa (>5.5 ï¿½m) (Gradstein et al., 2012)",B,1.62,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,R,,C,R,F,F,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braarudosphaera,,,,361-U1478A-16H-4-W 97/97-NANNO
361,U1478,A,16,16-5,H,5,W,125/125-NANNO,0,0,147.01,147.01,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,F,F,F,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-16H-5-W 125/125-NANNO
361,U1478,A,16,16-CC,H,CC,PAL,NANNO,0,5,149.58,149.63,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,C,,,,C,,C,A,A,,,,,,C,F,F,F,,,,C,F,,,,,,,C,,,C,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-16H-CC-PAL-NANNO
361,U1478,A,17,17-4,H,4,W,40/40-NANNO,0,0,153.97,153.97,"B Gephyrocapsa (>4 ï¿½m) (Gradstein et al., 2012)",B,1.73,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,F,,C,F,C,,C,,,,,,,,,,,R,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some Gephs have lost bars,,,,361-U1478A-17H-4-W 40/40-NANNO
361,U1478,A,17,17-5,H,5,W,90/90-NANNO,0,0,155.98,155.98,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,F,,R,,C,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-17H-5-W 90/90-NANNO
361,U1478,A,17,17-6,H,6,W,30/30-NANNO,0,0,156.89,156.89,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,F,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-17H-6-W 30/30-NANNO
361,U1478,A,17,17-CC,H,CC,PAL,NANNO,0,5,159.05,159.1,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,F,,,,C,,,A,A,,,,,,C,F,,F,,,,F,F,,,,,,,F,,,C,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-17H-CC-PAL-NANNO
361,U1478,A,18,18-4,H,4,W,47/47-NANNO,0,0,163.67,163.67,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,F,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-18H-4-W 47/47-NANNO
361,U1478,A,18,18-6,H,6,W,54/54-NANNO,0,0,166.74,166.74,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,A,,,,,F,,F,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alternative B of medium gephs,,,,361-U1478A-18H-6-W 54/54-NANNO
361,U1478,A,18,18-CC,H,CC,PAL,NANNO,0,5,168.4,168.45,,,,NN19,"NN19 - Pseudoemiliania lacunosa (Gradstein et al., 2012)",G,C,,,,,F,,,,C,,F,C,A,,,,,,F,F,,C,,,,F,F,,,,,,,F,,,C,,C,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-18H-CC-PAL-NANNO
361,U1478,A,19,19-2,H,2,W,91/91-NANNO,0,0,170.61,170.61,"T Discoaster brouweri (Gradstein et al., 2012)",T,1.93,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,A,,,,F,,,,,,,,,,,C,,,,,,,C,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dominated by small Reticulofenestra, small gephs",,,,361-U1478A-19H-2-W 91/91-NANNO
361,U1478,A,19,19-CC,H,CC,PAL,NANNO,0,5,177.67,177.72,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,C,,,,,C,,,,F,,,C,A,,,,F,,F,P,,,,,,F,,P,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,No medium and large gephs,,,,361-U1478A-19H-CC-PAL-NANNO
361,U1478,A,20,20-2,H,2,W,118/118-NANNO,0,0,180.38,180.38,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,P,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,361-U1478A-20H-2-W 118/118-NANNO
361,U1478,A,20,20-5,H,5,W,79/79-NANNO,0,0,184.49,184.49,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-20H-5-W 79/79-NANNO
361,U1478,A,20,20-CC,H,CC,PAL,NANNO,0,5,187.73,187.78,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,C,,,,,F,,F,F,,R,,,,F,F,,,,F,P,,F,,,F,F,,,F,,,,F,,,R,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,C,,,,large C. leptoporus; also small ones,,,,361-U1478A-20H-CC-PAL-NANNO
361,U1478,A,21,21-5,H,5,W,54/54-NANNO,0,0,193.75,193.75,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,,,,,F,,,C,A,,P,,F,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,F,,,P,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,fragments of discoasters,,,,361-U1478A-21H-5-W 54/54-NANNO
361,U1478,A,21,21-6,H,6,W,74/74-NANNO,0,0,195.44,195.44,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,C,C,,,,F,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,C,,,P,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,fragments of discoasters,,,,361-U1478A-21H-6-W 74/74-NANNO
361,U1478,A,21,21-CC,H,CC,PAL,NANNO,0,5,196.17,196.22,,,,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,C,C,,,,R,,F,F,,,,,,F,F,,,,F,R,R,,,,R,R,R,,R,,,,C,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,sandy layer,,,,361-U1478A-21H-CC-PAL-NANNO
361,U1478,A,22,22-2,F,2,W,85/85-NANNO,0,0,199.05,199.05,"T Discoaster pentaradiatus (Gradstein et al., 2012)",T,2.39,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",M,A,,,,,,,,,F,,,A,A,,,,C,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,C,,,,,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-22F-2-W 85/85-NANNO
361,U1478,A,22,22-4,F,4,W,55/55-NANNO,0,0,201.24,201.24,"T Discoaster surculus (Gradstein et al., 2012)",T,2.49,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,C,C,,,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,F,,F,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-22F-4-W 55/55-NANNO
361,U1478,A,22,22-CC,F,CC,PAL,NANNO,0,5,201.65,201.7,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,A,C,,,,F,,C,F,,,,,,C,F,F,,,C,,,C,,,F,C,C,,F,,,,C,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,C,,,,sandy interval,,,,361-U1478A-22F-CC-PAL-NANNO
361,U1478,A,23,23-1,F,1,W,50/50-NANNO,0,0,201.9,201.9,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,C,A,,,,,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,,F,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-23F-1-W 50/50-NANNO
361,U1478,A,23,23-2,F,2,W,90/90-NANNO,0,0,203.82,203.82,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,F,,,C,A,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,F,,,P,C,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-23F-2-W 90/90-NANNO
361,U1478,A,23,23-CC,F,CC,PAL,NANNO,0,5,206.54,206.59,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,C,A,,,,C,,C,C,,,,,,C,C,,,,F,F,F,F,,F,,,,,F,,,,C,,,,C,,C,,,,,,,,,,,,F,,,,,,,,,,P,,,,,,,,,,,,A,,,,more abundant nannos than previous CC layers,,,,361-U1478A-23F-CC-PAL-NANNO
361,U1478,A,24,24-1,F,1,W,50/50-NANNO,0,0,206.6,206.6,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,F,,,C,A,,,,F,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,,,,C,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-24F-1-W 50/50-NANNO
361,U1478,A,24,24-2,F,2,W,100/100-NANNO,0,0,208.6,208.6,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,F,A,,,,C,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,R,,,C,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-24F-2-W 100/100-NANNO
361,U1478,A,24,24-3,F,3,W,88/88-NANNO,0,0,210.03,210.03,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,F,,,F,A,,,,F,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,,,P,C,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-24F-3-W 88/88-NANNO
361,U1478,A,24,24-CC,F,CC,PAL,NANNO,0,5,211.02,211.07,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,C,A,,,,C,,C,C,,,,,,C,F,R,,,F,F,,C,,C,F,,,,F,,,,C,,,P,F,,C,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-24F-CC-PAL-NANNO
361,U1478,A,25,25-2,F,2,W,55/55-NANNO,0,0,212.77,212.77,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,F,,,F,C,,,,F,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,C,R,,,F,,C,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-25F-2-W 55/55-NANNO
361,U1478,A,25,25-4,F,4,W,15/15-NANNO,0,0,214.91,214.91,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,F,P,R,C,A,,P,,F,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,C,R,,,F,,C,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-25F-4-W 15/15-NANNO
361,U1478,A,25,25-CC,F,CC,PAL,NANNO,0,5,215.65,215.7,"T Discoaster tamalis (Gradstein et al., 2012)",T,2.8,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,F,,,A,A,,,,C,,C,C,,,,,,C,,,,,,F,F,C,,C,,C,,,F,,,,C,,F,P,C,,C,,,,,,,,,,,,F,,,,,,R,,,,,P,,,,,,,,,,,C,,,,few discoaster fragments,,,,361-U1478A-25F-CC-PAL-NANNO
361,U1478,A,26,26-1,F,1,W,50/50-NANNO,0,0,216,216,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",M,A,,,,,,,,,,,,,,,F,,F,,,C,,,,,,,R,,,,,,,,,,,,,,,,,,C,F,F,,R,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-26F-1-W 50/50-NANNO
361,U1478,A,26,26-2,F,2,W,85/85-NANNO,0,0,217.86,217.86,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,R,,C,,,F,,,,,,,C,,,,,,,,,,,,,,,,,,C,F,P,,F,,C,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-26F-2-W 85/85-NANNO
361,U1478,A,26,26-CC,F,CC,PAL,NANNO,0,5,220.55,220.6,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,F,C,C,,,,C,,C,C,,,,,,C,F,,,,C,R,,C,F,,R,C,C,,R,,,,C,R,R,,F,,C,,,,,,,,,,,,F,P,,,R,,,,,,,,,,,,,,,,,,C,,,,sandy layer,,,,361-U1478A-26F-CC-PAL-NANNO
361,U1478,A,27,27-2,F,2,W,70/70-NANNO,0,0,222.41,222.41,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,F,,F,,,C,,,,,,,F,,,,,,,,,P,,,,,,,,,C,F,P,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-27F-2-W 70/70-NANNO
361,U1478,A,27,27-4,F,4,W,28/28-NANNO,0,0,224.52,224.52,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,,,C,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,C,F,F,,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-27F-4-W 28/28-NANNO
361,U1478,A,27,27-CC,F,CC,PAL,NANNO,0,5,225.02,225.07,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,C,,,,A,,,,C,,C,C,,,,,,C,C,F,,,C,F,F,C,,,F,C,C,,C,,,,C,R,R,,C,,C,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,A,,,F,sandy layer; contains overgrown discoasters,,,,361-U1478A-27F-CC-PAL-NANNO
361,U1478,A,28,28-1,F,1,W,80/80-NANNO,0,0,225.7,225.7,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,,,F,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,C,R,F,,F,,F,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-28F-1-W 80/80-NANNO
361,U1478,A,28,28-3,F,3,W,50/50-NANNO,0,0,228.44,228.44,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,C,,,,,,,,,,,,,,,,,F,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,F,R,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-28F-3-W 50/50-NANNO
361,U1478,A,28,28-CC,F,CC,PAL,NANNO,0,5,229.39,229.44,"T Sphenolithus spp. (Gradstein et al., 2012)",T,3.54,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,A,A,,P,,C,,F,F,,,,,,C,F,F,,,F,F,,C,,R,R,C,C,,R,,,,F,R,R,,F,,F,,,,R,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,361-U1478A-28F-CC-PAL-NANNO
361,U1478,A,29,29-2,F,2,W,70/70-NANNO,0,0,231.65,231.65,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,C,,,,,,,,,,,,,,,,,F,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,F,F,,F,,F,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-29F-2-W 70/70-NANNO
361,U1478,A,29,29-3,F,3,W,75/75-NANNO,0,0,233.14,233.14,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,C,,,,,,,,,,,,,,,,,C,,,C,,,,,,,F,,,,,,,,,,,,,,,,,,F,,R,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,361-U1478A-29F-3-W 75/75-NANNO
361,U1478,A,29,29-CC,F,CC,PAL,NANNO,0,5,234.6,234.65,,,,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,A,,,,,,,,,,R,F,C,A,,R,,C,,F,F,,,,,,C,F,,,,C,F,F,C,,,F,F,F,,F,,,,C,F,F,,F,,C,,,,P,,,,,,,,F,P,,,F,,,,,,,,,,,,,,,,,,C,,,,Sandy layer,,,,361-U1478A-29F-CC-PAL-NANNO
361,U1478,A,30,30-1,F,1,W,17/17-NANNO,0,0,234.47,234.47,"T Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",T,3.7,NN15 - NN16,"NN15 - Reticulofenestra pseudoumbilicus - NN16 - Discoaster surculus (Gradstein et al., 2012)",G,C,,,,,,,,,,,,,,,F,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,P,R,,F,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,A,,,,,,,,361-U1478A-30F-1-W 17/17-NANNO
361,U1478,A,30,30-2,F,2,W,65/65-NANNO,0,0,236.39,236.39,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,C,,,,,,,,,,,,,,,F,,F,,,F,,,,,,,F,,,,,,,,,P,,,,,,,,,C,,F,,R,,C,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,C,,,,,,,,361-U1478A-30F-2-W 65/65-NANNO
361,U1478,A,30,30-3,F,3,W,118/118-NANNO,0,0,238.4,238.4,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,,,F,,,F,,,,,,,F,,,,,,,,,F,,,,,,,,,C,,R,,,,C,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,361-U1478A-30F-3-W 118/118-NANNO
361,U1478,A,30,30-CC,F,CC,PAL,NANNO,0,5,239.39,239.44,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,F,R,C,C,A,,R,,F,,F,F,,,,,,F,F,,,,F,F,F,F,,,F,C,C,,C,,,,F,R,R,P,F,,F,,,,,,,,,,,,,,,,,,P,,,,P,P,,,,,,,,,,,C,,,,,,,,361-U1478A-30F-CC-PAL-NANNO
361,U1478,A,31,31-1,F,1,W,85/85-NANNO,0,0,239.85,239.85,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,R,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,C,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-31F-1-W 85/85-NANNO
361,U1478,A,31,31-2,F,2,W,50/50-NANNO,0,0,241.03,241.03,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,F,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,F,R,,F,,F,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,,,,,,,,,,,,,,361-U1478A-31F-2-W 50/50-NANNO
361,U1478,A,31,31-3,F,3,W,10/10-NANNO,0,0,242.08,242.08,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,F,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-31F-3-W 10/10-NANNO
361,U1478,A,31,31-CC,F,CC,PAL,NANNO,0,5,244.13,244.18,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,F,C,A,A,,F,,C,,F,C,,,,,,C,F,,,,C,F,F,C,,,F,F,F,,F,,,,C,F,F,,F,,C,,,,,,,,,,,,R,R,,,,,,,,,P,,,,,,,,,,,,C,,,,,,,,361-U1478A-31F-CC-PAL-NANNO
361,U1478,A,32,32-1,F,1,W,60/60-NANNO,0,0,244.3,244.3,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,F,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,F,R,,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-32F-1-W 60/60-NANNO
361,U1478,A,32,32-2,F,2,W,70/70-NANNO,0,0,245.82,245.82,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,,,,,,,C,,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,F,,F,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,361-U1478A-32F-2-W 70/70-NANNO
361,U1478,A,32,32-CC,F,CC,PAL,NANNO,0,5,248.59,248.64,,,,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G,A,,,,,,,,,F,C,C,C,A,,C,,C,,C,C,,,,,,C,F,F,,,C,F,F,C,,F,F,F,F,,F,,,,C,F,,P,F,,C,,,P,,,,,,,,,F,C,,,A,,P,,P,,P,,,,P,,,,,,,,C,,,R,,,,,361-U1478A-32F-CC-PAL-NANNO
