Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1445C-7H-6-A,114.0,116.0,57.42,57.44,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,7,H,6,A
353-U1445C-7H-6-A,116.0,145.0,57.44,57.73,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Foraminifer rich sandy bleb between 117.5 and 118.5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,6,A
353-U1445C-7H-7-A,0.0,17.5,57.73,57.905,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,7,A
353-U1445C-7H-7-A,17.5,18.5,57.905,57.915,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,7,H,7,A
353-U1445C-7H-7-A,18.5,53.0,57.915,58.26,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,7,A
353-U1445C-7H-7-A,53.0,54.0,58.26,58.27,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,7,H,7,A
353-U1445C-7H-7-A,54.0,120.0,58.27,58.93,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Sandy bleb between 66-68 cm. Pyrite nodule between 113 and 114 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,7,A
353-U1445C-7H-8-A,0.0,18.0,58.93,59.11,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Light gray nodule between 8-10 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,8,A
353-U1445C-7H-8-A,18.0,19.5,59.11,59.125,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,7,H,8,A
353-U1445C-7H-8-A,19.5,42.0,59.125,59.35,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,8,A
353-U1445C-7H-8-A,42.0,43.0,59.35,59.36,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,7,H,8,A
353-U1445C-7H-8-A,43.0,62.0,59.36,59.55,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Sandy bleb between 49 and 53 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,8,A
353-U1445C-7H-CC-A,0.0,9.0,59.55,59.64,,biosilica rich,clay,with nannofossils,biosilica rich clay,biosilica rich clay with nannofossils,clay with nannofossils,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,7,H,CC,A
353-U1445C-8H-1-A,0.0,59.5,59.9,60.495,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Sandy bleb between 49-50 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,1,A
353-U1445C-8H-1-A,59.5,60.5,60.495,60.505,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,1,A
353-U1445C-8H-1-A,60.5,145.0,60.505,61.35,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,1,A
353-U1445C-8H-2-A,0.0,79.5,61.35,62.145,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,2,A
353-U1445C-8H-2-A,79.5,80.5,62.145,62.155,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,2,A
353-U1445C-8H-2-A,80.5,92.0,62.155,62.27,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,2,A
353-U1445C-8H-2-A,92.0,93.0,62.27,62.28,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,2,A
353-U1445C-8H-2-A,93.0,144.0,62.28,62.79,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Large light gray nodule (pyrite -rich) between 103.5 and 106 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,2,A
353-U1445C-8H-3-A,0.0,43.0,62.79,63.22,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Sandy bleb between 21 and 23 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,3,A
353-U1445C-8H-3-A,43.0,44.0,63.22,63.23,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,3,A
353-U1445C-8H-3-A,44.0,150.0,63.23,64.29,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,3,A
353-U1445C-8H-4-A,0.0,58.0,64.29,64.87,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,4,A
353-U1445C-8H-4-A,58.0,59.0,64.87,64.88,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,4,A
353-U1445C-8H-4-A,59.0,132.0,64.88,65.61,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,4,A
353-U1445C-8H-4-A,132.0,133.5,65.61,65.625,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,4,A
353-U1445C-8H-4-A,133.5,145.0,65.625,65.74,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,4,A
353-U1445C-8H-5-A,0.0,97.0,65.74,66.71,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),gradational,,,,,,,,,,,,Light gray sandy (Qz-rich?) bleb between 43.5-44.5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,5,A
353-U1445C-8H-5-A,97.0,102.0,66.71,66.76,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,5,A
353-U1445C-8H-5-A,102.0,145.0,66.76,67.19,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,5,A
353-U1445C-8H-6-A,0.0,78.0,67.19,67.97,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Greenish gray clayey clast between 18-25 cm. Olive brown clayey clast between 34.5-35.5 cm. Sandy bleb between 28-30 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,78.0,79.0,67.97,67.98,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,79.0,119.5,67.98,68.385,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,119.5,120.5,68.385,68.395,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,120.5,123.5,68.395,68.425,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,123.5,124.5,68.425,68.435,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,124.5,143.0,68.435,68.62,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,143.0,144.0,68.62,68.63,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-6-A,144.0,148.0,68.63,68.67,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,6,A
353-U1445C-8H-7-A,0.0,8.5,68.67,68.755,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,7,A
353-U1445C-8H-7-A,8.5,9.5,68.755,68.765,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,7,A
353-U1445C-8H-7-A,9.5,18.0,68.765,68.85,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,7,A
353-U1445C-8H-7-A,18.0,19.0,68.85,68.86,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,8,H,7,A
353-U1445C-8H-7-A,19.0,108.0,68.86,69.75,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Sandy blebs at 95-97 and 101-102 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,8,H,7,A
353-U1445C-8H-CC-A,0.0,21.0,69.75,69.96,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,,,,,353,U1445,C,8,H,CC,A
353-U1445C-9H-1-A,0.0,61.0,69.4,70.01,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,1,A
353-U1445C-9H-1-A,61.0,63.0,70.01,70.03,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,9,H,1,A
353-U1445C-9H-1-A,63.0,150.0,70.03,70.9,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Light gray nodule at 87-88 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,1,A
353-U1445C-9H-2-A,0.0,150.0,70.9,72.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Light gray nodules at 30-31 and 106 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,2,A
353-U1445C-9H-3-A,0.0,73.0,72.4,73.13,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Light gray nodule at 15 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,3,A
353-U1445C-9H-3-A,73.0,74.0,73.13,73.14,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 8/1 (white),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,9,H,3,A
353-U1445C-9H-3-A,74.0,146.0,73.14,73.86,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,3,A
353-U1445C-9H-4-A,0.0,147.0,73.86,75.33,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,"Sandy blebs at 11-13, 29 and 60.5-62 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.",,,,353,U1445,C,9,H,4,A
353-U1445C-9H-5-A,0.0,145.0,75.33,76.78,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Sandy bleb between 122.5-123.5 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,5,A
353-U1445C-9H-6-A,0.0,140.0,76.78,78.18,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Sandy blebs at 32-33 and 106.5-108 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,6,A
353-U1445C-9H-6-A,140.0,142.5,78.18,78.205,,clayey,silt,,clayey silt,clayey silt,silt,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,9,H,6,A
353-U1445C-9H-6-A,142.5,150.0,78.205,78.28,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,6,A
353-U1445C-9H-7-A,0.0,24.0,78.28,78.52,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-7-A,24.0,25.0,78.52,78.53,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-7-A,25.0,27.0,78.53,78.55,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-7-A,27.0,29.5,78.55,78.575,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-7-A,29.5,61.0,78.575,78.89,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),bioturbated,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-7-A,61.0,62.0,78.89,78.9,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-7-A,62.0,65.0,78.9,78.93,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,7,A
353-U1445C-9H-CC-A,0.0,22.0,78.93,79.15,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 3/10Y (very dark greenish gray),,,,,,,,,,,,,Sandy bleb at 10-12 cm. Faint color variations from very dark greenish gray (GLEY 1 3/10Y) to greenish gray (GLEY 1 5/10Y) along the interval.,,,,353,U1445,C,9,H,CC,A
353-U1445C-10H-1-A,0.0,10.0,78.9,79.0,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,10.0,11.0,79.0,79.01,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,11.0,17.0,79.01,79.07,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,17.0,18.0,79.07,79.08,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,18.0,29.0,79.08,79.19,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,29.0,30.0,79.19,79.2,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,30.0,40.0,79.2,79.3,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,40.0,43.0,79.3,79.33,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,43.0,64.0,79.33,79.54,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,64.0,76.0,79.54,79.66,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,medium bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,76.0,102.0,79.66,79.92,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,102.0,103.0,79.92,79.93,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,103.0,111.0,79.93,80.01,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,111.0,112.0,80.01,80.02,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,112.0,134.0,80.02,80.24,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),bioturbated,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,134.0,135.0,80.24,80.25,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-1-A,135.0,150.0,80.25,80.4,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,1,A
353-U1445C-10H-2-A,0.0,3.0,80.4,80.43,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 6/10Y (greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,2,A
353-U1445C-10H-2-A,3.0,4.0,80.43,80.44,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,2,A
353-U1445C-10H-2-A,4.0,10.0,80.44,80.5,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 4/10Y (dark greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,2,A
353-U1445C-10H-2-A,10.0,11.0,80.5,80.51,,silty,clay,,silty clay,silty clay,clay,,gray,5Y 4/2 (olive gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,2,A
353-U1445C-10H-2-A,11.0,21.0,80.51,80.61,,,clay,with biosilica,clay,clay with biosilica,clay with biosilica,,green,GLEY 1 6/10Y (greenish gray),gradational,,,,,,,,mottling,,,,,,,,353,U1445,C,10,H,2,A
353-U1445C-10H-2-A,21.0,27.0,80.61,80.67,,silty,sand,,silty sand,silty sand,sand,,gray,5Y 4/2 (olive gray),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1445,C,10,H,2,A
