Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus
320-U1334A-12H-4-W 70/70,320,U1334,A,12,12-4,H,4,W,70/70,0,0,108.4,108.4,PB - carinatus,P [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-12H-6-W 70/70,320,U1334,A,12,12-6,H,6,W,70/70,0,0,111.4,111.4,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],F [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,C [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-12H-7-W 30/30,320,U1334,A,12,12-7,H,7,W,30/30,0,0,112.27,112.27,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-12H-CC-PAL-NANNO,320,U1334,A,12,12-CC,H,CC,PAL,NANNO,0,0,112.85,112.85,PB - ciperoensis,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,A [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-13H-1-W 45/45,320,U1334,A,13,13-1,H,1,W,45/45,0,0,113.15,113.15,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320-U1334A-13H-2-W 45/45,320,U1334,A,13,13-2,H,2,W,45/45,0,0,113.65,113.65,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,F [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-13H-4-W 10/10,320,U1334,A,13,13-4,H,4,W,10/10,0,0,116.3,116.3,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],C [320_Ns],,,,C [320_Ns],F [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,A [320_Ns],,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-13H-6-W 45/45,320,U1334,A,13,13-6,H,6,W,45/45,0,0,119.65,119.65,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],C [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,F [320_Ns],,,,,,,F [320_Ns],,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-13H-CC-PAL-NANNO,320,U1334,A,13,13-CC,H,CC,PAL,NANNO,0,0,122.55,122.55,PB - ciperoensis,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-14H-2-W 40/40-NANNO,320,U1334,A,14,14-2,H,2,W,40/40-NANNO,0,0,124.1,124.1,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-14H-4-W 40/40-NANNO,320,U1334,A,14,14-4,H,4,W,40/40-NANNO,0,0,127.1,127.1,TDJ - ,P [320_N],F [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-14H-6-W 40/40-NANNO,320,U1334,A,14,14-6,H,6,W,40/40-NANNO,0,0,130.1,130.1,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,C [320_Ns],,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-14H-CC-PAL-NANNO,320,U1334,A,14,14-CC,H,CC,PAL,NANNO,0,0,131.96,131.96,PB - ciperoensis,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-15H-2-W 110/110-NANNO,320,U1334,A,15,15-2,H,2,W,110/110-NANNO,0,0,134.3,134.3,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-15H-4-W 110/110-NANNO,320,U1334,A,15,15-4,H,4,W,110/110-NANNO,0,0,137.3,137.3,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,R [320_Ns],,,,A [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-15H-6-W 40/40-NANNO,320,U1334,A,15,15-6,H,6,W,40/40-NANNO,0,0,139.6,139.6,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],R [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-15H-CC-PAL-NANNO,320,U1334,A,15,15-CC,H,CC,PAL,NANNO,0,0,141.2,141.2,PB - ciperoensis,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,C [320_Ns],,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,C [320_Ns],,,,A [320_Ns],C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-16H-2-W 110/110-NANNO,320,U1334,A,16,16-2,H,2,W,110/110-NANNO,0,0,143.8,143.8,TDJ - small floridanus acme,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],F [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-16H-4-W 110/110-NANNO,320,U1334,A,16,16-4,H,4,W,110/110-NANNO,0,0,146.8,146.8,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-16H-6-W 40/40-NANNO,320,U1334,A,16,16-6,H,6,W,40/40-NANNO,0,0,149.1,149.1,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-16H-CC-PAL-NANNO,320,U1334,A,16,16-CC,H,CC,PAL,NANNO,0,0,149.57,149.57,PB - ciperoensis,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],F [320_Ns],R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,,,C [320_Ns],C [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,R [320_Ns],,,,,,R [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
320-U1334A-17H-2-W 60/60-NANNO,320,U1334,A,17,17-2,H,2,W,60/60-NANNO,0,0,152.8,152.8,TDJ - ,M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,F [320_Ns],,F [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C [320_Ns],,,,C [320_Ns],F [320_Ns],,,,,,,,,,,,,,C [320_Ns],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A [320_Ns],,,,,,,,,,,,,,,,,,,,,
