taxon_group,verbatim_name,name,Comment,Notes (change to Internal only notes?),Any taxon above genus modifier,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id_old,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon_rank,pbdb_taxon_id,pbdb_taxon_name.1,pbdb_taxon_rank.1,Corrections to pbdb_taxon,family_taxon_id,family_taxon_name,superfamily_taxon_id,superfamily_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name
benthic_forams,Abyssamina incisa,,,,,,,Abyssamina,,,,incisa,,,,,762,Abyssamina,genus,,762,Abyssamina,genus,,103796,Chilostomellidae,,,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Adercotryma glomeratum,,,,,,,Adercotryma,,,,glomeratum,,,,,774,Adercotryma,genus,,774,Adercotryma,genus,,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Adercotryma sp.,,,,,,,Adercotryma,,,,sp.,,,,,774,Adercotryma,genus,,774,Adercotryma,genus,,,,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina decorata,,,,,,,Alabamina,,,,decorata,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina haitiensis,,,,,,,Alabamina,,,,haitiensis,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina marginata,,,,,,,Alabamina,,,,marginata,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina midwayensis,,,,,,,Alabamina,,,,midwayensis,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina naraensis,,,,,,,Alabamina,,,,naraensis,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina obtusa,,,,,,,Alabamina,,,,obtusa,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
benthic_forams,Alabamina polita,,,,,,,Alabamina,,,,polita,,,,,788,Alabamina,genus,,788,Alabamina,genus,,82213,Alabaminidae,,,,,,,288974,Foraminifera,212476,Rhizaria,,
