Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,eodp_id
342-U1408A-6H-CC-PAL,342,U1408,A,6,6-CC,H,CC,PAL,,0,12,51.68,51.8,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,-,C,F,,F,,R,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6a48d9642c9e0f5be8a6c02bff3ec5e
342-U1408A-7H-2-W 100/102-FORAM,342,U1408,A,7,7-2,H,2,W,100/102-FORAM,0,2,54.3,54.32,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,-,F,C,-,C,,R,,F,F,F,,,F,,,,,,,R,,,,,,R,,,,,,,,,,F,,,,,R,R,,,,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,F,,,bd4f1aeef7a5da6986cfaffbe88fbaff
342-U1408A-7H-6-W 100/102-FORAM,342,U1408,A,7,7-6,H,6,W,100/102-FORAM,0,2,60.3,60.32,NP17,"NP17 - Discoaster saipanensis (Gradstein et al., 2012)",,G-M,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,C,C,-,C,,R,,F,F,F,,,F,,,,,,,R,,,,,,R,,,,,,,,,,F,,,,,,F,,,,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,F,,,,,,,,R,,,,,F,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,F,,,,,,,,,,,R,,,,R,,,8f3c8ce953d1f8d661736a07d32549cd
342-U1408A-7H-CC-PAL,342,U1408,A,7,7-CC,H,CC,PAL,,0,10,61.89,61.99,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,M-G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,-,C,F,1,F,,R,,F,F,F,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4ec860ca7a99a259ef3b54c84edba4a
342-U1408A-8H-1-W 100/102-FORAM,342,U1408,A,8,8-1,H,1,W,100/102-FORAM,0,2,62.3,62.32,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,,C,C,R,F,,R,,F,F,C,,,F,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,,F,,,,,,,R,,,,R,,,,,,,,,F,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,,,,,,,28fe40f642d73509fdb902f0d0bb1215
342-U1408A-8H-2-W 100/102-FORAM,342,U1408,A,8,8-2,H,2,W,100/102-FORAM,0,2,63.8,63.82,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,2,C,C,R,F,,R,,F,F,F,,,F,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,R,R,,,,,,,R,,,,R,,,,,,,,,F,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,R,,,,R,,,612d7fba4af68ee94420367d5f5e440b
342-U1408A-8H-3-W 100/102-FORAM,342,U1408,A,8,8-3,H,3,W,100/102-FORAM,0,2,65.3,65.32,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,M-G,F,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,1,C,C,R,,,R,,F,F,F,,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,,,,R,R,,,,,,,R,,,,R,,,,,,,,,F,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,R,,,3771bf98f869983353d93b1dc682f9e6
342-U1408A-8H-6-W 90/92-FORAM,342,U1408,A,8,8-6,H,6,W,90/92-FORAM,0,2,69.7,69.72,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,R,C,F,1?,2,,R,,F,F,F,,,1,,,,,,,R,,,,,,R,,,,,,,,,,F,,,,,R,R,,,,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,R,,,,F,,,0ab5a8b1586a23e599fc01e67a08bbf2
342-U1408A-8H-CC-PAL,342,U1408,A,8,8-CC,H,CC,PAL,,0,10,70.76,70.86,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,F,C,F,R,-,,R,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94b63a8770a8ce8050cec883c9869c35
342-U1408A-9H-CC-PAL,342,U1408,A,9,9-CC,H,CC,PAL,,0,8,78.72,78.8,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,F,C,F,1,-,,R,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445a4eadf37402feb086e8057a148ce4
342-U1408A-10H-CC-PAL,342,U1408,A,10,10-CC,H,CC,PAL,,0,10,90.13,90.23,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,-,-,,F,C,F,,,,R,,F,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828dcc7c2150f046762a4b2a152a267
342-U1408A-11H-1-W 90/90-NANNO,342,U1408,A,11,11-1,H,1,W,90/90-NANNO,0,0,90.7,90.7,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,F,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,-,-,,F,C,F,,,,R,,F,F,F,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,,,,,R,,,,,,,F,,,,R,,,,,,,,,F,,,,,,,,,,F,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,,,,,,,,,R,,,,F,,,4bedc7358bd9b3c7b33fa33da229190d
342-U1408A-11H-6-W 90/90-NANNO,342,U1408,A,11,11-6,H,6,W,90/90-NANNO,0,0,98.2,98.2,NP 16,"NP16 - Discoaster tani nodifer (Gradstein et al., 2012)",,G,A,R,,C,,,,,,,,F,,,,,,,,,,,,,,,,,R,,,,,,,,F,,R,F,,,R,,F,F,F,,,,,,,,,,,R,,,,,R,,,,,,,,,,F,,,,,,F,,,,,,,F,,,,R,,,,,,,,,C,,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,F,,,,,,,,,,F,,,,F,,,9babb38ebb5d5f84969750e23148b1e3
