Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum type,Datum age average [Ma],Zone name (short),Zone name,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Preservation,Group abundance,Percentage of radiolarians in total assemblage [%],Comment,Acrobotrys tritubus,Acrosphaera spinosa,Actinoma leptoderma,Amphirhopalum ypsilon,Anthocyrtidium angulare,Artophormis barbadensis,Artophormis gracilis,Bekoma bidartensis,Bekoma campechensis,Bekoma spp.,Botryostrobus miralestense,Buccinosphaera invaginata,Buryella clinata,Buryella pentadica,Buryella spp.,Buryella tetradica,Calocyclas bandyca,Calocyclas hispida,Calocyclas turris,Calocycletta caepa,Calocycletta cladara,Calocycletta costata,Calocycletta serrata,Calocycletta sp.,Calocycletta virginis,Calocycloma castum,Carpocanopsis bramlettei,Carpocanopsis cingulata,Carpocanopsis cristata,Carpocanopsis favosa,Centrobotrys gravida,Centrobotrys petrushevskayae,Centrobotrys thermophila,Collosphaera tuberosa,Corythospyris fiscella,Corythospyris jubata,Cryptocarpium azyx,Cycladophora campanula,Cycladophora robusta,Cyrtocapsa cornuta,Cyrtocapsella elongata,Cyrtocapsella japonica,Cyrtocapsella sp.,Cyrtocapsella tetrapera,Diartus hughesi,Diartus petterssoni,Dictyocoryne ontongensis,Dictyoprora armadillo,Dictyoprora mongolfieri,Dictyoprora pirum,Didymocyrtis antepenultima,Didymocyrtis avita,Didymocyrtis laticonus,Didymocyrtis mammifera,Didymocyrtis penultima,Didymocyrtis prismatica,Didymocyrtis tetrathalamus,Didymocyrtis tubaria,Didymocyrtis violina,Dorcadospyris alata,Dorcadospyris ateuchus,Dorcadospyris dentata,Dorcadospyris forcipata,Dorcadospyris papilio,Dorcadospyris pseudopapilio,Eucyrtidium diaphanes,Eusyringium fistuligerum,Eusyringium lagena,Eusyringium striata striata,Flustrella sp.,Lamprocyrtis neoheteroporos,Lamprocyrtis nigriniae,Lamptonium fabaeforme,Lamptonium fabaeforme chaunothorax,Lamptonium fabaeforme constrictum,Lamptonium fabaeforme fabaeforme,Lamptonium pennatum,Lamptonium sanfilippoae,Liriospyris parkerae,Liriospyris stauropora,Lithocyclia angusta,Lithocyclia aristotelis,Lithocyclia crux,Lithocyclia ocellus,Lithopera bacca,Lithopera neotera,Lithopera renzae,Lithopera thornburgi,Lophocyrtis jacchia,Lychnocanoma amphitrite,Lychnocanoma bellum,Lychnocanoma trifolium,Lychnodictyum audax,Periphaena tripyramis triangula,Phomostichoartus corbula,Phormocyrtis cf. striata exquisita,Phormocyrtis cubensis,Phormocyrtis spp.,Phormocyrtis striata exquisita,Phormocyrtis striata striata,Phormostichoartus doliolum,Phormostichoartus fistula,Plannapus sp.,Podocyrtis  ampla,Podocyrtis  chalara,Podocyrtis acalles,Podocyrtis diamesa,Podocyrtis dorus,Podocyrtis fasciolata,Podocyrtis goetheana,Podocyrtis helenae,Podocyrtis mitra,Podocyrtis papalis,Podocyrtis phyxis,Podocyrtis sinuosa,Podocyrtis spp.,Podocyrtis trachodes,Pterocanium prismatium,Pterocodon (?) anteclinata,Pterocodon ampla,Pterocorys hertwigii,Rhopalocanium ornatum,Sethochytris triconiscus,Siphostichartus corona,Solenosphaera omnitubus,Spongaster berminghami,Spongaster pentas,Spongaster tetras tetras,Spongatractus balbis,Spongatractus pachystylus,Spongocore puella,Stichocorys delmontensis,Stichocorys johnsoni,Stichocorys peregrina,Stichocorys wollfii,Stylacontarium acquilonium,Stylatractus universus,Theocorys anaclasta,Theocorythium trachelium trachelium,Theocorythium vetulum,Theocotyle ? spp.,Theocotyle conica,Theocotyle cryptocephala,Theocotyle ficus,Theocotyle nigrinae,Theocotyle nigriniae,Theocotyle venezuelensis,Theocotylisa alpha,Theocotylissa ficus,Theocotylissa spp.,Theocyrtis annosa,Theocyrtis tuberosa,Thyrsocyrtis bromia,Thyrsocyrtis hirsuta,Thyrsocyrtis lochites,Thyrsocyrtis rhizodon,Thyrsocyrtis robusta,Thyrsocyrtis tarsipes,Thyrsocyrtis tensa,Thyrsocyrtis tetracantha,Thyrsocyrtis triacantha,Trisolenia megalactis,Tristylospyris triceros,File Data,Shore File Links,eodp_id
351-U1438E-39R-CC-PAL-RADS,351,U1438,E,39,39-CC,R,CC,PAL,RADS,0,6,1210.83,1210.89,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f1a243d5a826da69ffff82ef8df16e1
351-U1438E-40R-CC-PAL-RADS,351,U1438,E,40,40-CC,R,CC,PAL,RADS,0,9,1220.94,1221.03,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ee27f336e636782adfad6ce8fd300bb
351-U1438E-41R-CC-PAL-RADS,351,U1438,E,41,41-CC,R,CC,PAL,RADS,0,6,1230.6,1230.66,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9b7b8fe82baa95989544d116718756
351-U1438E-42R-CC-PAL-RADS,351,U1438,E,42,42-CC,R,CC,PAL,RADS,0,5,1238.28,1238.33,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3519ac61c9a6fab3fafbef323083de96
351-U1438E-43R-CC-PAL-RADS,351,U1438,E,43,43-CC,R,CC,PAL,RADS,0,12,1250.51,1250.63,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399d1979a31ddd90c7a11ae6037396cc
351-U1438E-44R-4-W 36/37-RADS,351,U1438,E,44,44-4,R,4,W,36/37-RADS,0,1,1259.34,1259.35,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2f59eeb66e87764b5d9e47e2a3d47db
351-U1438E-44R-CC-PAL-RADS,351,U1438,E,44,44-CC,R,CC,PAL,RADS,0,10,1262.06,1262.16,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69165748764aeafe2995d17d60148fe3
351-U1438E-45R-CC-PAL-RADS,351,U1438,E,45,45-CC,R,CC,PAL,RADS,0,9,1271.18,1271.27,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26e683d12c07f59b445f9c18dedbc45b
351-U1438E-46R-1-W 109/111-RADS,351,U1438,E,46,46-1,R,1,W,109/111-RADS,0,2,1274.89,1274.91,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4181118975cc481c82d43cbf9996e88
351-U1438E-46R-2-W 56/58-RADS,351,U1438,E,46,46-2,R,2,W,56/58-RADS,0,2,1275.85,1275.87,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64d4d6f142ee537f937296ff9b9831f7
351-U1438E-46R-CC-PAL-RADS,351,U1438,E,46,46-CC,R,CC,PAL,RADS,0,9,1279.65,1279.74,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bd5bc5158062b4df8041c00a94e9186
351-U1438E-47R-1-W 106/108-RADS,351,U1438,E,47,47-1,R,1,W,106/108-RADS,0,2,1284.06,1284.08,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c413be8f2ac7eda692cd58defd8e87f
351-U1438E-47R-3-W 88/90-RADS,351,U1438,E,47,47-3,R,3,W,88/90-RADS,0,2,1286.82,1286.84,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab86bf37b8b14ecf4435d6590f6ad687
351-U1438E-47R-CC-PAL-RADS,351,U1438,E,47,47-CC,R,CC,PAL,RADS,0,7,1290.47,1290.54,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ccef58c206e750081c1e780aa650e5a
351-U1438E-48R-CC-PAL-RADS,351,U1438,E,48,48-CC,R,CC,PAL,RADS,0,10,1297.03,1297.13,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68c4967b30d13c3fe0ebd2c0f3b53f6b
351-U1438E-49R-1-W 117/119-RADS,351,U1438,E,49,49-1,R,1,W,117/119-RADS,0,2,1302.57,1302.59,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8cd801de49ffd091a68139547fbe7a67
351-U1438E-49R-1-W 46/48-RADS,351,U1438,E,49,49-1,R,1,W,46/48-RADS,0,2,1301.86,1301.88,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e889975fc1fc9e2e80dcbdb94516da57
351-U1438E-49R-1-W 85/87-RADS,351,U1438,E,49,49-1,R,1,W,85/87-RADS,0,2,1302.25,1302.27,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640a1c9e4fed5a7750109775ef5259d
351-U1438E-49R-1-W 97/98-RADS,351,U1438,E,49,49-1,R,1,W,97/98-RADS,0,1,1302.37,1302.38,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a15dab753a978ed44a86eb0e59263e8
351-U1438E-49R-CC-PAL-RADS,351,U1438,E,49,49-CC,R,CC,PAL,RADS,0,5,1303.48,1303.53,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9f54fbbd48e8c8d61659149ba09961b
351-U1438E-50R-1-W 66/68-RADS,351,U1438,E,50,50-1,R,1,W,66/68-RADS,0,2,1311.26,1311.28,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d410118414a0c2716794e1f28249f820
351-U1438E-50R-1-W 87/89-RADS,351,U1438,E,50,50-1,R,1,W,87/89-RADS,0,2,1311.47,1311.49,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e9eafc00978c117c51e1cbf8c481762
351-U1438E-50R-CC-PAL-RADS,351,U1438,E,50,50-CC,R,CC,PAL,RADS,0,10,1311.8,1311.9,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfbccca4be8f54ef306779e5052e3fcb
351-U1438E-51R-CC-PAL-RADS,351,U1438,E,51,51-CC,R,CC,PAL,RADS,0,10,1322.62,1322.72,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99f7767da9396735ce72fbce81776f36
351-U1438E-52R-CC-PAL-RADS,351,U1438,E,52,52-CC,R,CC,PAL,RADS,0,4,1334.25,1334.29,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87a1dd2ad4c46690658ed37a14299eac
351-U1438E-53R-CC-PAL-RADS,351,U1438,E,53,53-CC,R,CC,PAL,RADS,0,6,1341.58,1341.64,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffce05b62ad41706001a80598fa781b1
351-U1438E-54R-CC-PAL-RADS,351,U1438,E,54,54-CC,R,CC,PAL,RADS,0,8,1352.56,1352.64,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2798a02077adf26a877404bdad79d22a
351-U1438E-55R-3-W 45/47-RADS,351,U1438,E,55,55-3,R,3,W,45/47-RADS,0,2,1361.75,1361.77,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2281a1bfb235c94ac84eb738030ccbb8
351-U1438E-55R-3-W 77/79-RADS,351,U1438,E,55,55-3,R,3,W,77/79-RADS,0,2,1362.07,1362.09,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369aeb4fce5b34828e05bd62e4464d87
351-U1438E-55R-CC-PAL-RADS,351,U1438,E,55,55-CC,R,CC,PAL,RADS,0,5,1362.61,1362.66,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f661228e80d8f8fcd0409f88ddd2be4
351-U1438E-55R-CC-W 5/7-RADS,351,U1438,E,55,55-CC,R,CC,W,5/7-RADS,0,2,1362.52,1362.54,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749604b22eab5ac53b0e731b59309ac4
351-U1438E-56R-1-W 48/50-RADS,351,U1438,E,56,56-1,R,1,W,48/50-RADS,0,2,1368.28,1368.3,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21c3d2f15f134aecbf0db589c648cf46
351-U1438E-56R-1-W 66/68-RADS,351,U1438,E,56,56-1,R,1,W,66/68-RADS,0,2,1368.46,1368.48,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ca9d59b2e6c06c841bd373867e0c062
351-U1438E-56R-CC-PAL-RADS,351,U1438,E,56,56-CC,R,CC,PAL,RADS,0,4,1369.2,1369.24,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7a30e8f37336a8dd9c617745475377f
351-U1438E-57R-1-W 73/75-RADS,351,U1438,E,57,57-1,R,1,W,73/75-RADS,0,2,1377.63,1377.65,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac601ad79ac42616d1dfccb22762f053
351-U1438E-57R-2-W 46/48-RADS,351,U1438,E,57,57-2,R,2,W,46/48-RADS,0,2,1378.58,1378.6,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6af271eb4732c522a990f63ed00af265
351-U1438E-57R-CC-PAL-RADS,351,U1438,E,57,57-CC,R,CC,PAL,RADS,0,6,1379.33,1379.39,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a636296b63a995faeb7c670760257f93
351-U1438E-58R-2-W 47/49-BAND,351,U1438,E,58,58-2,R,2,W,47/49-BAND,0,2,1387.55,1387.57,,,,RP12,Thyrsocyrtis triacantha,44.46,46.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c91a5b810dc31d042b9804af97a0a434
351-U1438E-58R-2-W 47/49-BAND,351,U1438,E,58,58-2,R,2,W,47/49-BAND,0,2,1387.55,1387.57,,,,RP13,Podocyrtis ampla,43.38,44.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98eeb6dbf1db51595ed44da4766ef0b0
351-U1438E-58R-2-W 47/49-BAND,351,U1438,E,58,58-2,R,2,W,47/49-BAND,0,2,1387.55,1387.57,,,,RP14,Podocyrtis mitra,40.65,43.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a3dc126419de6bdaa5e1dd624e606e2e
351-U1438E-58R-2-W 47/49-BAND,351,U1438,E,58,58-2,R,2,W,47/49-BAND,0,2,1387.55,1387.57,,,,,,,,M[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,381c2c32cd050be145f879b3219914c2
351-U1438E-58R-CC-PAL-RADS,351,U1438,E,58,58-CC,R,CC,PAL,RADS,0,6,1388.05,1388.11,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0530ed94df71e7b0476f2af096aa3184
351-U1438E-59R-1-W 42/44-RADS,351,U1438,E,59,59-1,R,1,W,42/44-RADS,0,2,1396.12,1396.14,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ec339f2ffb9afa4f72472d9398db7be
351-U1438E-59R-CC-PAL-RADS,351,U1438,E,59,59-CC,R,CC,PAL,RADS,0,3,1397.16,1397.19,,,,,,,,P[P36],R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb840fac1d0d8d83090dea30eea4734c
