Data	Age From (oldest)	Age To (youngest)	Zone From (bottom)	Zone To  (top)	Leg	Site	H	Cor	T	Sc	Top(cm)	Depth (mbsf)	Scientist	Fossil Group                                 	Group Abundance	Group Preservation	Hystrichokolpoma cinctum	Rottnestia borussica	Wetzeliella articulata	Thalassiphora pelagica	Samlandia chlamydophora	Phthanoperidinium stockmansii	Palaeocystodinium golzowense	Operculodinium spp.	Hystrichokolpoma sp. 1	Eatonicysta ursulae	Diphyes cf. colligerum	Cribroperidinium cf. giuseppei	Batiacasphaera cf. scrobiculata	Adnatosphaeridium robustum	Achomosphaera spp.	Achilleodinium biformoides	Senegalinium obscurum	Diphyes colligerum	Deflandrea sp.1	Cerebrocysta bartonensis	Systematophora placacantha	Svalbardella sp.	Psaligonyaulax simplica	Phthanoperidinium resistente	Palambages sp. 1	Millioudodinium guiseppei	Hystrichodinium tuberifum	Homotryblium pallidum	Spiniferites bentorii	Operculodinium longispinigerum	Batiacasphaera hirsuta	Areosphaeridium diktyoplokus	Adnatosphaeridium vittatum	Impagidinium spp.	Glaphyrocysta spp.	Glaphyrocysta intricata	Dinocyst 1	Deflandrea phosphoritica	Corrudinium incompositum	Cannosphaeropsis sp. 1	Spiniferites spp.	Spiniferites pseudofurcatus	Pterodinium cf. premnos	Phthanoperidinium geminatum	Nematosphaeropsis labyrinthea	Lingulodinium machaerophorum	Hystrichosphaeropsis sp. 1	Apteodinium australiense	Homotryblium oceanicum	Spiniferites ramosus	Pentadinium laticinctum laticinctum	Impagidinium velorum	Diphyes sp. 1	Dinocyst 2	Danea manicata	Cordosphaeridium inodes	Cannosphaeropsis sp. 2	Tectatodinium sp. 1	Dinopterygium cladoides	Wetzeliella homomorpha	Chytroeisphaeridia explanata	Actiniscus pentasterias	Deflandrea sp. B	Araneosphaera cf. araneosa	Glaphyrocysta cf. vicina	Cordosphaeridium cantharellus	Areosphaeridium multicornutum	Nematosphaeropsis sp. 1	Areosphaeridium pectiniforme	Areosphaeridium arcuatum	Thalassiphora fenestrata	Distatodinium craterum	Phthanoperidinium cf. eocenicum	Distatodinium ellipticum	Heteraulacacysta porosa	Svalbardella cooksoniae	Chiropteridium dispersum	Spiniferites sp. 2	Spiniferites sp. 1	Heteraulacacysta campanula	Chiropteridium lobospinosum	Aireiana sp. 1	Spiniferites hyperacanthus	Impletosphaeridium spp.	Gelatia  sp. 1	Dinocyst 3 (?Evittosphaerula sp. 1)	Areoligera sp. 1	Samlandia  sp. 1	Pyxidinopsis sp.1	Batiacasphaera micropapillata	Glaphyrocapsa (unspecified taxon or taxa)	Areosphaeridium actinocoronatum 	Impagidinium aculeatum	Chiropteridium partispinatum 	Pentadinium laticinctum granulatum	Impagidinium sp.  1 	Hystrichosphaeridium latirictum	Hystrichokolpoma rigaudiae	Homotryblium floripes	Distatodinium paradoxum	Palaeocystodinium sp. 1	Operculodinium centrocarpum	Emslandia spiridoides	Systematophora sp. 1	Spiniferites sp. 3	Phthanoperidinium echinatum	Chiropteridium mespilanum	Caligodinium amiculum	Invertocysta tabulata	Ascostomocystis granosa	Operculodinium sp. 1	Palaeocystodinium sp. 2	Impagidinium pallidum	Dapsilidinium pseudocolligerum	Leptodinium sp. 1	Batiacasphaera baculata	Impletosphaeridium sp. 1	Tuberculodinium vancampoae	Dinocyst II	Operculodinium sp.	Impagidinium sp.2	Batiacasphaera sphaerica	Batiacasphaera sp. 1	Systematophora ancyrea	Pentadinium laticinctum	Hystrichosphaeropsis obscura	Batiacasphaera compta	Spiniferites cf. mirabilis	Lejeunecysta fallax	Dapsilidinium pastielsii	Cribroperidinium tenuitabulatum	Cannosphaeropsis sp. A	Apteodinium tectatum	Hystrichokolpoma? sp. 2	Bitectatodinium? sp. 1	Batiacasphaera scrobiculata	Pterodinium cingulatum cingulatum	Pentadinium laticinctum imaginatum	Impagidinium sp.3	Evittosphaerula paratabulata	Carduifolia gracilis	Ascostomocystis sp.1	Tanyospraeridium sp. I	Sumatradinium? sp. D	Sumatradinium? sp. C	Problematicum IV	Melitasphaeridium choanophorum	Leptodinium? sp. III	Impagidinium paradoxum	Palaeocystodinium sp. A	Invertocysta? sp. 1	Dinocyst IV 	Cannosphaeropsis utinensis	Tectatodinium psilatum	Palaeocystodinium sp. 3	Lophocysta sulcolimbata	Foliactiniscus spp.	Apteodinium spiridoides	Tectatodinium sp. 2	Spiniferites ramosus brevifurcatus	Platycystidia (?) sp. II	Lejeunecysta cf. hyalina	Hystrichosphaeropsis cf. complanata	Hystrichosphaeridium sp. 1	Operculodinium placitum	Nematosphaeropsis downii	Selenopemphix nephroides	Pyxidiella sp. 1	Labyrinthodinium cf. truncatum	Impagidinium patulum	Dinocyst 6	Dinocyst 5	Dinocyst 4	Trinovantadinium cf. capitatum	Operculodinium crassum	Impagidinium sp. 4	Pyxidiella sp. A	Hystrichokolpoma poculum	Cribroperidinium giuseppei major	Corrudinium sp. 1	Homotryblium vallum	Hystrichostrogylon sp.	Tectatodinium simplex	Cordosphaeridium sp. I	Polysphaeridium cf. subtile	Operculodinium sp. 2	Impagidinium japonicum	Dinocyst 7	Labyrinthodinium truncatum	Achomosphaera andalousiensis	Nematosphaeropsis lemniscata	Lingulodinium sp. 1	Dapsilidinium sp. 1	Cleistosphaeridium sp. 1	Trinovantedinium capitatum	Thalassiphora cf. T. pansa	Tectatodinium sp. III	Tectatodinium sp. II	Tectatodinium sp. I	Tectatodinium sp.	Tectatodinium pellitum	Spiniferites sp. "TS"	Spiniferites scabratus	Spiniferites rubinus	Spiniferites pachyderma	Spiniferites elongatus	Reticulatosphaera actinocoronata	Polysphaeridium zoharyi	Peridinium faeroense	Pediastrum sp.	Palaeostomocystis spp.	Operculodinium wallii	Operculodinium sp.	Operculodinium sp.	Operculodinium israelianum	Multispinula minuta	Invertocysta lacrymosa	Impagidinium sphaericum	Impagidinium multiplexum	Impagidinium aquaeductum	Hystrichosphaeropsis pontiana	Hystrichokolpoma sp.	Filisphaera filifera	Dinopterygium verriculum	Dinocyst sp. 1	Cymatiosphaera sp. 1	Cyclopsiella elliptica	Brigantedinium sp. group B	Brigantedinium sp. group A	Brigantedinium simplex	Bitectatodinium tepikiense	Ataxiodinium choanum	Amiculosphaera umbracula	Achomosphaera ramulifera	Achomosphaera crassipellis	?Pyxidiella sp. 1	?Labyrinthodinium sp. 1	Tectatodinium sp. 3	Hystrichostrogylon sp. 1	Impagidinium maculatum	Gen. et sp. indet.	Nematosphaeropsis aquaducta	Tectatodinium sp. 4	Hystrichostrogylon cf. membraniphorum	Nematosphaeropsis sp. 2	Batiacasphaera sp. 2	Spiniferites sp. 4	Operculodinium sp. 3	Amiculosphaera cf. umbracula	Achomosphaera sp. 1	Paleostomocystis spp.	Brigantedinium spp.	Votadinium calvum	Comment

  SR	Late Miocene     	                 	A. andalousiensis 	              	104	 643	A	 10	H	 5	  31.00	     87.6100	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	                            	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	R                         	                	                       	                            	                	                         	                         	                     	                     	                              	R                     	                            	                          	R                	                  	                       	          	                        	                        	                      	C                	                           	                       	                           	R                            	R                           	                          	                        	                      	A                   	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	R                      	              	                                   	                	                	                 	                             	                                         	R                               	R                     	                             	                                  	                    	R                              	R                         	                     	                       	                       	R                          	                     	                    	                  	                           	                         	                     	                     	                       	                    	                       	R                    	                              	                 	                       	                        	R                         	           	R                 	R                	R                       	                    	                      	                       	R                           	                     	R                         	R                  	R                       	                               	                      	                    	                       	                      	                           	                                 	R                                 	R                	                            	                    	                    	                      	                    	                    	                	R                             	                    	R                     	                       	                   	            	                          	R                     	                       	                       	                   	                       	R                  	                                  	                        	                        	R                                  	                          	                       	                        	                        	                	A                             	R                   	          	          	          	                              	R                     	                  	                	                        	                                	                 	                   	                      	                     	                      	                           	                    	R                     	          	R                         	C                           	                            	                   	                   	R                       	                          	                          	                     	                    	                   	                 	                      	                     	                      	                    	                       	                      	                                	                       	                    	              	                      	                     	                  	                  	                          	                   	R                     	                       	                        	                        	                             	                    	R                   	                        	              	                    	                      	                          	                          	                      	                          	                    	                        	                        	                          	                 	                       	                   	                        	                      	                  	                           	R                  	                                     	                       	                    	R                 	C                   	                            	                   	                     	                   	                 	from ODP Leg 104 SR Ch 32 Fig 3B p 604-606

  SR	Late Miocene     	                 	PM4 (Mudie1989)   	              	104	 643	A	 10	H	CC	   5.00	     90.7700	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	-                           	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	-                         	                	                       	                            	                	                         	                         	                     	-                    	-                             	                      	                            	                          	R                	                  	                       	          	                        	                        	                      	C                	                           	                       	                           	R                            	R                           	                          	                        	                      	                    	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	-                      	              	                                   	                	                	                 	                             	                                         	                                	                      	                             	                                  	                    	                               	-                         	                     	                       	                       	-                          	                     	                    	                  	                           	                         	                     	-                    	                       	                    	                       	                     	                              	                 	                       	                        	-                         	           	                  	                 	-                       	                    	                      	-                      	R                           	                     	                          	                   	-                       	                               	                      	                    	                       	                      	                           	                                 	                                  	                 	                            	                    	                    	                      	                    	                    	                	R                             	                    	                      	-                      	                   	            	                          	                      	                       	                       	                   	                       	                   	                                  	                        	                        	                                   	                          	                       	                        	-                       	                	                              	                    	          	          	          	                              	-                     	                  	                	                        	                                	                 	                   	                      	-                    	                      	                           	                    	                      	          	-                         	R                           	                            	                   	                   	                        	-                         	-                         	-                    	-                   	-                  	-                	-                     	C                    	-                     	-                   	-                      	-                     	R                               	-                      	-                   	-             	-                     	-                    	-                 	-                 	-                         	-                  	-                     	-                      	-                       	R                       	-                            	R                   	-                   	-                       	-             	-                   	-                     	-                         	-                         	-                     	-                         	-                   	-                       	-                       	-                         	-                	-                      	                   	                        	                      	                  	                           	                   	                                     	                       	                    	                  	                    	                            	                   	                     	                   	                 	from ODP 104 SR Chapter 31 Figure 7 p 595

  SR	Late Miocene     	                 	A. andalousiensis 	              	104	 643	A	 11	H	 5	  30.00	     97.1000	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	                            	R                  	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	R                         	                	                       	                            	                	                         	                         	                     	                     	                              	R                     	                            	                          	                 	                  	                       	          	                        	                        	                      	C                	R                          	                       	                           	R                            	C                           	                          	                        	                      	A                   	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	?                         	                           	              	                          	R                      	              	                                   	                	                	                 	                             	                                         	R                               	                      	                             	                                  	                    	R                              	C                         	                     	                       	                       	C                          	                     	                    	                  	                           	                         	                     	                     	                       	                    	                       	R                    	                              	                 	                       	                        	                          	           	                  	R                	R                       	                    	                      	                       	R                           	                     	R                         	                   	C                       	                               	                      	R                   	                       	                      	                           	R                                	C                                 	                 	                            	                    	                    	                      	R                   	R                   	                	R                             	                    	R                     	                       	                   	            	                          	R                     	                       	R                      	                   	                       	R                  	                                  	                        	                        	R                                  	                          	                       	                        	                        	                	C                             	                    	          	          	          	                              	C                     	                  	                	                        	                                	                 	R                  	                      	                     	                      	R                          	                    	                      	          	R                         	R                           	R                           	                   	                   	R                       	                          	                          	                     	                    	                   	                 	                      	                     	                      	                    	                       	                      	                                	                       	                    	              	                      	                     	                  	                  	                          	                   	R                     	                       	                        	                        	                             	                    	R                   	                        	              	                    	                      	                          	                          	                      	                          	                    	                        	                        	                          	                 	                       	                   	                        	                      	R                 	                           	R                  	                                     	                       	                    	R                 	R                   	                            	                   	                     	                   	                 	from ODP Leg 104 SR Ch 32 Fig 3B p 604-606

  IR	Late Miocene     	                 	PM4(Mudie1987)    	              	104	 643	A	 11	H	CC	  46.00	    100.6700	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	-                           	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	-                         	                	                       	                            	                	                         	                         	                     	-                    	-                             	                      	                            	                          	R                	                  	                       	          	                        	                        	                      	C                	                           	                       	                           	-                            	C                           	                          	                        	                      	                    	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	-                      	              	                                   	                	                	                 	                             	                                         	                                	                      	                             	                                  	                    	                               	-                         	                     	                       	                       	R                          	                     	                    	                  	                           	                         	                     	-                    	                       	                    	                       	                     	                              	                 	R                      	                        	-                         	           	                  	                 	R                       	                    	                      	R                      	-                           	                     	                          	                   	R                       	                               	                      	                    	                       	                      	                           	                                 	                                  	                 	                            	                    	R                   	                      	                    	                    	                	-                             	                    	                      	-                      	                   	            	                          	                      	                       	                       	R                  	                       	                   	                                  	                        	                        	                                   	                          	                       	                        	-                       	                	                              	                    	          	          	          	                              	-                     	                  	                	                        	                                	                 	                   	                      	-                    	                      	                           	                    	                      	          	R                         	R                           	                            	                   	                   	                        	-                         	-                         	-                    	-                   	-                  	-                	-                     	-                    	-                     	R                   	R                      	-                     	-                               	-                      	-                   	-             	-                     	-                    	R                 	-                 	-                         	-                  	-                     	R                      	-                       	-                       	-                            	-                   	-                   	-                       	-             	-                   	R                     	-                         	-                         	-                     	-                         	-                   	-                       	R                       	-                         	R                	-                      	                   	                        	                      	                  	                           	                   	                                     	                       	                    	                  	                    	                            	                   	                     	                   	                 	from ODP 104 IR  Chapter 5  Figure 13  p 481

  SR	Late Miocene     	                 	A. andalousiensis 	              	104	 643	A	 12	H	 1	  31.00	    100.6100	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	R                           	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	R                         	                	                       	                            	                	                         	                         	                     	                     	                              	R                     	                            	                          	                 	                  	                       	          	                        	                        	                      	C                	R                          	                       	                           	R                            	R                           	                          	                        	                      	A                   	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	R                      	              	                                   	                	                	                 	                             	                                         	R                               	                      	                             	                                  	                    	                               	R                         	                     	                       	                       	C                          	                     	                    	                  	                           	                         	                     	                     	R                      	                    	                       	                     	                              	                 	                       	                        	R                         	           	R                 	                 	C                       	                    	                      	                       	R                           	                     	R                         	R                  	R                       	                               	R                     	                    	                       	                      	                           	                                 	R                                 	                 	                            	                    	                    	                      	R                   	R                   	                	R                             	                    	R                     	                       	                   	            	                          	                      	                       	                       	                   	                       	                   	                                  	                        	                        	                                   	                          	                       	                        	                        	                	R                             	                    	          	          	          	                              	R                     	                  	                	                        	                                	                 	                   	R                     	                     	                      	R                          	                    	                      	          	R                         	R                           	R                           	                   	                   	                        	                          	                          	                     	                    	                   	                 	                      	                     	                      	                    	                       	                      	                                	                       	                    	              	                      	                     	                  	                  	                          	                   	R                     	                       	                        	                        	                             	                    	R                   	                        	              	                    	                      	                          	                          	                      	                          	                    	                        	                        	                          	                 	                       	                   	R                       	                      	R                 	                           	R                  	R                                    	C                      	C                   	                  	                    	                            	                   	                     	                   	                 	from ODP Leg 104 SR Ch 32 Fig 3B p 604-606

  SR	Middle Miocene   	                 	I. aquaeductum    	              	104	 643	A	 12	H	 4	  31.00	    105.1100	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	                            	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	C                         	                	                       	                            	                	                         	                         	                     	                     	                              	                      	                            	                          	                 	                  	                       	          	                        	                        	                      	C                	R                          	                       	                           	R                            	R                           	                          	                        	                      	A                   	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	                       	              	                                   	                	                	                 	                             	                                         	R                               	                      	                             	                                  	                    	                               	C                         	                     	                       	                       	R                          	                     	                    	                  	                           	                         	                     	                     	                       	                    	                       	                     	                              	                 	                       	                        	R                         	           	                  	                 	C                       	                    	                      	                       	R                           	                     	                          	                   	C                       	                               	                      	                    	                       	                      	                           	                                 	R                                 	                 	                            	                    	                    	                      	                    	                    	                	R                             	                    	R                     	                       	                   	            	                          	                      	                       	                       	                   	                       	                   	                                  	                        	                        	                                   	                          	                       	                        	                        	                	                              	                    	          	          	          	                              	R                     	                  	                	                        	                                	R                	                   	                      	                     	                      	                           	                    	                      	          	C                         	                            	R                           	                   	                   	R                       	                          	                          	                     	                    	                   	                 	                      	                     	                      	                    	                       	                      	                                	                       	                    	              	                      	                     	                  	                  	                          	                   	                      	                       	                        	C                       	                             	                    	R                   	                        	              	                    	                      	                          	                          	                      	                          	                    	                        	                        	                          	                 	                       	                   	                        	                      	R                 	                           	R                  	R                                    	                       	                    	                  	                    	                            	                   	                     	                   	                 	from ODP Leg 104 SR Ch 32 Fig 3B p 604-606

  SR	Middle Miocene   	                 	I. aquaeductum    	              	104	 643	A	 12	H	 5	  31.00	    106.6100	Manum    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	R                           	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	C                         	                	                       	                            	                	                         	                         	                     	                     	                              	                      	                            	                          	R                	                  	                       	          	                        	                        	                      	A                	R                          	                       	                           	R                            	R                           	                          	                        	                      	A                   	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	                       	              	                                   	                	                	                 	                             	                                         	R                               	                      	                             	                                  	                    	R                              	R                         	                     	                       	                       	R                          	                     	                    	                  	                           	                         	                     	                     	R                      	                    	                       	                     	                              	                 	                       	                        	R                         	           	                  	R                	C                       	                    	                      	                       	R                           	                     	R                         	                   	R                       	                               	                      	R                   	                       	                      	                           	                                 	                                  	                 	                            	                    	                    	                      	                    	R                   	                	                              	                    	C                     	C                      	                   	            	R                         	R                     	                       	                       	                   	                       	                   	                                  	                        	R                       	R                                  	                          	R                      	                        	R                       	                	R                             	                    	          	          	          	R                             	R                     	                  	                	                        	                                	R                	                   	                      	                     	R                     	R                          	                    	                      	R         	R                         	                            	                            	                   	                   	                        	                          	                          	                     	                    	                   	                 	                      	                     	                      	                    	                       	                      	                                	                       	                    	              	                      	                     	                  	                  	                          	                   	                      	                       	                        	R                       	                             	                    	                    	                        	              	                    	                      	                          	                          	                      	                          	                    	                        	                        	                          	                 	                       	                   	                        	                      	R                 	                           	                   	                                     	                       	                    	                  	                    	                            	                   	                     	                   	                 	from ODP Leg 104 SR Ch 32 Fig 3B p 604-606

  IR	Early Miocene    	Middle Miocene   	PM5(Mudie1987)    	PM4(Mudie1987)	104	 643	A	 12	H	 7	  27.00	    109.5700	Mudie    	Dinoflagellates/Acritarchs/Prasinophytes     	               	                  	                        	                    	                      	                      	                       	                             	                            	                   	                      	                   	                      	                              	                               	                          	                  	                          	                     	                  	               	                        	                          	                	                       	                            	                	                         	                         	                     	                     	                              	                      	                            	                          	                 	                  	                       	          	                        	                        	                      	                 	                           	                       	                           	                             	                            	                          	                        	                      	                    	                                   	                    	             	          	              	                       	                      	                   	                       	                      	                            	                       	                	                          	                        	                             	                             	                       	                            	                        	                        	                      	                               	                        	                       	                       	                        	                  	                  	                          	                           	              	                          	                       	              	                                   	                	                	                 	                             	                                         	                                	                      	                             	                                  	                    	                               	                          	                     	                       	                       	                           	                     	                    	                  	                           	                         	                     	                     	                       	                    	                       	                     	                              	                 	                       	                        	                          	           	                  	                 	                        	                    	                      	                       	                            	                     	                          	                   	                        	                               	                      	                    	                       	                      	                           	                                 	                                  	                 	                            	                    	                    	                      	                    	                    	                	                              	                    	                      	                       	                   	            	                          	                      	                       	                       	                   	                       	                   	                                  	                        	                        	                                   	                          	                       	                        	                        	                	                              	                    	          	          	          	                              	                      	                  	                	                        	                                	                 	                   	                      	                     	                      	                           	                    	                      	          	                          	                            	                            	                   	                   	                        	                          	                          	                     	                    	                   	                 	                      	                     	                      	                    	                       	                      	                                	                       	                    	              	                      	                     	                  	                  	                          	                   	                      	                       	                        	                        	                             	                    	                    	                        	              	                    	                      	                          	                          	                      	                          	                    	                        	                        	                          	                 	                       	                   	                        	                      	                  	R                          	                   	                                     	                       	                    	                  	                    	                            	                   	                     	                   	                 	from ODP 104 IR  Chapter 5  Figure 13  p 481
